,sbj,runtrial,run,stimx,answer,response,rt,correct,type,trial,f1,f2,f3,c,endacc,learner
4799,137,20,1,3,0,0.0,742.0,1,rule follower,20,1,1,2,1,0.5,med
4800,137,21,1,3,0,0.0,828.0,1,rule follower,21,1,1,2,1,0.5,med
4801,137,22,1,7,1,0.0,638.0,0,rule follower,22,1,2,2,2,0.5,med
4802,137,23,1,8,1,1.0,525.0,1,prototype,23,2,2,2,2,0.5,med
4803,137,24,1,8,1,1.0,837.0,1,prototype,24,2,2,2,2,0.5,med
4804,137,1,2,8,1,1.0,751.0,1,prototype,25,2,2,2,2,0.5,med
4805,137,2,2,6,0,1.0,555.0,0,exception,26,2,2,1,1,0.5,med
4806,137,3,2,1,0,0.0,645.0,1,prototype,27,1,1,1,1,0.5,med
4807,137,4,2,8,1,1.0,500.0,1,prototype,28,2,2,2,2,0.5,med
4808,137,5,2,7,1,0.0,721.0,0,rule follower,29,1,2,2,2,0.5,med
4809,137,6,2,3,0,0.0,588.0,1,rule follower,30,1,1,2,1,0.5,med
4810,137,7,2,1,0,1.0,2143.0,0,prototype,31,1,1,1,1,0.5,med
4811,137,8,2,1,0,1.0,1339.0,0,prototype,32,1,1,1,1,0.5,med
4812,137,9,2,7,1,0.0,637.0,0,rule follower,33,1,2,2,2,0.5,med
4813,137,10,2,5,1,1.0,1149.0,1,exception,34,1,2,1,2,0.5,med
4814,137,11,2,3,0,1.0,746.0,0,rule follower,35,1,1,2,1,0.5,med
4815,137,12,2,8,1,1.0,726.0,1,prototype,36,2,2,2,2,0.5,med
4816,137,13,2,8,1,1.0,594.0,1,prototype,37,2,2,2,2,0.5,med
4817,137,14,2,8,1,1.0,517.0,1,prototype,38,2,2,2,2,0.5,med
4818,137,15,2,2,0,1.0,494.0,0,rule follower,39,2,1,1,1,0.5,med
4819,137,16,2,4,1,1.0,637.0,1,rule follower,40,2,1,2,2,0.5,med
4820,137,17,2,2,0,1.0,514.0,0,rule follower,41,2,1,1,1,0.5,med
4821,137,18,2,8,1,1.0,459.0,1,prototype,42,2,2,2,2,0.5,med
4822,137,19,2,4,1,1.0,567.0,1,rule follower,43,2,1,2,2,0.5,med
4823,137,20,2,1,0,0.0,682.0,1,prototype,44,1,1,1,1,0.5,med
4824,137,21,2,1,0,0.0,614.0,1,prototype,45,1,1,1,1,0.5,med
4825,137,22,2,6,0,1.0,456.0,0,exception,46,2,2,1,1,0.5,med
4826,137,23,2,1,0,0.0,654.0,1,prototype,47,1,1,1,1,0.5,med
4827,137,24,2,5,1,1.0,1165.0,1,exception,48,1,2,1,2,0.5,med
4924,138,1,1,5,1,0.0,2586.0,0,exception,1,1,1,2,2,0.5,med
4925,138,2,1,6,0,1.0,1724.0,0,exception,2,2,1,2,1,0.5,med
4926,138,3,1,1,0,1.0,2062.0,0,prototype,3,1,1,1,1,0.5,med
4927,138,4,1,7,1,0.0,780.0,0,rule follower,4,1,2,2,2,0.5,med
4928,138,5,1,1,0,,,0,prototype,5,1,1,1,1,0.5,med
4929,138,6,1,1,0,1.0,2392.0,0,prototype,6,1,1,1,1,0.5,med
4930,138,7,1,3,0,1.0,1548.0,0,rule follower,7,1,2,1,1,0.5,med
4931,138,8,1,7,1,0.0,1398.0,0,rule follower,8,1,2,2,2,0.5,med
4932,138,9,1,1,0,0.0,2383.0,1,prototype,9,1,1,1,1,0.5,med
4933,138,10,1,8,1,0.0,1821.0,0,prototype,10,2,2,2,2,0.5,med
4934,138,11,1,4,1,1.0,1075.0,1,rule follower,11,2,2,1,2,0.5,med
4935,138,12,1,2,0,0.0,2106.0,1,rule follower,12,2,1,1,1,0.5,med
4936,138,13,1,8,1,1.0,941.0,1,prototype,13,2,2,2,2,0.5,med
4937,138,14,1,8,1,1.0,2225.0,1,prototype,14,2,2,2,2,0.5,med
4938,138,15,1,1,0,0.0,811.0,1,prototype,15,1,1,1,1,0.5,med
4939,138,16,1,5,1,0.0,935.0,0,exception,16,1,1,2,2,0.5,med
4940,138,17,1,8,1,1.0,955.0,1,prototype,17,2,2,2,2,0.5,med
4941,138,18,1,2,0,0.0,1293.0,1,rule follower,18,2,1,1,1,0.5,med
4942,138,19,1,4,1,1.0,1015.0,1,rule follower,19,2,2,1,2,0.5,med
4943,138,20,1,8,1,1.0,1142.0,1,prototype,20,2,2,2,2,0.5,med
4944,138,21,1,8,1,0.0,961.0,0,prototype,21,2,2,2,2,0.5,med
4945,138,22,1,6,0,0.0,998.0,1,exception,22,2,1,2,1,0.5,med
4946,138,23,1,1,0,0.0,2522.0,1,prototype,23,1,1,1,1,0.5,med
4947,138,24,1,3,0,1.0,996.0,0,rule follower,24,1,2,1,1,0.5,med
4948,138,1,2,6,0,0.0,1135.0,1,exception,25,2,1,2,1,0.5,med
4949,138,2,2,7,1,1.0,2273.0,1,rule follower,26,1,2,2,2,0.5,med
4950,138,3,2,5,1,0.0,1819.0,0,exception,27,1,1,2,2,0.5,med
4951,138,4,2,8,1,1.0,1397.0,1,prototype,28,2,2,2,2,0.5,med
4952,138,5,2,8,1,1.0,1162.0,1,prototype,29,2,2,2,2,0.5,med
4953,138,6,2,6,0,0.0,1035.0,1,exception,30,2,1,2,1,0.5,med
4954,138,7,2,1,0,0.0,1156.0,1,prototype,31,1,1,1,1,0.5,med
4955,138,8,2,1,0,0.0,1584.0,1,prototype,32,1,1,1,1,0.5,med
4956,138,9,2,4,1,1.0,1162.0,1,rule follower,33,2,2,1,2,0.5,med
4957,138,10,2,1,0,0.0,1330.0,1,prototype,34,1,1,1,1,0.5,med
4958,138,11,2,8,1,1.0,891.0,1,prototype,35,2,2,2,2,0.5,med
4959,138,12,2,2,0,0.0,1086.0,1,rule follower,36,2,1,1,1,0.5,med
4960,138,13,2,1,0,0.0,1211.0,1,prototype,37,1,1,1,1,0.5,med
4961,138,14,2,1,0,0.0,802.0,1,prototype,38,1,1,1,1,0.5,med
4962,138,15,2,1,0,0.0,1041.0,1,prototype,39,1,1,1,1,0.5,med
4963,138,16,2,3,0,1.0,1305.0,0,rule follower,40,1,2,1,1,0.5,med
4964,138,17,2,8,1,1.0,905.0,1,prototype,41,2,2,2,2,0.5,med
4965,138,18,2,3,0,1.0,1655.0,0,rule follower,42,1,2,1,1,0.5,med
4966,138,19,2,8,1,0.0,620.0,0,prototype,43,2,2,2,2,0.5,med
4967,138,20,2,7,1,1.0,909.0,1,rule follower,44,1,2,2,2,0.5,med
4968,138,21,2,5,1,0.0,953.0,0,exception,45,1,1,2,2,0.5,med
4969,138,22,2,4,1,1.0,1249.0,1,rule follower,46,2,2,1,2,0.5,med
4970,138,23,2,8,1,1.0,957.0,1,prototype,47,2,2,2,2,0.5,med
4971,138,24,2,2,0,0.0,974.0,1,rule follower,48,2,1,1,1,0.5,med
5068,139,1,1,8,1,1.0,976.0,1,prototype,1,2,2,2,2,0.625,high
5069,139,2,1,8,1,1.0,1134.0,1,prototype,2,2,2,2,2,0.625,high
5070,139,3,1,1,0,0.0,958.0,1,prototype,3,1,1,1,1,0.625,high
5071,139,4,1,3,0,0.0,830.0,1,rule follower,4,1,2,1,1,0.625,high
5072,139,5,1,8,1,1.0,707.0,1,prototype,5,2,2,2,2,0.625,high
5073,139,6,1,1,0,0.0,1114.0,1,prototype,6,1,1,1,1,0.625,high
5074,139,7,1,2,0,0.0,885.0,1,rule follower,7,1,1,2,1,0.625,high
5075,139,8,1,1,0,0.0,697.0,1,prototype,8,1,1,1,1,0.625,high
5076,139,9,1,8,1,1.0,553.0,1,prototype,9,2,2,2,2,0.625,high
5077,139,10,1,1,0,0.0,845.0,1,prototype,10,1,1,1,1,0.625,high
5078,139,11,1,8,1,1.0,698.0,1,prototype,11,2,2,2,2,0.625,high
5079,139,12,1,2,0,0.0,778.0,1,rule follower,12,1,1,2,1,0.625,high
5080,139,13,1,1,0,0.0,1020.0,1,prototype,13,1,1,1,1,0.625,high
5081,139,14,1,6,0,1.0,970.0,0,exception,14,2,1,2,1,0.625,high
5082,139,15,1,7,1,1.0,1322.0,1,rule follower,15,2,2,1,2,0.625,high
5083,139,16,1,4,1,0.0,809.0,0,rule follower,16,1,2,2,2,0.625,high
5084,139,17,1,3,0,0.0,1081.0,1,rule follower,17,1,2,1,1,0.625,high
5085,139,18,1,5,1,1.0,1155.0,1,exception,18,2,1,1,2,0.625,high
5086,139,19,1,8,1,1.0,824.0,1,prototype,19,2,2,2,2,0.625,high
5087,139,20,1,5,1,1.0,691.0,1,exception,20,2,1,1,2,0.625,high
5088,139,21,1,6,0,1.0,1026.0,0,exception,21,2,1,2,1,0.625,high
5089,139,22,1,4,1,0.0,1094.0,0,rule follower,22,1,2,2,2,0.625,high
5090,139,23,1,1,0,0.0,773.0,1,prototype,23,1,1,1,1,0.625,high
5091,139,24,1,7,1,1.0,610.0,1,rule follower,24,2,2,1,2,0.625,high
5092,139,1,2,7,1,1.0,891.0,1,rule follower,25,2,2,1,2,0.625,high
5093,139,2,2,6,0,1.0,809.0,0,exception,26,2,1,2,1,0.625,high
5094,139,3,2,8,1,1.0,687.0,1,prototype,27,2,2,2,2,0.625,high
5095,139,4,2,1,0,1.0,1107.0,0,prototype,28,1,1,1,1,0.625,high
5096,139,5,2,8,1,1.0,1053.0,1,prototype,29,2,2,2,2,0.625,high
5097,139,6,2,4,1,0.0,902.0,0,rule follower,30,1,2,2,2,0.625,high
5098,139,7,2,1,0,0.0,703.0,1,prototype,31,1,1,1,1,0.625,high
5099,139,8,2,1,0,0.0,657.0,1,prototype,32,1,1,1,1,0.625,high
5100,139,9,2,3,0,0.0,1271.0,1,rule follower,33,1,2,1,1,0.625,high
5101,139,10,2,4,1,0.0,884.0,0,rule follower,34,1,2,2,2,0.625,high
5102,139,11,2,1,0,0.0,1025.0,1,prototype,35,1,1,1,1,0.625,high
5103,139,12,2,8,1,1.0,960.0,1,prototype,36,2,2,2,2,0.625,high
5104,139,13,2,8,1,1.0,819.0,1,prototype,37,2,2,2,2,0.625,high
5105,139,14,2,2,0,0.0,934.0,1,rule follower,38,1,1,2,1,0.625,high
5106,139,15,2,5,1,1.0,675.0,1,exception,39,2,1,1,2,0.625,high
5107,139,16,2,2,0,0.0,817.0,1,rule follower,40,1,1,2,1,0.625,high
5108,139,17,2,5,1,1.0,641.0,1,exception,41,2,1,1,2,0.625,high
5109,139,18,2,8,1,0.0,681.0,0,prototype,42,2,2,2,2,0.625,high
5110,139,19,2,1,0,0.0,868.0,1,prototype,43,1,1,1,1,0.625,high
5111,139,20,2,8,1,1.0,598.0,1,prototype,44,2,2,2,2,0.625,high
5112,139,21,2,7,1,1.0,735.0,1,rule follower,45,2,2,1,2,0.625,high
5113,139,22,2,3,0,0.0,615.0,1,rule follower,46,1,2,1,1,0.625,high
5114,139,23,2,1,0,0.0,1785.0,1,prototype,47,1,1,1,1,0.625,high
5115,139,24,2,6,0,1.0,958.0,0,exception,48,2,1,2,1,0.625,high
5212,140,1,1,8,1,1.0,2531.0,1,prototype,1,2,2,2,2,0.5,med
5213,140,2,1,5,1,1.0,1182.0,1,exception,2,1,1,2,2,0.5,med
5214,140,3,1,8,1,1.0,1614.0,1,prototype,3,2,2,2,2,0.5,med
5215,140,4,1,8,1,1.0,584.0,1,prototype,4,2,2,2,2,0.5,med
5216,140,5,1,1,0,1.0,1962.0,0,prototype,5,1,1,1,1,0.5,med
5217,140,6,1,4,1,1.0,1875.0,1,rule follower,6,2,2,1,2,0.5,med
5218,140,7,1,8,1,1.0,2007.0,1,prototype,7,2,2,2,2,0.5,med
5219,140,8,1,7,1,0.0,1945.0,0,rule follower,8,1,2,2,2,0.5,med
5220,140,9,1,8,1,1.0,1826.0,1,prototype,9,2,2,2,2,0.5,med
5221,140,10,1,1,0,,,0,prototype,10,1,1,1,1,0.5,med
5222,140,11,1,1,0,0.0,2170.0,1,prototype,11,1,1,1,1,0.5,med
5223,140,12,1,4,1,1.0,1451.0,1,rule follower,12,2,2,1,2,0.5,med
5224,140,13,1,1,0,0.0,1896.0,1,prototype,13,1,1,1,1,0.5,med
5225,140,14,1,7,1,0.0,2401.0,0,rule follower,14,1,2,2,2,0.5,med
5226,140,15,1,5,1,,,0,exception,15,1,1,2,2,0.5,med
5227,140,16,1,1,0,1.0,1650.0,0,prototype,16,1,1,1,1,0.5,med
5228,140,17,1,2,0,1.0,939.0,0,rule follower,17,2,1,1,1,0.5,med
5229,140,18,1,3,0,0.0,2972.0,1,rule follower,18,1,2,1,1,0.5,med
5230,140,19,1,3,0,1.0,2403.0,0,rule follower,19,1,2,1,1,0.5,med
5231,140,20,1,2,0,1.0,1315.0,0,rule follower,20,2,1,1,1,0.5,med
5232,140,21,1,6,0,,,0,exception,21,2,1,2,1,0.5,med
5233,140,22,1,8,1,0.0,1697.0,0,prototype,22,2,2,2,2,0.5,med
5234,140,23,1,6,0,0.0,1412.0,1,exception,23,2,1,2,1,0.5,med
5235,140,24,1,1,0,0.0,1452.0,1,prototype,24,1,1,1,1,0.5,med
5236,140,1,2,1,0,0.0,1525.0,1,prototype,25,1,1,1,1,0.5,med
5237,140,2,2,6,0,0.0,766.0,1,exception,26,2,1,2,1,0.5,med
5238,140,3,2,2,0,0.0,972.0,1,rule follower,27,2,1,1,1,0.5,med
5239,140,4,2,4,1,1.0,812.0,1,rule follower,28,2,2,1,2,0.5,med
5240,140,5,2,8,1,1.0,680.0,1,prototype,29,2,2,2,2,0.5,med
5241,140,6,2,1,0,,,0,prototype,30,1,1,1,1,0.5,med
5242,140,7,2,8,1,1.0,728.0,1,prototype,31,2,2,2,2,0.5,med
5243,140,8,2,7,1,1.0,861.0,1,rule follower,32,1,2,2,2,0.5,med
5244,140,9,2,5,1,0.0,686.0,0,exception,33,1,1,2,2,0.5,med
5245,140,10,2,5,1,0.0,879.0,0,exception,34,1,1,2,2,0.5,med
5246,140,11,2,6,0,0.0,1915.0,1,exception,35,2,1,2,1,0.5,med
5247,140,12,2,8,1,1.0,1370.0,1,prototype,36,2,2,2,2,0.5,med
5248,140,13,2,7,1,1.0,856.0,1,rule follower,37,1,2,2,2,0.5,med
5249,140,14,2,1,0,0.0,1014.0,1,prototype,38,1,1,1,1,0.5,med
5250,140,15,2,8,1,1.0,679.0,1,prototype,39,2,2,2,2,0.5,med
5251,140,16,2,8,1,1.0,754.0,1,prototype,40,2,2,2,2,0.5,med
5252,140,17,2,2,0,0.0,738.0,1,rule follower,41,2,1,1,1,0.5,med
5253,140,18,2,1,0,0.0,1200.0,1,prototype,42,1,1,1,1,0.5,med
5254,140,19,2,1,0,0.0,941.0,1,prototype,43,1,1,1,1,0.5,med
5255,140,20,2,4,1,1.0,678.0,1,rule follower,44,2,2,1,2,0.5,med
5256,140,21,2,3,0,1.0,979.0,0,rule follower,45,1,2,1,1,0.5,med
5257,140,22,2,3,0,1.0,842.0,0,rule follower,46,1,2,1,1,0.5,med
5258,140,23,2,1,0,0.0,637.0,1,prototype,47,1,1,1,1,0.5,med
5259,140,24,2,8,1,1.0,2249.0,1,prototype,48,2,2,2,2,0.5,med
5356,141,1,1,8,1,1.0,1535.0,1,prototype,1,2,2,2,2,0.25,low
5357,141,2,1,7,1,0.0,981.0,0,rule follower,2,1,2,2,2,0.25,low
5358,141,3,1,8,1,1.0,541.0,1,prototype,3,2,2,2,2,0.25,low
5359,141,4,1,3,0,1.0,619.0,0,rule follower,4,1,2,1,1,0.25,low
5360,141,5,1,1,0,1.0,920.0,0,prototype,5,1,1,1,1,0.25,low
5361,141,6,1,1,0,1.0,1339.0,0,prototype,6,1,1,1,1,0.25,low
5362,141,7,1,7,1,1.0,1174.0,1,rule follower,7,1,2,2,2,0.25,low
5363,141,8,1,1,0,0.0,734.0,1,prototype,8,1,1,1,1,0.25,low
5364,141,9,1,6,0,0.0,920.0,1,exception,9,2,1,2,1,0.25,low
5365,141,10,1,2,0,0.0,882.0,1,rule follower,10,2,1,1,1,0.25,low
5366,141,11,1,1,0,0.0,841.0,1,prototype,11,1,1,1,1,0.25,low
5367,141,12,1,8,1,1.0,567.0,1,prototype,12,2,2,2,2,0.25,low
5368,141,13,1,4,1,1.0,568.0,1,rule follower,13,2,2,1,2,0.25,low
5369,141,14,1,6,0,0.0,766.0,1,exception,14,2,1,2,1,0.25,low
5370,141,15,1,1,0,0.0,737.0,1,prototype,15,1,1,1,1,0.25,low
5371,141,16,1,3,0,1.0,586.0,0,rule follower,16,1,2,1,1,0.25,low
5372,141,17,1,5,1,0.0,1509.0,0,exception,17,1,1,2,2,0.25,low
5373,141,18,1,1,0,1.0,910.0,0,prototype,18,1,1,1,1,0.25,low
5374,141,19,1,8,1,1.0,1612.0,1,prototype,19,2,2,2,2,0.25,low
5375,141,20,1,4,1,1.0,755.0,1,rule follower,20,2,2,1,2,0.25,low
5376,141,21,1,5,1,0.0,752.0,0,exception,21,1,1,2,2,0.25,low
5377,141,22,1,8,1,1.0,1245.0,1,prototype,22,2,2,2,2,0.25,low
5378,141,23,1,8,1,1.0,1309.0,1,prototype,23,2,2,2,2,0.25,low
5379,141,24,1,2,0,0.0,1273.0,1,rule follower,24,2,1,1,1,0.25,low
5380,141,1,2,3,0,1.0,1052.0,0,rule follower,25,1,2,1,1,0.25,low
5381,141,2,2,1,0,0.0,1067.0,1,prototype,26,1,1,1,1,0.25,low
5382,141,3,2,4,1,1.0,826.0,1,rule follower,27,2,2,1,2,0.25,low
5383,141,4,2,1,0,0.0,940.0,1,prototype,28,1,1,1,1,0.25,low
5384,141,5,2,6,0,1.0,1560.0,0,exception,29,2,1,2,1,0.25,low
5385,141,6,2,4,1,1.0,930.0,1,rule follower,30,2,2,1,2,0.25,low
5386,141,7,2,3,0,1.0,851.0,0,rule follower,31,1,2,1,1,0.25,low
5387,141,8,2,5,1,1.0,2255.0,1,exception,32,1,1,2,2,0.25,low
5388,141,9,2,6,0,0.0,1293.0,1,exception,33,2,1,2,1,0.25,low
5389,141,10,2,1,0,1.0,1347.0,0,prototype,34,1,1,1,1,0.25,low
5390,141,11,2,8,1,1.0,1595.0,1,prototype,35,2,2,2,2,0.25,low
5391,141,12,2,8,1,1.0,843.0,1,prototype,36,2,2,2,2,0.25,low
5392,141,13,2,7,1,0.0,1054.0,0,rule follower,37,1,2,2,2,0.25,low
5393,141,14,2,2,0,1.0,1702.0,0,rule follower,38,2,1,1,1,0.25,low
5394,141,15,2,1,0,1.0,1290.0,0,prototype,39,1,1,1,1,0.25,low
5395,141,16,2,8,1,1.0,1135.0,1,prototype,40,2,2,2,2,0.25,low
5396,141,17,2,5,1,0.0,1009.0,0,exception,41,1,1,2,2,0.25,low
5397,141,18,2,8,1,1.0,740.0,1,prototype,42,2,2,2,2,0.25,low
5398,141,19,2,1,0,1.0,680.0,0,prototype,43,1,1,1,1,0.25,low
5399,141,20,2,8,1,1.0,1046.0,1,prototype,44,2,2,2,2,0.25,low
5400,141,21,2,2,0,0.0,1180.0,1,rule follower,45,2,1,1,1,0.25,low
5401,141,22,2,1,0,1.0,2179.0,0,prototype,46,1,1,1,1,0.25,low
5402,141,23,2,8,1,1.0,765.0,1,prototype,47,2,2,2,2,0.25,low
5403,141,24,2,7,1,0.0,1172.0,0,rule follower,48,1,2,2,2,0.25,low
5500,142,1,1,4,1,,,0,rule follower,1,2,1,2,2,0.5,med
5501,142,2,1,3,0,0.0,946.0,1,rule follower,2,1,1,2,1,0.5,med
5502,142,3,1,8,1,1.0,508.0,1,prototype,3,2,2,2,2,0.5,med
5503,142,4,1,1,0,0.0,692.0,1,prototype,4,1,1,1,1,0.5,med
5504,142,5,1,1,0,1.0,1279.0,0,prototype,5,1,1,1,1,0.5,med
5505,142,6,1,8,1,1.0,1113.0,1,prototype,6,2,2,2,2,0.5,med
5506,142,7,1,1,0,0.0,750.0,1,prototype,7,1,1,1,1,0.5,med
5507,142,8,1,8,1,1.0,485.0,1,prototype,8,2,2,2,2,0.5,med
5508,142,9,1,4,1,1.0,822.0,1,rule follower,9,2,1,2,2,0.5,med
5509,142,10,1,1,0,0.0,661.0,1,prototype,10,1,1,1,1,0.5,med
5510,142,11,1,6,0,1.0,732.0,0,exception,11,2,2,1,1,0.5,med
5511,142,12,1,8,1,1.0,1359.0,1,prototype,12,2,2,2,2,0.5,med
5512,142,13,1,3,0,0.0,1003.0,1,rule follower,13,1,1,2,1,0.5,med
5513,142,14,1,5,1,0.0,1284.0,0,exception,14,1,2,1,2,0.5,med
5514,142,15,1,8,1,1.0,2484.0,1,prototype,15,2,2,2,2,0.5,med
5515,142,16,1,7,1,,,0,rule follower,16,1,2,2,2,0.5,med
5516,142,17,1,1,0,0.0,625.0,1,prototype,17,1,1,1,1,0.5,med
5517,142,18,1,8,1,1.0,469.0,1,prototype,18,2,2,2,2,0.5,med
5518,142,19,1,1,0,0.0,714.0,1,prototype,19,1,1,1,1,0.5,med
5519,142,20,1,6,0,1.0,1102.0,0,exception,20,2,2,1,1,0.5,med
5520,142,21,1,7,1,,,0,rule follower,21,1,2,2,2,0.5,med
5521,142,22,1,2,0,0.0,720.0,1,rule follower,22,2,1,1,1,0.5,med
5522,142,23,1,2,0,0.0,689.0,1,rule follower,23,2,1,1,1,0.5,med
5523,142,24,1,5,1,0.0,1359.0,0,exception,24,1,2,1,2,0.5,med
5524,142,1,2,2,0,0.0,1010.0,1,rule follower,25,2,1,1,1,0.5,med
5525,142,2,2,3,0,0.0,1646.0,1,rule follower,26,1,1,2,1,0.5,med
5526,142,3,2,1,0,0.0,1370.0,1,prototype,27,1,1,1,1,0.5,med
5527,142,4,2,6,0,1.0,614.0,0,exception,28,2,2,1,1,0.5,med
5528,142,5,2,8,1,1.0,1922.0,1,prototype,29,2,2,2,2,0.5,med
5529,142,6,2,1,0,0.0,843.0,1,prototype,30,1,1,1,1,0.5,med
5530,142,7,2,8,1,1.0,901.0,1,prototype,31,2,2,2,2,0.5,med
5531,142,8,2,1,0,0.0,578.0,1,prototype,32,1,1,1,1,0.5,med
5532,142,9,2,7,1,1.0,998.0,1,rule follower,33,1,2,2,2,0.5,med
5533,142,10,2,4,1,0.0,762.0,0,rule follower,34,2,1,2,2,0.5,med
5534,142,11,2,1,0,0.0,946.0,1,prototype,35,1,1,1,1,0.5,med
5535,142,12,2,8,1,1.0,1041.0,1,prototype,36,2,2,2,2,0.5,med
5536,142,13,2,3,0,0.0,599.0,1,rule follower,37,1,1,2,1,0.5,med
5537,142,14,2,8,1,1.0,1546.0,1,prototype,38,2,2,2,2,0.5,med
5538,142,15,2,2,0,0.0,792.0,1,rule follower,39,2,1,1,1,0.5,med
5539,142,16,2,8,1,1.0,1905.0,1,prototype,40,2,2,2,2,0.5,med
5540,142,17,2,4,1,0.0,1288.0,0,rule follower,41,2,1,2,2,0.5,med
5541,142,18,2,1,0,0.0,718.0,1,prototype,42,1,1,1,1,0.5,med
5542,142,19,2,1,0,0.0,747.0,1,prototype,43,1,1,1,1,0.5,med
5543,142,20,2,6,0,1.0,932.0,0,exception,44,2,2,1,1,0.5,med
5544,142,21,2,8,1,1.0,1015.0,1,prototype,45,2,2,2,2,0.5,med
5545,142,22,2,5,1,0.0,955.0,0,exception,46,1,2,1,2,0.5,med
5546,142,23,2,5,1,1.0,1341.0,1,exception,47,1,2,1,2,0.5,med
5547,142,24,2,7,1,0.0,1570.0,0,rule follower,48,1,2,2,2,0.5,med
