,sbj,runtrial,run,stimx,answer,response,rt,correct,type,trial,f1,f2,f3,c,endacc,learner
904,107,17,2,8,1,1.0,736.0,1,prototype,41,2,2,2,2,0.625,high
905,107,18,2,8,1,1.0,1092.0,1,prototype,42,2,2,2,2,0.625,high
906,107,19,2,3,0,0.0,654.0,1,rule follower,43,1,1,2,1,0.625,high
907,107,20,2,4,1,0.0,555.0,0,rule follower,44,1,2,2,2,0.625,high
908,107,21,2,5,1,1.0,785.0,1,exception,45,2,1,1,2,0.625,high
909,107,22,2,1,0,0.0,717.0,1,prototype,46,1,1,1,1,0.625,high
910,107,23,2,1,0,0.0,492.0,1,prototype,47,1,1,1,1,0.625,high
911,107,24,2,1,0,0.0,526.0,1,prototype,48,1,1,1,1,0.625,high
1008,108,1,2,7,1,,,0,rule follower,25,2,2,1,2,0.125,low
1009,108,2,2,2,0,1.0,1278.0,0,rule follower,26,1,1,2,1,0.125,low
1010,108,3,2,4,1,0.0,197.0,0,rule follower,27,2,1,2,2,0.125,low
1011,108,4,2,3,0,1.0,324.0,0,rule follower,28,2,1,1,1,0.125,low
1012,108,5,2,8,1,1.0,666.0,1,prototype,29,2,2,2,2,0.125,low
1013,108,6,2,5,1,0.0,89.0,0,exception,30,1,2,1,2,0.125,low
1014,108,7,2,6,0,,,0,exception,31,1,2,2,1,0.125,low
1015,108,8,2,1,0,1.0,607.0,0,prototype,32,1,1,1,1,0.125,low
1016,108,9,2,5,1,0.0,2234.0,0,exception,33,1,2,1,2,0.125,low
1017,108,10,2,6,0,1.0,287.0,0,exception,34,1,2,2,1,0.125,low
1018,108,11,2,1,0,1.0,606.0,0,prototype,35,1,1,1,1,0.125,low
1019,108,12,2,8,1,,,0,prototype,36,2,2,2,2,0.125,low
1020,108,13,2,1,0,1.0,701.0,0,prototype,37,1,1,1,1,0.125,low
1021,108,14,2,8,1,,,0,prototype,38,2,2,2,2,0.125,low
1022,108,15,2,8,1,1.0,1282.0,1,prototype,39,2,2,2,2,0.125,low
1023,108,16,2,1,0,1.0,442.0,0,prototype,40,1,1,1,1,0.125,low
1024,108,17,2,8,1,1.0,771.0,1,prototype,41,2,2,2,2,0.125,low
1025,108,18,2,1,0,,,0,prototype,42,1,1,1,1,0.125,low
1026,108,19,2,4,1,,,0,rule follower,43,2,1,2,2,0.125,low
1027,108,20,2,3,0,1.0,2036.0,0,rule follower,44,2,1,1,1,0.125,low
1028,108,21,2,7,1,0.0,365.0,0,rule follower,45,2,2,1,2,0.125,low
1029,108,22,2,1,0,0.0,2400.0,1,prototype,46,1,1,1,1,0.125,low
1030,108,23,2,2,0,0.0,329.0,1,rule follower,47,1,1,2,1,0.125,low
1031,108,24,2,8,1,1.0,2370.0,1,prototype,48,2,2,2,2,0.125,low
1128,109,1,1,6,0,1.0,893.0,0,exception,1,1,2,2,1,0.375,low
1129,109,2,1,4,1,0.0,376.0,0,rule follower,2,2,1,2,2,0.375,low
1130,109,3,1,8,1,1.0,1015.0,1,prototype,3,2,2,2,2,0.375,low
1131,109,4,1,8,1,0.0,880.0,0,prototype,4,2,2,2,2,0.375,low
1132,109,5,1,1,0,0.0,897.0,1,prototype,5,1,1,1,1,0.375,low
1133,109,6,1,3,0,1.0,489.0,0,rule follower,6,2,1,1,1,0.375,low
1134,109,7,1,1,0,0.0,696.0,1,prototype,7,1,1,1,1,0.375,low
1135,109,8,1,2,0,0.0,549.0,1,rule follower,8,1,1,2,1,0.375,low
1136,109,9,1,8,1,1.0,636.0,1,prototype,9,2,2,2,2,0.375,low
1137,109,10,1,1,0,0.0,703.0,1,prototype,10,1,1,1,1,0.375,low
1138,109,11,1,8,1,1.0,970.0,1,prototype,11,2,2,2,2,0.375,low
1139,109,12,1,5,1,0.0,574.0,0,exception,12,1,2,1,2,0.375,low
1140,109,13,1,4,1,1.0,1176.0,1,rule follower,13,2,1,2,2,0.375,low
1141,109,14,1,5,1,0.0,554.0,0,exception,14,1,2,1,2,0.375,low
1142,109,15,1,6,0,1.0,725.0,0,exception,15,1,2,2,1,0.375,low
1143,109,16,1,1,0,1.0,662.0,0,prototype,16,1,1,1,1,0.375,low
1144,109,17,1,8,1,1.0,710.0,1,prototype,17,2,2,2,2,0.375,low
1145,109,18,1,3,0,1.0,698.0,0,rule follower,18,2,1,1,1,0.375,low
1146,109,19,1,7,1,0.0,1110.0,0,rule follower,19,2,2,1,2,0.375,low
1147,109,20,1,2,0,1.0,909.0,0,rule follower,20,1,1,2,1,0.375,low
1148,109,21,1,1,0,0.0,584.0,1,prototype,21,1,1,1,1,0.375,low
1149,109,22,1,7,1,1.0,679.0,1,rule follower,22,2,2,1,2,0.375,low
1150,109,23,1,1,0,0.0,525.0,1,prototype,23,1,1,1,1,0.375,low
1151,109,24,1,8,1,1.0,742.0,1,prototype,24,2,2,2,2,0.375,low
1152,109,1,2,4,1,1.0,669.0,1,rule follower,25,2,1,2,2,0.375,low
1153,109,2,2,1,0,0.0,449.0,1,prototype,26,1,1,1,1,0.375,low
1154,109,3,2,1,0,0.0,494.0,1,prototype,27,1,1,1,1,0.375,low
1155,109,4,2,1,0,0.0,492.0,1,prototype,28,1,1,1,1,0.375,low
1156,109,5,2,6,0,0.0,470.0,1,exception,29,1,2,2,1,0.375,low
1157,109,6,2,2,0,0.0,341.0,1,rule follower,30,1,1,2,1,0.375,low
1158,109,7,2,1,0,0.0,452.0,1,prototype,31,1,1,1,1,0.375,low
1159,109,8,2,8,1,1.0,537.0,1,prototype,32,2,2,2,2,0.375,low
1160,109,9,2,2,0,0.0,542.0,1,rule follower,33,1,1,2,1,0.375,low
1161,109,10,2,8,1,1.0,406.0,1,prototype,34,2,2,2,2,0.375,low
1162,109,11,2,3,0,1.0,664.0,0,rule follower,35,2,1,1,1,0.375,low
1163,109,12,2,4,1,0.0,664.0,0,rule follower,36,2,1,2,2,0.375,low
1164,109,13,2,1,0,0.0,554.0,1,prototype,37,1,1,1,1,0.375,low
1165,109,14,2,8,1,1.0,616.0,1,prototype,38,2,2,2,2,0.375,low
1166,109,15,2,6,0,0.0,537.0,1,exception,39,1,2,2,1,0.375,low
1167,109,16,2,8,1,0.0,745.0,0,prototype,40,2,2,2,2,0.375,low
1168,109,17,2,8,1,1.0,713.0,1,prototype,41,2,2,2,2,0.375,low
1169,109,18,2,7,1,1.0,574.0,1,rule follower,42,2,2,1,2,0.375,low
1170,109,19,2,5,1,0.0,555.0,0,exception,43,1,2,1,2,0.375,low
1171,109,20,2,1,0,0.0,640.0,1,prototype,44,1,1,1,1,0.375,low
1172,109,21,2,8,1,1.0,778.0,1,prototype,45,2,2,2,2,0.375,low
1173,109,22,2,3,0,1.0,616.0,0,rule follower,46,2,1,1,1,0.375,low
1174,109,23,2,7,1,1.0,697.0,1,rule follower,47,2,2,1,2,0.375,low
1175,109,24,2,5,1,0.0,759.0,0,exception,48,1,2,1,2,0.375,low
1272,110,1,1,1,0,1.0,2563.0,0,prototype,1,1,1,1,1,0.4,low
1273,110,2,1,3,0,0.0,1666.0,1,rule follower,2,1,1,2,1,0.4,low
1274,110,3,1,6,0,0.0,707.0,1,exception,3,2,2,1,1,0.4,low
1275,110,4,1,5,1,0.0,791.0,0,exception,4,2,1,1,2,0.4,low
1276,110,5,1,1,0,0.0,2528.0,1,prototype,5,1,1,1,1,0.4,low
1277,110,6,1,7,1,1.0,1204.0,1,rule follower,6,2,1,2,2,0.4,low
1278,110,7,1,8,1,1.0,971.0,1,prototype,7,2,2,2,2,0.4,low
1279,110,8,1,1,0,0.0,814.0,1,prototype,8,1,1,1,1,0.4,low
1280,110,9,1,7,1,1.0,841.0,1,rule follower,9,2,1,2,2,0.4,low
1281,110,10,1,5,1,1.0,942.0,1,exception,10,2,1,1,2,0.4,low
1282,110,11,1,8,1,1.0,883.0,1,prototype,11,2,2,2,2,0.4,low
1283,110,12,1,6,0,1.0,791.0,0,exception,12,2,2,1,1,0.4,low
1284,110,13,1,8,1,0.0,1516.0,0,prototype,13,2,2,2,2,0.4,low
1285,110,14,1,4,1,0.0,1135.0,0,rule follower,14,1,2,2,2,0.4,low
1286,110,15,1,2,0,1.0,1598.0,0,rule follower,15,1,2,1,1,0.4,low
1287,110,16,1,8,1,,,0,prototype,16,2,2,2,2,0.4,low
1288,110,17,1,4,1,0.0,1656.0,0,rule follower,17,1,2,2,2,0.4,low
1289,110,18,1,3,0,1.0,1366.0,0,rule follower,18,1,1,2,1,0.4,low
1290,110,19,1,1,0,0.0,1416.0,1,prototype,19,1,1,1,1,0.4,low
1291,110,20,1,1,0,0.0,1595.0,1,prototype,20,1,1,1,1,0.4,low
1292,110,21,1,8,1,1.0,935.0,1,prototype,21,2,2,2,2,0.4,low
1293,110,22,1,1,0,0.0,953.0,1,prototype,22,1,1,1,1,0.4,low
1294,110,23,1,2,0,0.0,1123.0,1,rule follower,23,1,2,1,1,0.4,low
1295,110,24,1,8,1,1.0,1078.0,1,prototype,24,2,2,2,2,0.4,low
1296,110,1,2,1,0,0.0,948.0,1,prototype,25,1,1,1,1,0.4,low
1297,110,2,2,8,1,1.0,903.0,1,prototype,26,2,2,2,2,0.4,low
1298,110,3,2,2,0,0.0,768.0,1,rule follower,27,1,2,1,1,0.4,low
1299,110,4,2,1,0,0.0,2267.0,1,prototype,28,1,1,1,1,0.4,low
1300,110,5,2,8,1,1.0,752.0,1,prototype,29,2,2,2,2,0.4,low
1301,110,6,2,2,0,0.0,835.0,1,rule follower,30,1,2,1,1,0.4,low
1302,110,7,2,1,0,0.0,1356.0,1,prototype,31,1,1,1,1,0.4,low
1303,110,8,2,3,0,0.0,872.0,1,rule follower,32,1,1,2,1,0.4,low
1304,110,9,2,8,1,1.0,792.0,1,prototype,33,2,2,2,2,0.4,low
1305,110,10,2,7,1,1.0,981.0,1,rule follower,34,2,1,2,2,0.4,low
1306,110,11,2,5,1,1.0,788.0,1,exception,35,2,1,1,2,0.4,low
1307,110,12,2,7,1,1.0,578.0,1,rule follower,36,2,1,2,2,0.4,low
1308,110,13,2,8,1,1.0,764.0,1,prototype,37,2,2,2,2,0.4,low
1309,110,14,2,1,0,0.0,695.0,1,prototype,38,1,1,1,1,0.4,low
1310,110,15,2,4,1,0.0,764.0,0,rule follower,39,1,2,2,2,0.4,low
1311,110,16,2,6,0,0.0,1282.0,1,exception,40,2,2,1,1,0.4,low
1312,110,17,2,1,0,1.0,722.0,0,prototype,41,1,1,1,1,0.4,low
1313,110,18,2,4,1,0.0,1573.0,0,rule follower,42,1,2,2,2,0.4,low
1314,110,19,2,8,1,1.0,2391.0,1,prototype,43,2,2,2,2,0.4,low
1315,110,20,2,6,0,1.0,1023.0,0,exception,44,2,2,1,1,0.4,low
1316,110,21,2,1,0,0.0,1346.0,1,prototype,45,1,1,1,1,0.4,low
1317,110,22,2,8,1,1.0,1083.0,1,prototype,46,2,2,2,2,0.4,low
1318,110,23,2,5,1,1.0,966.0,1,exception,47,2,1,1,2,0.4,low
1319,110,24,2,3,0,0.0,1151.0,1,rule follower,48,1,1,2,1,0.4,low
1396,111,1,1,8,1,1.0,1562.0,1,prototype,1,2,2,2,2,0.5,med
1397,111,2,1,5,1,0.0,1414.0,0,exception,2,1,2,1,2,0.5,med
1398,111,3,1,8,1,1.0,1290.0,1,prototype,3,2,2,2,2,0.5,med
1399,111,4,1,4,1,1.0,1390.0,1,rule follower,4,2,1,2,2,0.5,med
1400,111,5,1,1,0,1.0,1430.0,0,prototype,5,1,1,1,1,0.5,med
1401,111,6,1,1,0,0.0,1171.0,1,prototype,6,1,1,1,1,0.5,med
1402,111,7,1,8,1,1.0,839.0,1,prototype,7,2,2,2,2,0.5,med
1403,111,8,1,2,0,1.0,973.0,0,rule follower,8,2,1,1,1,0.5,med
1404,111,9,1,8,1,1.0,1679.0,1,prototype,9,2,2,2,2,0.5,med
1405,111,10,1,1,0,0.0,2188.0,1,prototype,10,1,1,1,1,0.5,med
1406,111,11,1,1,0,0.0,1398.0,1,prototype,11,1,1,1,1,0.5,med
1407,111,12,1,7,1,1.0,1081.0,1,rule follower,12,1,2,2,2,0.5,med
1408,111,13,1,3,0,0.0,736.0,1,rule follower,13,1,1,2,1,0.5,med
1409,111,14,1,5,1,1.0,545.0,1,exception,14,1,2,1,2,0.5,med
1410,111,15,1,8,1,1.0,1120.0,1,prototype,15,2,2,2,2,0.5,med
1411,111,16,1,1,0,0.0,802.0,1,prototype,16,1,1,1,1,0.5,med
1412,111,17,1,1,0,0.0,830.0,1,prototype,17,1,1,1,1,0.5,med
1413,111,18,1,7,1,1.0,833.0,1,rule follower,18,1,2,2,2,0.5,med
1414,111,19,1,6,0,1.0,828.0,0,exception,19,2,2,1,1,0.5,med
1415,111,20,1,3,0,0.0,2008.0,1,rule follower,20,1,1,2,1,0.5,med
1416,111,21,1,2,0,0.0,1328.0,1,rule follower,21,2,1,1,1,0.5,med
1417,111,22,1,6,0,0.0,2724.0,1,exception,22,2,2,1,1,0.5,med
1418,111,23,1,8,1,,,0,prototype,23,2,2,2,2,0.5,med
1419,111,24,1,4,1,0.0,1449.0,0,rule follower,24,2,1,2,2,0.5,med
1420,111,1,2,2,0,0.0,1073.0,1,rule follower,25,2,1,1,1,0.5,med
1421,111,2,2,6,0,0.0,1814.0,1,exception,26,2,2,1,1,0.5,med
1422,111,3,2,5,1,1.0,1259.0,1,exception,27,1,2,1,2,0.5,med
1423,111,4,2,7,1,1.0,971.0,1,rule follower,28,1,2,2,2,0.5,med
1424,111,5,2,8,1,0.0,1113.0,0,prototype,29,2,2,2,2,0.5,med
1425,111,6,2,7,1,1.0,1525.0,1,rule follower,30,1,2,2,2,0.5,med
1426,111,7,2,1,0,0.0,968.0,1,prototype,31,1,1,1,1,0.5,med
1427,111,8,2,5,1,1.0,1822.0,1,exception,32,1,2,1,2,0.5,med
1428,111,9,2,6,0,0.0,2643.0,1,exception,33,2,2,1,1,0.5,med
1429,111,10,2,1,0,0.0,1201.0,1,prototype,34,1,1,1,1,0.5,med
1430,111,11,2,3,0,0.0,1016.0,1,rule follower,35,1,1,2,1,0.5,med
1431,111,12,2,4,1,0.0,1053.0,0,rule follower,36,2,1,2,2,0.5,med
1432,111,13,2,8,1,1.0,2581.0,1,prototype,37,2,2,2,2,0.5,med
1433,111,14,2,1,0,0.0,981.0,1,prototype,38,1,1,1,1,0.5,med
1434,111,15,2,1,0,0.0,802.0,1,prototype,39,1,1,1,1,0.5,med
1435,111,16,2,8,1,0.0,1928.0,0,prototype,40,2,2,2,2,0.5,med
1436,111,17,2,3,0,0.0,829.0,1,rule follower,41,1,1,2,1,0.5,med
1437,111,18,2,1,0,0.0,1091.0,1,prototype,42,1,1,1,1,0.5,med
1438,111,19,2,8,1,1.0,2136.0,1,prototype,43,2,2,2,2,0.5,med
1439,111,20,2,8,1,0.0,2639.0,0,prototype,44,2,2,2,2,0.5,med
1440,111,21,2,2,0,0.0,2807.0,1,rule follower,45,2,1,1,1,0.5,med
1441,111,22,2,4,1,0.0,2125.0,0,rule follower,46,2,1,2,2,0.5,med
1442,111,23,2,1,0,0.0,1097.0,1,prototype,47,1,1,1,1,0.5,med
1443,111,24,2,8,1,0.0,2383.0,0,prototype,48,2,2,2,2,0.5,med
1540,112,1,1,8,1,,,0,prototype,1,2,2,2,2,0.375,low
1541,112,2,1,2,0,,,0,rule follower,2,1,1,2,1,0.375,low
1542,112,3,1,7,1,,,0,rule follower,3,2,2,1,2,0.375,low
1543,112,4,1,8,1,,,0,prototype,4,2,2,2,2,0.375,low
1544,112,5,1,1,0,,,0,prototype,5,1,1,1,1,0.375,low
1545,112,6,1,3,0,,,0,rule follower,6,1,2,1,1,0.375,low
1546,112,7,1,1,0,,,0,prototype,7,1,1,1,1,0.375,low
1547,112,8,1,5,1,,,0,exception,8,2,1,1,2,0.375,low
1548,112,9,1,6,0,,,0,exception,9,2,1,2,1,0.375,low
1549,112,10,1,8,1,,,0,prototype,10,2,2,2,2,0.375,low
1550,112,11,1,6,0,1.0,830.0,0,exception,11,2,1,2,1,0.375,low
1551,112,12,1,7,1,0.0,531.0,0,rule follower,12,2,2,1,2,0.375,low
1552,112,13,1,8,1,1.0,1130.0,1,prototype,13,2,2,2,2,0.375,low
1553,112,14,1,4,1,0.0,892.0,0,rule follower,14,1,2,2,2,0.375,low
1554,112,15,1,1,0,0.0,1290.0,1,prototype,15,1,1,1,1,0.375,low
1555,112,16,1,3,0,1.0,730.0,0,rule follower,16,1,2,1,1,0.375,low
1556,112,17,1,8,1,1.0,1346.0,1,prototype,17,2,2,2,2,0.375,low
1557,112,18,1,2,0,0.0,627.0,1,rule follower,18,1,1,2,1,0.375,low
1558,112,19,1,1,0,0.0,769.0,1,prototype,19,1,1,1,1,0.375,low
1559,112,20,1,5,1,1.0,1198.0,1,exception,20,2,1,1,2,0.375,low
1560,112,21,1,1,0,0.0,1943.0,1,prototype,21,1,1,1,1,0.375,low
1561,112,22,1,8,1,1.0,806.0,1,prototype,22,2,2,2,2,0.375,low
1562,112,23,1,4,1,1.0,1586.0,1,rule follower,23,1,2,2,2,0.375,low
1563,112,24,1,1,0,0.0,1751.0,1,prototype,24,1,1,1,1,0.375,low
1564,112,1,2,7,1,1.0,1270.0,1,rule follower,25,2,2,1,2,0.375,low
1565,112,2,2,2,0,0.0,848.0,1,rule follower,26,1,1,2,1,0.375,low
1566,112,3,2,8,1,1.0,557.0,1,prototype,27,2,2,2,2,0.375,low
1567,112,4,2,8,1,1.0,843.0,1,prototype,28,2,2,2,2,0.375,low
1568,112,5,2,1,0,0.0,783.0,1,prototype,29,1,1,1,1,0.375,low
1569,112,6,2,4,1,1.0,669.0,1,rule follower,30,1,2,2,2,0.375,low
1570,112,7,2,5,1,0.0,725.0,0,exception,31,2,1,1,2,0.375,low
1571,112,8,2,4,1,1.0,1174.0,1,rule follower,32,1,2,2,2,0.375,low
1572,112,9,2,2,0,0.0,2648.0,1,rule follower,33,1,1,2,1,0.375,low
1573,112,10,2,6,0,1.0,1596.0,0,exception,34,2,1,2,1,0.375,low
1574,112,11,2,3,0,1.0,921.0,0,rule follower,35,1,2,1,1,0.375,low
1575,112,12,2,7,1,1.0,874.0,1,rule follower,36,2,2,1,2,0.375,low
1576,112,13,2,3,0,1.0,2132.0,0,rule follower,37,1,2,1,1,0.375,low
1577,112,14,2,8,1,1.0,1086.0,1,prototype,38,2,2,2,2,0.375,low
1578,112,15,2,1,0,0.0,1723.0,1,prototype,39,1,1,1,1,0.375,low
1579,112,16,2,6,0,1.0,1764.0,0,exception,40,2,1,2,1,0.375,low
1580,112,17,2,8,1,1.0,874.0,1,prototype,41,2,2,2,2,0.375,low
1581,112,18,2,8,1,1.0,1570.0,1,prototype,42,2,2,2,2,0.375,low
1582,112,19,2,1,0,0.0,2379.0,1,prototype,43,1,1,1,1,0.375,low
1583,112,20,2,5,1,0.0,1734.0,0,exception,44,2,1,1,2,0.375,low
1584,112,21,2,1,0,0.0,1175.0,1,prototype,45,1,1,1,1,0.375,low
1585,112,22,2,1,0,0.0,1556.0,1,prototype,46,1,1,1,1,0.375,low
1586,112,23,2,1,0,0.0,896.0,1,prototype,47,1,1,1,1,0.375,low
1587,112,24,2,8,1,1.0,1082.0,1,prototype,48,2,2,2,2,0.375,low
1684,113,1,1,2,0,,,0,rule follower,1,1,1,2,1,0.625,high
1685,113,2,1,8,1,,,0,prototype,2,2,2,2,2,0.625,high
1686,113,3,1,8,1,0.0,1517.0,0,prototype,3,2,2,2,2,0.625,high
1687,113,4,1,5,1,0.0,1571.0,0,exception,4,1,2,1,2,0.625,high
1688,113,5,1,6,0,1.0,886.0,0,exception,5,1,2,2,1,0.625,high
1689,113,6,1,4,1,1.0,1509.0,1,rule follower,6,2,1,2,2,0.625,high
1690,113,7,1,1,0,0.0,1817.0,1,prototype,7,1,1,1,1,0.625,high
1691,113,8,1,1,0,0.0,1035.0,1,prototype,8,1,1,1,1,0.625,high
1692,113,9,1,7,1,0.0,2516.0,0,rule follower,9,2,2,1,2,0.625,high
1693,113,10,1,7,1,1.0,1882.0,1,rule follower,10,2,2,1,2,0.625,high
1694,113,11,1,6,0,,,0,exception,11,1,2,2,1,0.625,high
1695,113,12,1,1,0,0.0,2085.0,1,prototype,12,1,1,1,1,0.625,high
1696,113,13,1,8,1,0.0,2204.0,0,prototype,13,2,2,2,2,0.625,high
1697,113,14,1,4,1,,,0,rule follower,14,2,1,2,2,0.625,high
1698,113,15,1,1,0,0.0,1188.0,1,prototype,15,1,1,1,1,0.625,high
1699,113,16,1,8,1,0.0,1260.0,0,prototype,16,2,2,2,2,0.625,high
1700,113,17,1,8,1,0.0,2022.0,0,prototype,17,2,2,2,2,0.625,high
1701,113,18,1,1,0,0.0,1215.0,1,prototype,18,1,1,1,1,0.625,high
1702,113,19,1,2,0,1.0,1484.0,0,rule follower,19,1,1,2,1,0.625,high
1703,113,20,1,3,0,0.0,1243.0,1,rule follower,20,2,1,1,1,0.625,high
1704,113,21,1,5,1,0.0,1185.0,0,exception,21,1,2,1,2,0.625,high
1705,113,22,1,8,1,1.0,1270.0,1,prototype,22,2,2,2,2,0.625,high
1706,113,23,1,3,0,,,0,rule follower,23,2,1,1,1,0.625,high
1707,113,24,1,1,0,1.0,1622.0,0,prototype,24,1,1,1,1,0.625,high
1708,113,1,2,6,0,1.0,1606.0,0,exception,25,1,2,2,1,0.625,high
1709,113,2,2,1,0,0.0,1459.0,1,prototype,26,1,1,1,1,0.625,high
1710,113,3,2,1,0,0.0,2574.0,1,prototype,27,1,1,1,1,0.625,high
1711,113,4,2,3,0,1.0,2316.0,0,rule follower,28,2,1,1,1,0.625,high
1712,113,5,2,6,0,1.0,917.0,0,exception,29,1,2,2,1,0.625,high
1713,113,6,2,8,1,0.0,1016.0,0,prototype,30,2,2,2,2,0.625,high
1714,113,7,2,8,1,0.0,1108.0,0,prototype,31,2,2,2,2,0.625,high
1715,113,8,2,8,1,1.0,1577.0,1,prototype,32,2,2,2,2,0.625,high
1716,113,9,2,1,0,0.0,2201.0,1,prototype,33,1,1,1,1,0.625,high
1717,113,10,2,1,0,0.0,1142.0,1,prototype,34,1,1,1,1,0.625,high
1718,113,11,2,7,1,0.0,2835.0,0,rule follower,35,2,2,1,2,0.625,high
1719,113,12,2,5,1,0.0,1409.0,0,exception,36,1,2,1,2,0.625,high
1720,113,13,2,2,0,0.0,2430.0,1,rule follower,37,1,1,2,1,0.625,high
1721,113,14,2,2,0,0.0,1173.0,1,rule follower,38,1,1,2,1,0.625,high
1722,113,15,2,1,0,1.0,2037.0,0,prototype,39,1,1,1,1,0.625,high
1723,113,16,2,8,1,0.0,2864.0,0,prototype,40,2,2,2,2,0.625,high
1724,113,17,2,3,0,0.0,1470.0,1,rule follower,41,2,1,1,1,0.625,high
1725,113,18,2,5,1,1.0,1850.0,1,exception,42,1,2,1,2,0.625,high
1726,113,19,2,4,1,0.0,2392.0,0,rule follower,43,2,1,2,2,0.625,high
1727,113,20,2,1,0,0.0,1294.0,1,prototype,44,1,1,1,1,0.625,high
1728,113,21,2,4,1,1.0,1708.0,1,rule follower,45,2,1,2,2,0.625,high
1729,113,22,2,8,1,1.0,1678.0,1,prototype,46,2,2,2,2,0.625,high
1730,113,23,2,7,1,0.0,1623.0,0,rule follower,47,2,2,1,2,0.625,high
1731,113,24,2,8,1,0.0,2807.0,0,prototype,48,2,2,2,2,0.625,high
1828,114,1,1,7,1,,,0,rule follower,1,2,2,1,2,0.75,high
1829,114,2,1,1,0,,,0,prototype,2,1,1,1,1,0.75,high
1830,114,3,1,8,1,,,0,prototype,3,2,2,2,2,0.75,high
1831,114,4,1,8,1,,,0,prototype,4,2,2,2,2,0.75,high
1832,114,5,1,4,1,,,0,rule follower,5,1,2,2,2,0.75,high
1833,114,6,1,1,0,1.0,918.0,0,prototype,6,1,1,1,1,0.75,high
1834,114,7,1,6,0,,,0,exception,7,2,1,2,1,0.75,high
1835,114,8,1,1,0,,,0,prototype,8,1,1,1,1,0.75,high
1836,114,9,1,8,1,,,0,prototype,9,2,2,2,2,0.75,high
1837,114,10,1,1,0,,,0,prototype,10,1,1,1,1,0.75,high
1838,114,11,1,3,0,,,0,rule follower,11,1,2,1,1,0.75,high
1839,114,12,1,6,0,,,0,exception,12,2,1,2,1,0.75,high
1840,114,13,1,1,0,,,0,prototype,13,1,1,1,1,0.75,high
1841,114,14,1,7,1,1.0,1361.0,1,rule follower,14,2,2,1,2,0.75,high
1842,114,15,1,1,0,0.0,1990.0,1,prototype,15,1,1,1,1,0.75,high
1843,114,16,1,8,1,,,0,prototype,16,2,2,2,2,0.75,high
1844,114,17,1,2,0,1.0,1663.0,0,rule follower,17,1,1,2,1,0.75,high
1845,114,18,1,2,0,0.0,556.0,1,rule follower,18,1,1,2,1,0.75,high
1846,114,19,1,8,1,1.0,1077.0,1,prototype,19,2,2,2,2,0.75,high
1847,114,20,1,4,1,0.0,922.0,0,rule follower,20,1,2,2,2,0.75,high
1848,114,21,1,8,1,1.0,545.0,1,prototype,21,2,2,2,2,0.75,high
1849,114,22,1,5,1,1.0,659.0,1,exception,22,2,1,1,2,0.75,high
1850,114,23,1,5,1,1.0,1118.0,1,exception,23,2,1,1,2,0.75,high
1851,114,24,1,3,0,0.0,624.0,1,rule follower,24,1,2,1,1,0.75,high
1852,114,1,2,7,1,1.0,1466.0,1,rule follower,25,2,2,1,2,0.75,high
1853,114,2,2,1,0,0.0,543.0,1,prototype,26,1,1,1,1,0.75,high
1854,114,3,2,2,0,0.0,925.0,1,rule follower,27,1,1,2,1,0.75,high
1855,114,4,2,8,1,1.0,493.0,1,prototype,28,2,2,2,2,0.75,high
1856,114,5,2,8,1,1.0,729.0,1,prototype,29,2,2,2,2,0.75,high
1857,114,6,2,6,0,1.0,864.0,0,exception,30,2,1,2,1,0.75,high
1858,114,7,2,1,0,0.0,1199.0,1,prototype,31,1,1,1,1,0.75,high
1859,114,8,2,7,1,1.0,1229.0,1,rule follower,32,2,2,1,2,0.75,high
1860,114,9,2,3,0,0.0,737.0,1,rule follower,33,1,2,1,1,0.75,high
1861,114,10,2,8,1,1.0,1425.0,1,prototype,34,2,2,2,2,0.75,high
1862,114,11,2,8,1,1.0,835.0,1,prototype,35,2,2,2,2,0.75,high
1863,114,12,2,8,1,1.0,866.0,1,prototype,36,2,2,2,2,0.75,high
1864,114,13,2,1,0,0.0,662.0,1,prototype,37,1,1,1,1,0.75,high
1865,114,14,2,8,1,1.0,1010.0,1,prototype,38,2,2,2,2,0.75,high
1866,114,15,2,5,1,1.0,1082.0,1,exception,39,2,1,1,2,0.75,high
1867,114,16,2,4,1,0.0,660.0,0,rule follower,40,1,2,2,2,0.75,high
1868,114,17,2,6,0,1.0,1001.0,0,exception,41,2,1,2,1,0.75,high
1869,114,18,2,5,1,0.0,925.0,0,exception,42,2,1,1,2,0.75,high
1870,114,19,2,2,0,0.0,1048.0,1,rule follower,43,1,1,2,1,0.75,high
1871,114,20,2,4,1,0.0,1151.0,0,rule follower,44,1,2,2,2,0.75,high
1872,114,21,2,3,0,0.0,1044.0,1,rule follower,45,1,2,1,1,0.75,high
1873,114,22,2,1,0,0.0,1081.0,1,prototype,46,1,1,1,1,0.75,high
1874,114,23,2,1,0,0.0,889.0,1,prototype,47,1,1,1,1,0.75,high
1875,114,24,2,1,0,0.0,926.0,1,prototype,48,1,1,1,1,0.75,high
1972,115,1,1,8,1,,,0,prototype,1,2,2,2,2,0.5,med
1973,115,2,1,2,0,1.0,394.0,0,rule follower,2,1,2,1,1,0.5,med
1974,115,3,1,3,0,0.0,881.0,1,rule follower,3,1,1,2,1,0.5,med
1975,115,4,1,1,0,0.0,992.0,1,prototype,4,1,1,1,1,0.5,med
1976,115,5,1,4,1,0.0,1045.0,0,rule follower,5,1,2,2,2,0.5,med
