"","proto_slopes","rulefollower_slopes","exception_slopes","proto_rf","rf_excep","proto_excep"
"1",0.0355856677443331,-0.216709634587569,-0.0250471843939447,0.252295302331902,-0.191662450193624,0.0606328521382778
"2",0.0808424467004147,-0.158740903515442,-0.0805228724509994,0.239583350215856,-0.0782180310644424,0.161365319151414
"3",0.083004998877689,-0.119445449087525,-0.204633399710653,0.202450447965214,0.0851879506231281,0.287638398588342
"4",0.0721230498801836,-0.105339209838786,-0.175921593702344,0.17746225971897,0.0705823838635576,0.248044643582528
"5",0.0627416479879494,-0.106242908122332,-0.195668164438765,0.168984556110281,0.0894252563164332,0.258409812426714
"6",0.0196377915866014,-0.170478974695075,-0.223815116486426,0.190116766281677,0.0533361417913504,0.243452908073027
"7",0.0280585518495931,-0.234304645007437,-0.12209117494311,0.26236319685703,-0.112213470064327,0.150149726792703
"8",0.13590843891149,-0.195206516554546,-0.347110764069921,0.331114955466036,0.151904247515375,0.483019202981411
"9",0.137516179971799,-0.0963023844853062,-0.185032344114232,0.233818564457106,0.0887299596289261,0.322548524086032
"10",0.0503075806939263,-0.243563160179859,-0.089145998436805,0.293870740873785,-0.154417161743054,0.139453579130731
"11",0.0472747376141044,-0.292154172869834,-0.00468315084436915,0.339428910483939,-0.287471022025465,0.0519578884584736
"12",0.0763737964310975,-0.25127812300414,-0.227569965035635,0.327651919435238,-0.0237081579685054,0.303943761466732
"13",0.101856868996756,-0.0183691088959965,-0.180209255922495,0.120225977892752,0.161840147026499,0.282066124919251
"14",0.0891820504578903,-0.228465481849057,0.0414629902473068,0.317647532306947,-0.269928472096364,0.0477190602105835
"15",0.129368854900747,-0.199219677528106,0.00826718948115052,0.328588532428852,-0.207486867009256,0.121101665419596
"16",0.1294622436416,-0.122598339071066,-0.322070926095259,0.252060582712666,0.199472587024193,0.451533169736859
"17",0.150372642332409,-0.102713950759964,0.0559586004985937,0.253086593092373,-0.158672551258558,0.0944140418338154
"18",0.0854666214074771,-0.132108513051267,-0.337508158791014,0.217575134458744,0.205399645739747,0.422974780198491
"19",0.080691413175035,-0.12626875918915,-0.17955344403266,0.206960172364185,0.05328468484351,0.260244857207695
"20",0.0064760633120385,-0.138557348643211,-0.301808512105519,0.14503341195525,0.163251163462308,0.308284575417558
"21",0.0136332968983043,-0.154953487559717,-0.132917498933948,0.168586784458021,-0.022035988625769,0.146550795832252
"22",0.0535174090412461,-0.0993259978768925,-0.095966078360437,0.152843406918139,-0.00335991951645548,0.149483487401683
"23",0.0135952917101799,-0.174206130251768,-0.13998680249446,0.187801421961948,-0.0342193277573078,0.15358209420464
"24",0.0518494031350443,-0.111670661667465,-0.0664493362317753,0.163520064802509,-0.0452213254356895,0.11829873936682
"25",0.0548212417772229,-0.0429988286612403,-0.0720785025098769,0.0978200704384632,0.0290796738486366,0.1268997442871
"26",-0.000390845317485192,-0.120690036630532,-0.163390977974513,0.120299191313047,0.0427009413439814,0.163000132657028
"27",0.00464849547102618,-0.178120708359174,0.0153526402006154,0.1827692038302,-0.19347334855979,-0.0107041447295892
"28",0.0550655453337477,-0.0516702708404689,0.11275458149118,0.106735816174217,-0.164424852331649,-0.0576890361574326
"29",0.0362899102357866,-0.194187987170291,0.117560319642604,0.230477897406077,-0.311748306812895,-0.0812704094068176
"30",0.0370581419532764,-0.178492156152118,0.112008544536248,0.215550298105394,-0.290500700688366,-0.0749504025829713
"31",0.0099052027866378,-0.231991546471212,-0.0240750832040057,0.241896749257849,-0.207916463267206,0.0339802859906435
"32",-0.00400955345866756,-0.193922630844825,-0.148247602190726,0.189913077386157,-0.0456750286540993,0.144238048732058
"33",-0.00699721480395308,-0.156111405093573,-0.120439602206213,0.14911419028962,-0.0356718028873595,0.11344238740226
"34",-0.0126317761729051,-0.201037419417586,-0.030782539648434,0.188405643244681,-0.170254879769152,0.0181507634755288
"35",0.106641789633241,-0.0890668510312182,0.134524309016651,0.19570864066446,-0.223591160047869,-0.0278825193834093
"36",0.0916562772952873,-0.208977096194978,0.147982593730305,0.300633373490265,-0.356959689925283,-0.0563263164350178
"37",0.115020297812015,-0.125015975934194,0.0988412363275462,0.240036273746209,-0.22385721226174,0.0161790614844693
"38",0.105021417034063,-0.210096513027106,-0.252068611071889,0.315117930061169,0.0419720980447829,0.357090028105952
"39",0.124900425386468,-0.153353699429167,-0.083515466318218,0.278254124815636,-0.0698382331109493,0.208415891704686
"40",0.100900473493127,-0.135081614054802,-0.212059426086411,0.235982087547929,0.0769778120316097,0.312959899579538
"41",0.0905129453244749,-0.245762872180405,-0.141097342134315,0.336275817504879,-0.104665530046089,0.23161028745879
"42",0.110126013172017,-0.151787607993386,-0.307034890590544,0.261913621165403,0.155247282597158,0.417160903762561
"43",0.11857000944388,-0.1644402804839,-0.356396961652319,0.28301028992778,0.191956681168419,0.474966971096199
"44",0.126519424059108,-0.199382082859788,-0.292224194718546,0.325901506918897,0.0928421118587573,0.418743618777654
"45",0.106151405089022,-0.113598081381159,-0.288761057081156,0.21974948647018,0.175162975699997,0.394912462170178
"46",0.116212306655294,-0.0863869013741319,-0.178005535473298,0.202599208029426,0.0916186340991663,0.294217842128592
"47",0.111579559062331,-0.0910923855605443,-0.169466337241761,0.202671944622875,0.0783739516812164,0.281045896304092
"48",0.0680845499988847,-0.130890793547343,0.136930021067644,0.198975343546228,-0.267820814614987,-0.0688454710687594
"49",0.0656867600503125,-0.197476268642757,0.00566605530193527,0.26316302869307,-0.203142323944693,0.0600207047483772
"50",0.0711155349706202,-0.195442682696934,-0.0097316286460023,0.266558217667554,-0.185711054050932,0.0808471636166225
"51",0.0767346489950413,-0.141591098755462,-0.0605987103833235,0.218325747750503,-0.0809923883721382,0.137333359378365
"52",0.0416349605256847,-0.234172289890778,-0.126556110626879,0.275807250416463,-0.107616179263899,0.168191071152564
"53",0.0530551821983625,-0.234473632955811,-0.215532800879779,0.287528815154174,-0.0189408320760321,0.268587983078142
