,node_name,mode
0,v_Intercept,0.052627875332246554
1,"v_C(type, Treatment('prototype'))[T.exception]",0.07169408290684498
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.03846925024038511
3,v_roi80,-0.1970027847908261
4,"v_roi80:C(type, Treatment('prototype'))[T.exception]",-0.009548555484962584
5,"v_roi80:C(type, Treatment('prototype'))[T.rule follower]",-0.1856382088226256
6,a_Intercept,1.6957378076956582
7,"a_C(type, Treatment('prototype'))[T.exception]",0.11148229700977663
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.018688583688249633
9,a_roi80,1.263345903395524
10,"a_roi80:C(type, Treatment('prototype'))[T.exception]",-0.4027539082829299
11,"a_roi80:C(type, Treatment('prototype'))[T.rule follower]",0.416412675255142
12,t_Intercept,0.36847353958430684
13,"t_C(type, Treatment('prototype'))[T.exception]",0.003997722567374629
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.02801987249609189
15,t_roi80,-0.19183615295905823
16,"t_roi80:C(type, Treatment('prototype'))[T.exception]",0.067032273734621
17,"t_roi80:C(type, Treatment('prototype'))[T.rule follower]",0.036463737637582094
