,node_name,mode
0,v_Intercept,0.0942728895221298
1,"v_C(type, Treatment('prototype'))[T.exception]",0.10376659748367612
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.04379763654532309
3,v_roi1,-0.2621168596166764
4,"v_roi1:C(type, Treatment('prototype'))[T.exception]",-0.0015135303713667003
5,"v_roi1:C(type, Treatment('prototype'))[T.rule follower]",-0.010860199821195682
6,a_Intercept,1.6088610950925168
7,"a_C(type, Treatment('prototype'))[T.exception]",0.029987179472467207
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.016325798116928525
9,a_roi1,0.8741263902838816
10,"a_roi1:C(type, Treatment('prototype'))[T.exception]",0.21527202583820426
11,"a_roi1:C(type, Treatment('prototype'))[T.rule follower]",0.07434497854782329
12,t_Intercept,0.3774258466211484
13,"t_C(type, Treatment('prototype'))[T.exception]",0.020993599181041683
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.019526729054135113
15,t_roi1,-0.13606801407223773
16,"t_roi1:C(type, Treatment('prototype'))[T.exception]",-0.030397768721394713
17,"t_roi1:C(type, Treatment('prototype'))[T.rule follower]",0.041868217588089784
