,node_name,mode
0,v_Intercept,0.023945738659134463
1,"v_C(type, Treatment('prototype'))[T.exception]",0.11934233580417725
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.04144301818581561
3,v_roi8,-0.38162036514706377
4,"v_roi8:C(type, Treatment('prototype'))[T.exception]",0.061960467738365166
5,"v_roi8:C(type, Treatment('prototype'))[T.rule follower]",0.22813196572496475
6,a_Intercept,1.827376394430775
7,"a_C(type, Treatment('prototype'))[T.exception]",0.10174280414226786
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.056786699287987685
9,a_roi8,0.7345945889887967
10,"a_roi8:C(type, Treatment('prototype'))[T.exception]",0.24036266676278262
11,"a_roi8:C(type, Treatment('prototype'))[T.rule follower]",-0.11725015600966204
12,t_Intercept,0.3454120053596728
13,"t_C(type, Treatment('prototype'))[T.exception]",0.01646539402169423
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.03449680622495422
15,t_roi8,-0.0749016805842734
16,"t_roi8:C(type, Treatment('prototype'))[T.exception]",0.02882748423599929
17,"t_roi8:C(type, Treatment('prototype'))[T.rule follower]",0.07112184699678917
