,node_name,mode
0,v_Intercept,0.03342596047806705
1,"v_C(type, Treatment('prototype'))[T.exception]",0.10911383596708829
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.04072666486150284
3,v_roi65,-0.03897159020777352
4,"v_roi65:C(type, Treatment('prototype'))[T.exception]",-0.27113942692716275
5,"v_roi65:C(type, Treatment('prototype'))[T.rule follower]",-0.2609256266112916
6,a_Intercept,1.6791077046541258
7,"a_C(type, Treatment('prototype'))[T.exception]",0.14837744285108637
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.03592100546298549
9,a_roi65,1.3467718846454961
10,"a_roi65:C(type, Treatment('prototype'))[T.exception]",-0.5217333257301351
11,"a_roi65:C(type, Treatment('prototype'))[T.rule follower]",0.13893571387124104
12,t_Intercept,0.3623049518029126
13,"t_C(type, Treatment('prototype'))[T.exception]",-0.005747119555940525
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.014617477655273575
15,t_roi65,-0.16296380556819634
16,"t_roi65:C(type, Treatment('prototype'))[T.exception]",0.2393856596118425
17,"t_roi65:C(type, Treatment('prototype'))[T.rule follower]",0.13647791943152132
