,node_name,mode
0,v_Intercept,0.026642583490580185
1,"v_C(type, Treatment('prototype'))[T.exception]",0.14388077948554429
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.0400389202807947
3,v_roi67,0.0901355613629724
4,"v_roi67:C(type, Treatment('prototype'))[T.exception]",-0.26943697018079793
5,"v_roi67:C(type, Treatment('prototype'))[T.rule follower]",-0.20698849150229903
6,a_Intercept,1.6677207568496373
7,"a_C(type, Treatment('prototype'))[T.exception]",0.08399288349431097
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.021439464848461376
9,a_roi67,1.2594545841686424
10,"a_roi67:C(type, Treatment('prototype'))[T.exception]",0.12060193428778199
11,"a_roi67:C(type, Treatment('prototype'))[T.rule follower]",0.25260591478772043
12,t_Intercept,0.3645355340808009
13,"t_C(type, Treatment('prototype'))[T.exception]",0.028554723475184562
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.027879735840417662
15,t_roi67,-0.12452880222584091
16,"t_roi67:C(type, Treatment('prototype'))[T.exception]",-0.09169743772855599
17,"t_roi67:C(type, Treatment('prototype'))[T.rule follower]",0.0710942805505709
