,node_name,mode
0,v_Intercept,0.06935385917438874
1,"v_C(type, Treatment('prototype'))[T.exception]",0.12365306862388392
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.0620641236768478
3,v_roi31,-0.17767442474670914
4,"v_roi31:C(type, Treatment('prototype'))[T.exception]",-0.4823161829440532
5,"v_roi31:C(type, Treatment('prototype'))[T.rule follower]",0.1045232113709077
6,a_Intercept,1.7471234377784581
7,"a_C(type, Treatment('prototype'))[T.exception]",0.10462618294517649
8,"a_C(type, Treatment('prototype'))[T.rule follower]",-0.0090061141297694
9,a_roi31,0.7999588974355849
10,"a_roi31:C(type, Treatment('prototype'))[T.exception]",-0.10414820333929575
11,"a_roi31:C(type, Treatment('prototype'))[T.rule follower]",0.5428002764255693
12,t_Intercept,0.35806748805530214
13,"t_C(type, Treatment('prototype'))[T.exception]",0.006416617754743045
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.03377540593965355
15,t_roi31,0.04550022658150893
16,"t_roi31:C(type, Treatment('prototype'))[T.exception]",0.00617125144671582
17,"t_roi31:C(type, Treatment('prototype'))[T.rule follower]",-0.1277844753840281
