,node_name,mode
0,v_Intercept,0.05598246425084136
1,"v_C(type, Treatment('prototype'))[T.exception]",0.11102554497544356
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.0859939524329818
3,v_roi61,-0.038841595087707015
4,"v_roi61:C(type, Treatment('prototype'))[T.exception]",0.41122666610679026
5,"v_roi61:C(type, Treatment('prototype'))[T.rule follower]",-0.6456967830483435
6,a_Intercept,1.72095232653014
7,"a_C(type, Treatment('prototype'))[T.exception]",0.08651737068236343
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.029303140898613467
9,a_roi61,-0.9085084782728748
10,"a_roi61:C(type, Treatment('prototype'))[T.exception]",-0.2344959695972515
11,"a_roi61:C(type, Treatment('prototype'))[T.rule follower]",-0.1432285172406993
12,t_Intercept,0.35305921815149954
13,"t_C(type, Treatment('prototype'))[T.exception]",0.020944647972005542
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.029286999088345332
15,t_roi61,-0.11721258616690503
16,"t_roi61:C(type, Treatment('prototype'))[T.exception]",0.24271377483812584
17,"t_roi61:C(type, Treatment('prototype'))[T.rule follower]",0.004224947029149662
