,node_name,peak_value,parameter
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.047121624618034964,2
3,v_roi42,0.17803649075462644,3
4,"v_roi42:C(type, Treatment('prototype'))[T.exception]",0.2053541766740694,4
5,"v_roi42:C(type, Treatment('prototype'))[T.rule follower]",0.19941275250655546,5
6,a_Intercept,1.7417550366432542,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.08056922374175965,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.04308350515952234,8
9,a_roi42,-0.8664886240925319,9
10,"a_roi42:C(type, Treatment('prototype'))[T.exception]",0.07935232172597884,1
11,"a_roi42:C(type, Treatment('prototype'))[T.rule follower]",-0.1010270188274649,1
12,t_Intercept,0.35483614699489524,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.016176301044864803,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.02949934436341605,1
15,t_roi42,0.004723897306556535,1
16,"t_roi42:C(type, Treatment('prototype'))[T.exception]",-0.04730736487661796,1
17,"t_roi42:C(type, Treatment('prototype'))[T.rule follower]",0.03012931130138635,1
0,v_Intercept,0.07196891650474825,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.02562533076927273,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.038464207857358435,2
3,v_roi43,0.3415212991854346,3
4,"v_roi43:C(type, Treatment('prototype'))[T.exception]",-0.9723932256374472,4
5,"v_roi43:C(type, Treatment('prototype'))[T.rule follower]",0.1426241352690888,5
6,a_Intercept,1.7166297040022391,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.11456164858717476,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.06183639758871089,8
9,a_roi43,-0.8851760550549477,9
10,"a_roi43:C(type, Treatment('prototype'))[T.exception]",-0.04071955598972865,1
11,"a_roi43:C(type, Treatment('prototype'))[T.rule follower]",0.062168843552617974,1
12,t_Intercept,0.3611709360677422,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.014044058416110505,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.025178311572501645,1
15,t_roi43,0.13115406796163004,1
16,"t_roi43:C(type, Treatment('prototype'))[T.exception]",0.031042202018149057,1
17,"t_roi43:C(type, Treatment('prototype'))[T.rule follower]",-0.07070587460684996,1
0,v_Intercept,0.09754646959116986,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.007019125425333839,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.02889502891263176,2
3,v_roi44,0.6133382015512419,3
4,"v_roi44:C(type, Treatment('prototype'))[T.exception]",-0.7773859061134598,4
5,"v_roi44:C(type, Treatment('prototype'))[T.rule follower]",-0.055842605594470296,5
6,a_Intercept,1.7157178471825123,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.0445653045126585,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.01228553026262244,8
9,a_roi44,-1.0193826481376809,9
10,"a_roi44:C(type, Treatment('prototype'))[T.exception]",-0.26688009876027485,1
11,"a_roi44:C(type, Treatment('prototype'))[T.rule follower]",-0.3747308465035695,1
12,t_Intercept,0.3587918144552082,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.04249122542984818,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.03605276754972113,1
15,t_roi44,0.0633615876140882,1
16,"t_roi44:C(type, Treatment('prototype'))[T.exception]",0.26651384185270577,1
17,"t_roi44:C(type, Treatment('prototype'))[T.rule follower]",0.04457947929217127,1
0,v_Intercept,0.08868259527400707,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.030327738468016674,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.054636873843768224,2
3,v_roi48,0.8178493049612205,3
4,"v_roi48:C(type, Treatment('prototype'))[T.exception]",-1.336324837778769,4
5,"v_roi48:C(type, Treatment('prototype'))[T.rule follower]",0.1682195480092099,5
6,a_Intercept,1.7224390413302983,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.13491484820640146,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.06447907740331618,8
9,a_roi48,-1.020183019417137,9
10,"a_roi48:C(type, Treatment('prototype'))[T.exception]",0.0030896601810130875,1
11,"a_roi48:C(type, Treatment('prototype'))[T.rule follower]",-0.09258260017622688,1
12,t_Intercept,0.3730722127197461,1
13,"t_C(type, Treatment('prototype'))[T.exception]",-0.0015507847531620186,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.012898898152106042,1
15,t_roi48,0.17903314425919836,1
16,"t_roi48:C(type, Treatment('prototype'))[T.exception]",-0.00787915203540468,1
17,"t_roi48:C(type, Treatment('prototype'))[T.rule follower]",-0.1602183527954298,1
0,v_Intercept,0.07262061883973125,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.16688991088497826,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.105457096124712,2
3,v_roi51,-0.2625124436414734,3
4,"v_roi51:C(type, Treatment('prototype'))[T.exception]",-0.2859697946290183,4
5,"v_roi51:C(type, Treatment('prototype'))[T.rule follower]",0.2996315668852165,5
6,a_Intercept,1.6091837295813525,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.06474001703869645,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.06885833812442849,8
9,a_roi51,1.3420319323030048,9
10,"a_roi51:C(type, Treatment('prototype'))[T.exception]",0.1534580744220202,1
11,"a_roi51:C(type, Treatment('prototype'))[T.rule follower]",-0.21994842141563886,1
12,t_Intercept,0.3656772301556249,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.03095574407707952,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.027259049298341,1
15,t_roi51,-0.10346635563845527,1
16,"t_roi51:C(type, Treatment('prototype'))[T.exception]",-0.15053609291679734,1
17,"t_roi51:C(type, Treatment('prototype'))[T.rule follower]",-0.020788731166220764,1
0,v_Intercept,0.10848748114663108,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.19619133742355405,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.0920103762073466,2
3,v_roi52,-0.2268300431335626,3
4,"v_roi52:C(type, Treatment('prototype'))[T.exception]",-0.2207463804723161,4
5,"v_roi52:C(type, Treatment('prototype'))[T.rule follower]",0.1412799528309091,5
6,a_Intercept,1.5724423893370147,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.25550826813835537,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.07111868323132764,8
9,a_roi52,0.6101685022339325,9
10,"a_roi52:C(type, Treatment('prototype'))[T.exception]",-0.4696468273944564,1
11,"a_roi52:C(type, Treatment('prototype'))[T.rule follower]",-0.139045178684851,1
12,t_Intercept,0.38112469869430776,1
13,"t_C(type, Treatment('prototype'))[T.exception]",-0.014419880750916741,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.005266451688911322,1
15,t_roi52,-0.09020347461527324,1
16,"t_roi52:C(type, Treatment('prototype'))[T.exception]",0.09068296129350427,1
17,"t_roi52:C(type, Treatment('prototype'))[T.rule follower]",0.09393423250104907,1
0,v_Intercept,0.033279117231138244,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.2319722315845983,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.11294470237900185,2
3,v_roi53,0.0053757902055141535,3
4,"v_roi53:C(type, Treatment('prototype'))[T.exception]",-0.8199922494377742,4
5,"v_roi53:C(type, Treatment('prototype'))[T.rule follower]",0.32624369430518163,5
6,a_Intercept,1.6389541374215195,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.10702818328565923,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.055715077564108484,8
9,a_roi53,0.9638818344524084,9
10,"a_roi53:C(type, Treatment('prototype'))[T.exception]",-0.08694496612049496,1
11,"a_roi53:C(type, Treatment('prototype'))[T.rule follower]",-0.04302017343502251,1
12,t_Intercept,0.3637903821428406,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.01308912561210731,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.025207072435474858,1
15,t_roi53,-0.004856052126439636,1
16,"t_roi53:C(type, Treatment('prototype'))[T.exception]",-0.004783471038608211,1
17,"t_roi53:C(type, Treatment('prototype'))[T.rule follower]",0.0028014999631522093,1
0,v_Intercept,0.03708656542045982,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.09619249540775117,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.02946045776763637,2
3,v_roi60,-0.07266204472528147,3
4,"v_roi60:C(type, Treatment('prototype'))[T.exception]",-0.18437730183588694,4
5,"v_roi60:C(type, Treatment('prototype'))[T.rule follower]",-0.1069115909911964,5
6,a_Intercept,1.7347869656824342,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.11386129165841373,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.05125836814120927,8
9,a_roi60,-0.93336151952264,9
10,"a_roi60:C(type, Treatment('prototype'))[T.exception]",0.07017684686305238,1
11,"a_roi60:C(type, Treatment('prototype'))[T.rule follower]",-0.11763094195185307,1
12,t_Intercept,0.3625893624419712,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.004317492496654578,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.02290324110631088,1
15,t_roi60,0.2292979213888994,1
16,"t_roi60:C(type, Treatment('prototype'))[T.exception]",-0.060454187258345275,1
17,"t_roi60:C(type, Treatment('prototype'))[T.rule follower]",-0.1006103777124111,1
0,v_Intercept,0.055982464250841364,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.11102554497544356,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.0859939524329818,2
3,v_roi61,-0.03884159508770702,3
4,"v_roi61:C(type, Treatment('prototype'))[T.exception]",0.4112266661067903,4
5,"v_roi61:C(type, Treatment('prototype'))[T.rule follower]",-0.6456967830483435,5
6,a_Intercept,1.7209523265301399,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.08651737068236343,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.02930314089861347,8
9,a_roi61,-0.9085084782728748,9
10,"a_roi61:C(type, Treatment('prototype'))[T.exception]",-0.2344959695972515,1
11,"a_roi61:C(type, Treatment('prototype'))[T.rule follower]",-0.1432285172406993,1
12,t_Intercept,0.35305921815149954,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.020944647972005542,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.029286999088345325,1
15,t_roi61,-0.11721258616690505,1
16,"t_roi61:C(type, Treatment('prototype'))[T.exception]",0.24271377483812584,1
17,"t_roi61:C(type, Treatment('prototype'))[T.rule follower]",0.004224947029149662,1
0,v_Intercept,0.03342596047806705,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.10911383596708828,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.04072666486150284,2
3,v_roi65,-0.03897159020777352,3
4,"v_roi65:C(type, Treatment('prototype'))[T.exception]",-0.27113942692716275,4
5,"v_roi65:C(type, Treatment('prototype'))[T.rule follower]",-0.2609256266112916,5
6,a_Intercept,1.6791077046541258,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.14837744285108634,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.03592100546298549,8
9,a_roi65,1.346771884645496,9
10,"a_roi65:C(type, Treatment('prototype'))[T.exception]",-0.5217333257301351,1
11,"a_roi65:C(type, Treatment('prototype'))[T.rule follower]",0.13893571387124104,1
12,t_Intercept,0.3623049518029126,1
13,"t_C(type, Treatment('prototype'))[T.exception]",-0.005747119555940525,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.014617477655273575,1
15,t_roi65,-0.16296380556819634,1
16,"t_roi65:C(type, Treatment('prototype'))[T.exception]",0.2393856596118425,1
17,"t_roi65:C(type, Treatment('prototype'))[T.rule follower]",0.13647791943152132,1
0,v_Intercept,0.026642583490580185,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.14388077948554429,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.0400389202807947,2
3,v_roi67,0.0901355613629724,3
4,"v_roi67:C(type, Treatment('prototype'))[T.exception]",-0.26943697018079793,4
5,"v_roi67:C(type, Treatment('prototype'))[T.rule follower]",-0.20698849150229906,5
6,a_Intercept,1.6677207568496373,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.08399288349431097,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.021439464848461376,8
9,a_roi67,1.2594545841686424,9
10,"a_roi67:C(type, Treatment('prototype'))[T.exception]",0.120601934287782,1
11,"a_roi67:C(type, Treatment('prototype'))[T.rule follower]",0.25260591478772043,1
12,t_Intercept,0.3645355340808009,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.028554723475184562,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.027879735840417662,1
15,t_roi67,-0.12452880222584092,1
16,"t_roi67:C(type, Treatment('prototype'))[T.exception]",-0.091697437728556,1
17,"t_roi67:C(type, Treatment('prototype'))[T.rule follower]",0.0710942805505709,1
0,v_Intercept,0.049119943952572576,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.08444199083519979,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.029939986015389112,2
3,v_roi68,-0.18993210392719584,3
4,"v_roi68:C(type, Treatment('prototype'))[T.exception]",0.25855307663992605,4
5,"v_roi68:C(type, Treatment('prototype'))[T.rule follower]",-0.5068354898467371,5
6,a_Intercept,1.783411291224736,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.11089931099403733,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.06048957196085593,8
9,a_roi68,0.9693802612027618,9
10,"a_roi68:C(type, Treatment('prototype'))[T.exception]",-0.42725979866201147,1
11,"a_roi68:C(type, Treatment('prototype'))[T.rule follower]",-0.19830820421635176,1
12,t_Intercept,0.3516883616469262,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.014827143428100369,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.031833530693706084,1
15,t_roi68,-0.18160153546057609,1
16,"t_roi68:C(type, Treatment('prototype'))[T.exception]",0.13034462563667615,1
17,"t_roi68:C(type, Treatment('prototype'))[T.rule follower]",0.14509913108047925,1
0,v_Intercept,0.0413862497356841,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.09960534152134053,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.06290747307729272,2
3,v_roi70,0.055246527157769336,3
4,"v_roi70:C(type, Treatment('prototype'))[T.exception]",0.12333023739724693,4
5,"v_roi70:C(type, Treatment('prototype'))[T.rule follower]",-0.8847427095590978,5
6,a_Intercept,1.8000156207773532,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.07875279621337772,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.04993489842331339,8
9,a_roi70,1.3872029844412532,9
10,"a_roi70:C(type, Treatment('prototype'))[T.exception]",-0.5564927275667679,1
11,"a_roi70:C(type, Treatment('prototype'))[T.rule follower]",0.09559429880638826,1
12,t_Intercept,0.3518528458227349,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.011199827300027209,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.02904402457743935,1
15,t_roi70,-0.06109751053530332,1
16,"t_roi70:C(type, Treatment('prototype'))[T.exception]",-0.13816672809717126,1
17,"t_roi70:C(type, Treatment('prototype'))[T.rule follower]",0.05278201369789859,1
0,v_Intercept,0.03679977285628183,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.11499660207143607,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.054241116042603316,2
3,v_roi74,-0.6848666053699255,3
4,"v_roi74:C(type, Treatment('prototype'))[T.exception]",0.1808886056766368,4
5,"v_roi74:C(type, Treatment('prototype'))[T.rule follower]",0.5458463965518108,5
6,a_Intercept,1.8071849591263969,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.09343169838245867,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.06260015036576003,8
9,a_roi74,1.0271580829267415,9
10,"a_roi74:C(type, Treatment('prototype'))[T.exception]",0.05702294419421405,1
11,"a_roi74:C(type, Treatment('prototype'))[T.rule follower]",0.07612744305114627,1
12,t_Intercept,0.3600988517933561,1
13,"t_C(type, Treatment('prototype'))[T.exception]",-0.00027817026345439144,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.022352114319782932,1
15,t_roi74,0.23845626632013175,1
16,"t_roi74:C(type, Treatment('prototype'))[T.exception]",-0.49883768103553205,1
17,"t_roi74:C(type, Treatment('prototype'))[T.rule follower]",-0.13070807128139167,1
0,v_Intercept,0.03844832642302805,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.09108475468551992,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.054866709117048745,2
3,v_roi77,-0.4958622991738166,3
4,"v_roi77:C(type, Treatment('prototype'))[T.exception]",0.007462408521595076,4
5,"v_roi77:C(type, Treatment('prototype'))[T.rule follower]",0.526437138047984,5
6,a_Intercept,1.7878903301681577,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.0830962056699468,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.03217638473253673,8
9,a_roi77,1.4501183756592797,9
10,"a_roi77:C(type, Treatment('prototype'))[T.exception]",-0.5282640345886311,1
11,"a_roi77:C(type, Treatment('prototype'))[T.rule follower]",0.192353223993222,1
12,t_Intercept,0.34544681442135,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.01078995098000126,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.03457847285100567,1
15,t_roi77,-0.1707400361902911,1
16,"t_roi77:C(type, Treatment('prototype'))[T.exception]",-0.047957582373269865,1
17,"t_roi77:C(type, Treatment('prototype'))[T.rule follower]",0.10765330596904782,1
0,v_Intercept,0.0455902995112443,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.07716681145358845,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.046221734111988544,2
3,v_roi78,0.468085671725931,3
4,"v_roi78:C(type, Treatment('prototype'))[T.exception]",-1.0394826691551715,4
5,"v_roi78:C(type, Treatment('prototype'))[T.rule follower]",0.16296996067837188,5
6,a_Intercept,1.7558132193293559,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.10586298952722507,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.062111451641971564,8
9,a_roi78,-1.6701337320170395,9
10,"a_roi78:C(type, Treatment('prototype'))[T.exception]",0.03834282158380553,1
11,"a_roi78:C(type, Treatment('prototype'))[T.rule follower]",0.2642744457074349,1
12,t_Intercept,0.3533153192408101,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.011742415718804258,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.020351211237953026,1
15,t_roi78,0.03970935944025422,1
16,"t_roi78:C(type, Treatment('prototype'))[T.exception]",-0.208152392429702,1
17,"t_roi78:C(type, Treatment('prototype'))[T.rule follower]",-0.1993845579582174,1
0,v_Intercept,0.05333684184401667,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.09263440420216518,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",0.0006653652898458706,2
3,v_roi79,0.31947855505724965,3
4,"v_roi79:C(type, Treatment('prototype'))[T.exception]",-0.7084560070988077,4
5,"v_roi79:C(type, Treatment('prototype'))[T.rule follower]",2.5400553326831536,5
6,a_Intercept,1.7159752482634605,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.12058672842866675,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.02782975159963696,8
9,a_roi79,-3.5457287108866966,9
10,"a_roi79:C(type, Treatment('prototype'))[T.exception]",0.8339639811516961,1
11,"a_roi79:C(type, Treatment('prototype'))[T.rule follower]",-1.709036131409326,1
12,t_Intercept,0.3599528368363389,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.012992467859608572,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.027889988247057903,1
15,t_roi79,0.4743389108976698,1
16,"t_roi79:C(type, Treatment('prototype'))[T.exception]",0.032499000379862863,1
17,"t_roi79:C(type, Treatment('prototype'))[T.rule follower]",-0.013482097532324657,1
0,v_Intercept,0.05262787533224656,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.07169408290684498,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.03846925024038511,2
3,v_roi80,-0.1970027847908261,3
4,"v_roi80:C(type, Treatment('prototype'))[T.exception]",-0.009548555484962584,4
5,"v_roi80:C(type, Treatment('prototype'))[T.rule follower]",-0.1856382088226256,5
6,a_Intercept,1.6957378076956582,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.11148229700977663,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.018688583688249636,8
9,a_roi80,1.263345903395524,9
10,"a_roi80:C(type, Treatment('prototype'))[T.exception]",-0.4027539082829299,1
11,"a_roi80:C(type, Treatment('prototype'))[T.rule follower]",0.41641267525514203,1
12,t_Intercept,0.3684735395843069,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.003997722567374629,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.02801987249609189,1
15,t_roi80,-0.19183615295905826,1
16,"t_roi80:C(type, Treatment('prototype'))[T.exception]",0.06703227373462099,1
17,"t_roi80:C(type, Treatment('prototype'))[T.rule follower]",0.036463737637582094,1
0,v_Intercept,0.03883199355754305,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.0991303847114948,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.03279252477013442,2
3,v_roi81,-0.08643434674124117,3
4,"v_roi81:C(type, Treatment('prototype'))[T.exception]",-0.6699209699639388,4
5,"v_roi81:C(type, Treatment('prototype'))[T.rule follower]",-0.7858694122056944,5
6,a_Intercept,1.7673090070183142,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.10801115563394613,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.06432850896585274,8
9,a_roi81,0.5838561735619219,9
10,"a_roi81:C(type, Treatment('prototype'))[T.exception]",-0.5688248049614899,1
11,"a_roi81:C(type, Treatment('prototype'))[T.rule follower]",0.4210763159527557,1
12,t_Intercept,0.3651870746572229,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.003086867629154597,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.018098945914079297,1
15,t_roi81,-0.18736223829495247,1
16,"t_roi81:C(type, Treatment('prototype'))[T.exception]",0.06313802890073522,1
17,"t_roi81:C(type, Treatment('prototype'))[T.rule follower]",0.0956291548772888,1
0,v_Intercept,0.055570984717589006,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.06562335199452429,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.06316337438169173,2
3,v_roi82,-0.5853204511624743,3
4,"v_roi82:C(type, Treatment('prototype'))[T.exception]",1.076347138478164,4
5,"v_roi82:C(type, Treatment('prototype'))[T.rule follower]",-0.0970663282787496,5
6,a_Intercept,1.7745367284279918,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.09162854017180576,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.018534035863972648,8
9,a_roi82,1.1569418423819755,9
10,"a_roi82:C(type, Treatment('prototype'))[T.exception]",0.10367860556041776,1
11,"a_roi82:C(type, Treatment('prototype'))[T.rule follower]",0.21113790539363572,1
12,t_Intercept,0.35512244778895796,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.013979199361520804,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.0338865719300344,1
15,t_roi82,0.09895109295354376,1
16,"t_roi82:C(type, Treatment('prototype'))[T.exception]",-0.298802707130487,1
17,"t_roi82:C(type, Treatment('prototype'))[T.rule follower]",-0.07292846508375267,1
0,v_Intercept,0.08287267813235362,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.04724617304136109,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.02962395405655246,2
3,v_roi83,0.6434559500042175,3
4,"v_roi83:C(type, Treatment('prototype'))[T.exception]",-1.3671953801704388,4
5,"v_roi83:C(type, Treatment('prototype'))[T.rule follower]",0.4638215737603098,5
6,a_Intercept,1.7246063564671343,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.08433911549841319,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.06479697612624416,8
9,a_roi83,-1.7218683775726598,9
10,"a_roi83:C(type, Treatment('prototype'))[T.exception]",-0.5785035198273993,1
11,"a_roi83:C(type, Treatment('prototype'))[T.rule follower]",0.4010813891621388,1
12,t_Intercept,0.3607975690807378,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.012970581598774684,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.02415111202245044,1
15,t_roi83,0.1390161790189021,1
16,"t_roi83:C(type, Treatment('prototype'))[T.exception]",0.04551050368038634,1
17,"t_roi83:C(type, Treatment('prototype'))[T.rule follower]",-0.2298108358014451,1
0,v_Intercept,0.05208434578532106,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.10686370134450912,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.054433904991282256,2
3,v_roi88,-0.6071593935661915,3
4,"v_roi88:C(type, Treatment('prototype'))[T.exception]",0.6649692988305369,4
5,"v_roi88:C(type, Treatment('prototype'))[T.rule follower]",0.7252280896106941,5
6,a_Intercept,1.7797039333822204,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.09226253251770984,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.01523355452377864,8
9,a_roi88,1.140814622466365,9
10,"a_roi88:C(type, Treatment('prototype'))[T.exception]",-0.5110788586452326,1
11,"a_roi88:C(type, Treatment('prototype'))[T.rule follower]",0.37512821916701866,1
12,t_Intercept,0.3544851240501111,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.002988225136042459,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.0335373365952304,1
15,t_roi88,-0.08803979395111894,1
16,"t_roi88:C(type, Treatment('prototype'))[T.exception]",0.02286539663314241,1
17,"t_roi88:C(type, Treatment('prototype'))[T.rule follower]",0.012182224096644462,1
0,v_Intercept,0.06374689693455317,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.06169299374628062,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.040138122103997136,2
3,v_roi90,0.17148057823524132,3
4,"v_roi90:C(type, Treatment('prototype'))[T.exception]",-0.3923360965677611,4
5,"v_roi90:C(type, Treatment('prototype'))[T.rule follower]",0.2664628856357396,5
6,a_Intercept,1.7579520399006268,6
7,"a_C(type, Treatment('prototype'))[T.exception]",0.07029517400427326,7
8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.01946603500126537,8
9,a_roi90,-0.7522487108244501,9
10,"a_roi90:C(type, Treatment('prototype'))[T.exception]",-0.7614965141119461,1
11,"a_roi90:C(type, Treatment('prototype'))[T.rule follower]",-0.71811535178875,1
12,t_Intercept,0.3540786009599581,1
13,"t_C(type, Treatment('prototype'))[T.exception]",0.00991283832666251,1
14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.0250673933332115,1
15,t_roi90,0.2336228652734024,1
16,"t_roi90:C(type, Treatment('prototype'))[T.exception]",-0.029278076443953638,1
17,"t_roi90:C(type, Treatment('prototype'))[T.rule follower]",0.0068236441989508725,1
0,v_Intercept,0.055600217435830414,0
1,"v_C(type, Treatment('prototype'))[T.exception]",0.05613816182072101,1
2,"v_C(type, Treatment('prototype'))[T.rule follower]",0.00710928817994344,2
3,v_roi91,0.2289780782707925,3
4,"v_roi91:C(type, Treatment('prototype'))[T.exception]",-0.977419757858354,4
