sbj,runtrial,run,stimx,answer,response,rt,correct,type,trial,f1,f2,f3,c,endacc,learner
100,1,1,8,1,NA,NA,0,prototype,1,2,2,2,2,0.5,med
100,2,1,7,1,1,1912,1,rule follower,2,1,2,2,2,0.5,med
100,3,1,1,0,1,1230,0,prototype,3,1,1,1,1,0.5,med
100,4,1,1,0,1,1665,0,prototype,4,1,1,1,1,0.5,med
100,5,1,8,1,1,1133,1,prototype,5,2,2,2,2,0.5,med
100,6,1,4,1,0,1045,0,rule follower,6,2,1,2,2,0.5,med
100,7,1,5,1,1,1527,1,exception,7,1,2,1,2,0.5,med
100,8,1,8,1,1,1385,1,prototype,8,2,2,2,2,0.5,med
100,9,1,1,0,0,1681,1,prototype,9,1,1,1,1,0.5,med
100,10,1,8,1,1,717,1,prototype,10,2,2,2,2,0.5,med
100,11,1,6,0,1,612,0,exception,11,2,2,1,1,0.5,med
100,12,1,4,1,0,1832,0,rule follower,12,2,1,2,2,0.5,med
100,13,1,6,0,0,1220,1,exception,13,2,2,1,1,0.5,med
100,14,1,7,1,1,1732,1,rule follower,14,1,2,2,2,0.5,med
100,15,1,1,0,0,2013,1,prototype,15,1,1,1,1,0.5,med
100,16,1,8,1,1,1596,1,prototype,16,2,2,2,2,0.5,med
100,17,1,3,0,0,1500,1,rule follower,17,1,1,2,1,0.5,med
100,18,1,5,1,1,1448,1,exception,18,1,2,1,2,0.5,med
100,19,1,3,0,0,1045,1,rule follower,19,1,1,2,1,0.5,med
100,20,1,1,0,0,1533,1,prototype,20,1,1,1,1,0.5,med
100,21,1,1,0,0,1628,1,prototype,21,1,1,1,1,0.5,med
100,22,1,8,1,0,2463,0,prototype,22,2,2,2,2,0.5,med
100,23,1,2,0,0,1491,1,rule follower,23,2,1,1,1,0.5,med
100,24,1,2,0,0,1579,1,rule follower,24,2,1,1,1,0.5,med
100,1,2,1,0,0,1216,1,prototype,25,1,1,1,1,0.5,med
100,2,2,8,1,1,894,1,prototype,26,2,2,2,2,0.5,med
100,3,2,8,1,1,972,1,prototype,27,2,2,2,2,0.5,med
100,4,2,1,0,0,1483,1,prototype,28,1,1,1,1,0.5,med
100,5,2,5,1,1,769,1,exception,29,1,2,1,2,0.5,med
100,6,2,6,0,1,1013,0,exception,30,2,2,1,1,0.5,med
100,7,2,3,0,0,1071,1,rule follower,31,1,1,2,1,0.5,med
100,8,2,7,1,1,1085,1,rule follower,32,1,2,2,2,0.5,med
100,9,2,4,1,0,864,0,rule follower,33,2,1,2,2,0.5,med
100,10,2,7,1,NA,NA,0,rule follower,34,1,2,2,2,0.5,med
100,11,2,8,1,1,860,1,prototype,35,2,2,2,2,0.5,med
100,12,2,2,0,0,1325,1,rule follower,36,2,1,1,1,0.5,med
100,13,2,4,1,0,2489,0,rule follower,37,2,1,2,2,0.5,med
100,14,2,3,0,0,1942,1,rule follower,38,1,1,2,1,0.5,med
100,15,2,8,1,1,1710,1,prototype,39,2,2,2,2,0.5,med
100,16,2,1,0,0,1201,1,prototype,40,1,1,1,1,0.5,med
100,17,2,5,1,1,1892,1,exception,41,1,2,1,2,0.5,med
100,18,2,8,1,0,2049,0,prototype,42,2,2,2,2,0.5,med
100,19,2,1,0,0,808,1,prototype,43,1,1,1,1,0.5,med
100,20,2,6,0,1,721,0,exception,44,2,2,1,1,0.5,med
100,21,2,2,0,0,1816,1,rule follower,45,2,1,1,1,0.5,med
100,22,2,8,1,1,2894,1,prototype,46,2,2,2,2,0.5,med
100,23,2,1,0,0,567,1,prototype,47,1,1,1,1,0.5,med
100,24,2,1,0,0,1227,1,prototype,48,1,1,1,1,0.5,med
100,1,3,8,1,1,1040,1,prototype,49,2,2,2,2,0.5,med
100,2,3,3,0,0,1775,1,rule follower,50,1,1,2,1,0.5,med
100,3,3,1,0,0,1956,1,prototype,51,1,1,1,1,0.5,med
100,4,3,8,1,1,828,1,prototype,52,2,2,2,2,0.5,med
100,5,3,5,1,1,1856,1,exception,53,1,2,1,2,0.5,med
100,6,3,4,1,0,1287,0,rule follower,54,2,1,2,2,0.5,med
100,7,3,1,0,0,1175,1,prototype,55,1,1,1,1,0.5,med
100,8,3,6,0,1,1232,0,exception,56,2,2,1,1,0.5,med
100,9,3,7,1,1,1174,1,rule follower,57,1,2,2,2,0.5,med
100,10,3,8,1,1,1206,1,prototype,58,2,2,2,2,0.5,med
100,11,3,1,0,0,1683,1,prototype,59,1,1,1,1,0.5,med
100,12,3,5,1,1,788,1,exception,60,1,2,1,2,0.5,med
100,13,3,2,0,0,1243,1,rule follower,61,2,1,1,1,0.5,med
100,14,3,3,0,0,1660,1,rule follower,62,1,1,2,1,0.5,med
100,15,3,8,1,1,2118,1,prototype,63,2,2,2,2,0.5,med
100,16,3,1,0,0,1186,1,prototype,64,1,1,1,1,0.5,med
100,17,3,2,0,0,1590,1,rule follower,65,2,1,1,1,0.5,med
100,18,3,1,0,0,1483,1,prototype,66,1,1,1,1,0.5,med
100,19,3,6,0,1,1712,0,exception,67,2,2,1,1,0.5,med
100,20,3,8,1,1,1847,1,prototype,68,2,2,2,2,0.5,med
100,21,3,8,1,0,1781,0,prototype,69,2,2,2,2,0.5,med
100,22,3,1,0,0,1194,1,prototype,70,1,1,1,1,0.5,med
100,23,3,7,1,1,1251,1,rule follower,71,1,2,2,2,0.5,med
100,24,3,4,1,0,1762,0,rule follower,72,2,1,2,2,0.5,med
100,1,4,8,1,1,1306,1,prototype,73,2,2,2,2,0.5,med
100,2,4,2,0,0,2345,1,rule follower,74,2,1,1,1,0.5,med
100,3,4,4,1,0,1319,0,rule follower,75,2,1,2,2,0.5,med
100,4,4,6,0,1,1680,0,exception,76,2,2,1,1,0.5,med
100,5,4,8,1,1,1687,1,prototype,77,2,2,2,2,0.5,med
100,6,4,1,0,0,789,1,prototype,78,1,1,1,1,0.5,med
100,7,4,5,1,1,825,1,exception,79,1,2,1,2,0.5,med
100,8,4,1,0,0,866,1,prototype,80,1,1,1,1,0.5,med
100,9,4,1,0,0,675,1,prototype,81,1,1,1,1,0.5,med
100,10,4,5,1,1,835,1,exception,82,1,2,1,2,0.5,med
100,11,4,3,0,0,1244,1,rule follower,83,1,1,2,1,0.5,med
100,12,4,6,0,1,1582,0,exception,84,2,2,1,1,0.5,med
100,13,4,8,1,1,1081,1,prototype,85,2,2,2,2,0.5,med
100,14,4,1,0,0,867,1,prototype,86,1,1,1,1,0.5,med
100,15,4,8,1,1,801,1,prototype,87,2,2,2,2,0.5,med
100,16,4,1,0,0,1277,1,prototype,88,1,1,1,1,0.5,med
100,17,4,3,0,0,1619,1,rule follower,89,1,1,2,1,0.5,med
100,18,4,8,1,1,791,1,prototype,90,2,2,2,2,0.5,med
100,19,4,2,0,0,840,1,rule follower,91,2,1,1,1,0.5,med
100,20,4,4,1,0,677,0,rule follower,92,2,1,2,2,0.5,med
100,21,4,8,1,1,1599,1,prototype,93,2,2,2,2,0.5,med
100,22,4,7,1,0,1054,0,rule follower,94,1,2,2,2,0.5,med
100,23,4,1,0,0,842,1,prototype,95,1,1,1,1,0.5,med
100,24,4,7,1,1,711,1,rule follower,96,1,2,2,2,0.5,med
100,1,5,8,1,1,803,1,prototype,97,2,2,2,2,0.5,med
100,2,5,3,0,0,1080,1,rule follower,98,1,1,2,1,0.5,med
100,3,5,5,1,1,634,1,exception,99,1,2,1,2,0.5,med
100,4,5,1,0,0,650,1,prototype,100,1,1,1,1,0.5,med
100,5,5,1,0,0,820,1,prototype,101,1,1,1,1,0.5,med
100,6,5,4,1,0,1195,0,rule follower,102,2,1,2,2,0.5,med
100,7,5,1,0,0,790,1,prototype,103,1,1,1,1,0.5,med
100,8,5,1,0,0,645,1,prototype,104,1,1,1,1,0.5,med
100,9,5,6,0,1,732,0,exception,105,2,2,1,1,0.5,med
100,10,5,5,1,1,738,1,exception,106,1,2,1,2,0.5,med
100,11,5,6,0,1,858,0,exception,107,2,2,1,1,0.5,med
100,12,5,3,0,0,761,1,rule follower,108,1,1,2,1,0.5,med
100,13,5,2,0,0,682,1,rule follower,109,2,1,1,1,0.5,med
100,14,5,2,0,0,972,1,rule follower,110,2,1,1,1,0.5,med
100,15,5,1,0,0,765,1,prototype,111,1,1,1,1,0.5,med
100,16,5,8,1,1,645,1,prototype,112,2,2,2,2,0.5,med
100,17,5,8,1,1,673,1,prototype,113,2,2,2,2,0.5,med
100,18,5,7,1,1,724,1,rule follower,114,1,2,2,2,0.5,med
100,19,5,8,1,1,647,1,prototype,115,2,2,2,2,0.5,med
100,20,5,8,1,1,792,1,prototype,116,2,2,2,2,0.5,med
100,21,5,8,1,1,535,1,prototype,117,2,2,2,2,0.5,med
100,22,5,1,0,0,702,1,prototype,118,1,1,1,1,0.5,med
100,23,5,4,1,0,658,0,rule follower,119,2,1,2,2,0.5,med
100,24,5,7,1,1,660,1,rule follower,120,1,2,2,2,0.5,med
100,1,6,1,0,0,1206,1,prototype,121,1,1,1,1,0.5,med
100,2,6,1,0,0,1059,1,prototype,122,1,1,1,1,0.5,med
100,3,6,5,1,1,1062,1,exception,123,1,2,1,2,0.5,med
100,4,6,6,0,1,1048,0,exception,124,2,2,1,1,0.5,med
100,5,6,7,1,1,845,1,rule follower,125,1,2,2,2,0.5,med
100,6,6,6,0,1,1078,0,exception,126,2,2,1,1,0.5,med
100,7,6,1,0,0,901,1,prototype,127,1,1,1,1,0.5,med
100,8,6,8,1,1,570,1,prototype,128,2,2,2,2,0.5,med
100,9,6,2,0,0,588,1,rule follower,129,2,1,1,1,0.5,med
100,10,6,3,0,0,720,1,rule follower,130,1,1,2,1,0.5,med
100,11,6,5,1,1,542,1,exception,131,1,2,1,2,0.5,med
100,12,6,1,0,0,486,1,prototype,132,1,1,1,1,0.5,med
100,13,6,8,1,1,1782,1,prototype,133,2,2,2,2,0.5,med
100,14,6,4,1,0,582,0,rule follower,134,2,1,2,2,0.5,med
100,15,6,8,1,1,675,1,prototype,135,2,2,2,2,0.5,med
100,16,6,4,1,0,557,0,rule follower,136,2,1,2,2,0.5,med
100,17,6,1,0,0,516,1,prototype,137,1,1,1,1,0.5,med
100,18,6,8,1,1,913,1,prototype,138,2,2,2,2,0.5,med
100,19,6,3,0,0,519,1,rule follower,139,1,1,2,1,0.5,med
100,20,6,1,0,0,990,1,prototype,140,1,1,1,1,0.5,med
100,21,6,7,1,1,579,1,rule follower,141,1,2,2,2,0.5,med
100,22,6,2,0,0,839,1,rule follower,142,2,1,1,1,0.5,med
100,23,6,8,1,1,685,1,prototype,143,2,2,2,2,0.5,med
100,24,6,8,1,1,636,1,prototype,144,2,2,2,2,0.5,med
101,1,1,3,0,NA,NA,0,rule follower,1,2,1,1,1,0.375,low
101,2,1,3,0,1,826,0,rule follower,2,2,1,1,1,0.375,low
101,3,1,4,1,0,706,0,rule follower,3,2,2,1,2,0.375,low
101,4,1,1,0,1,1503,0,prototype,4,1,1,1,1,0.375,low
101,5,1,8,1,1,1053,1,prototype,5,2,2,2,2,0.375,low
101,6,1,5,1,0,914,0,exception,6,1,1,2,2,0.375,low
101,7,1,1,0,1,2055,0,prototype,7,1,1,1,1,0.375,low
101,8,1,2,0,1,2490,0,rule follower,8,1,2,1,1,0.375,low
101,9,1,6,0,0,875,1,exception,9,1,2,2,1,0.375,low
101,10,1,8,1,1,1531,1,prototype,10,2,2,2,2,0.375,low
101,11,1,1,0,0,1122,1,prototype,11,1,1,1,1,0.375,low
101,12,1,2,0,0,1304,1,rule follower,12,1,2,1,1,0.375,low
101,13,1,7,1,1,1339,1,rule follower,13,2,1,2,2,0.375,low
101,14,1,8,1,1,1197,1,prototype,14,2,2,2,2,0.375,low
101,15,1,4,1,1,1113,1,rule follower,15,2,2,1,2,0.375,low
101,16,1,8,1,1,837,1,prototype,16,2,2,2,2,0.375,low
101,17,1,7,1,1,387,1,rule follower,17,2,1,2,2,0.375,low
101,18,1,8,1,1,427,1,prototype,18,2,2,2,2,0.375,low
101,19,1,5,1,0,482,0,exception,19,1,1,2,2,0.375,low
101,20,1,1,0,1,1250,0,prototype,20,1,1,1,1,0.375,low
101,21,1,1,0,0,1429,1,prototype,21,1,1,1,1,0.375,low
101,22,1,1,0,0,812,1,prototype,22,1,1,1,1,0.375,low
101,23,1,8,1,1,714,1,prototype,23,2,2,2,2,0.375,low
101,24,1,6,0,0,693,1,exception,24,1,2,2,1,0.375,low
101,1,2,4,1,1,618,1,rule follower,25,2,2,1,2,0.375,low
101,2,2,1,0,0,433,1,prototype,26,1,1,1,1,0.375,low
101,3,2,2,0,1,372,0,rule follower,27,1,2,1,1,0.375,low
101,4,2,7,1,1,688,1,rule follower,28,2,1,2,2,0.375,low
101,5,2,8,1,1,566,1,prototype,29,2,2,2,2,0.375,low
101,6,2,8,1,1,482,1,prototype,30,2,2,2,2,0.375,low
101,7,2,3,0,1,481,0,rule follower,31,2,1,1,1,0.375,low
101,8,2,1,0,0,682,1,prototype,32,1,1,1,1,0.375,low
101,9,2,8,1,1,459,1,prototype,33,2,2,2,2,0.375,low
101,10,2,8,1,1,548,1,prototype,34,2,2,2,2,0.375,low
101,11,2,1,0,0,633,1,prototype,35,1,1,1,1,0.375,low
101,12,2,1,0,0,670,1,prototype,36,1,1,1,1,0.375,low
101,13,2,1,0,0,468,1,prototype,37,1,1,1,1,0.375,low
101,14,2,4,1,1,675,1,rule follower,38,2,2,1,2,0.375,low
101,15,2,6,0,0,714,1,exception,39,1,2,2,1,0.375,low
101,16,2,6,0,0,593,1,exception,40,1,2,2,1,0.375,low
101,17,2,8,1,1,523,1,prototype,41,2,2,2,2,0.375,low
101,18,2,5,1,0,564,0,exception,42,1,1,2,2,0.375,low
101,19,2,1,0,1,614,0,prototype,43,1,1,1,1,0.375,low
101,20,2,3,0,1,596,0,rule follower,44,2,1,1,1,0.375,low
101,21,2,2,0,0,659,1,rule follower,45,1,2,1,1,0.375,low
101,22,2,8,1,1,886,1,prototype,46,2,2,2,2,0.375,low
101,23,2,5,1,0,791,0,exception,47,1,1,2,2,0.375,low
101,24,2,7,1,1,643,1,rule follower,48,2,1,2,2,0.375,low
101,1,3,5,1,0,854,0,exception,49,1,1,2,2,0.375,low
101,2,3,1,0,1,1254,0,prototype,50,1,1,1,1,0.375,low
101,3,3,1,0,0,1838,1,prototype,51,1,1,1,1,0.375,low
101,4,3,4,1,1,935,1,rule follower,52,2,2,1,2,0.375,low
101,5,3,2,0,0,1023,1,rule follower,53,1,2,1,1,0.375,low
101,6,3,6,0,0,747,1,exception,54,1,2,2,1,0.375,low
101,7,3,5,1,1,1659,1,exception,55,1,1,2,2,0.375,low
101,8,3,2,0,0,1358,1,rule follower,56,1,2,1,1,0.375,low
101,9,3,7,1,1,1105,1,rule follower,57,2,1,2,2,0.375,low
101,10,3,4,1,0,749,0,rule follower,58,2,2,1,2,0.375,low
101,11,3,1,0,1,1016,0,prototype,59,1,1,1,1,0.375,low
101,12,3,1,0,0,1319,1,prototype,60,1,1,1,1,0.375,low
101,13,3,6,0,1,1150,0,exception,61,1,2,2,1,0.375,low
101,14,3,8,1,0,1243,0,prototype,62,2,2,2,2,0.375,low
101,15,3,3,0,1,1097,0,rule follower,63,2,1,1,1,0.375,low
101,16,3,3,0,0,1569,1,rule follower,64,2,1,1,1,0.375,low
101,17,3,8,1,1,1663,1,prototype,65,2,2,2,2,0.375,low
101,18,3,8,1,1,1348,1,prototype,66,2,2,2,2,0.375,low
101,19,3,7,1,0,778,0,rule follower,67,2,1,2,2,0.375,low
101,20,3,1,0,0,1600,1,prototype,68,1,1,1,1,0.375,low
101,21,3,1,0,0,1192,1,prototype,69,1,1,1,1,0.375,low
101,22,3,8,1,1,656,1,prototype,70,2,2,2,2,0.375,low
101,23,3,8,1,1,925,1,prototype,71,2,2,2,2,0.375,low
101,24,3,8,1,1,702,1,prototype,72,2,2,2,2,0.375,low
101,1,4,1,0,0,806,1,prototype,73,1,1,1,1,0.375,low
101,2,4,5,1,0,844,0,exception,74,1,1,2,2,0.375,low
101,3,4,1,0,1,1569,0,prototype,75,1,1,1,1,0.375,low
101,4,4,1,0,0,1360,1,prototype,76,1,1,1,1,0.375,low
101,5,4,8,1,1,965,1,prototype,77,2,2,2,2,0.375,low
101,6,4,6,0,0,1544,1,exception,78,1,2,2,1,0.375,low
101,7,4,1,0,1,678,0,prototype,79,1,1,1,1,0.375,low
101,8,4,2,0,0,1565,1,rule follower,80,1,2,1,1,0.375,low
101,9,4,5,1,0,1347,0,exception,81,1,1,2,2,0.375,low
101,10,4,8,1,1,729,1,prototype,82,2,2,2,2,0.375,low
101,11,4,6,0,1,1627,0,exception,83,1,2,2,1,0.375,low
101,12,4,3,0,1,1027,0,rule follower,84,2,1,1,1,0.375,low
101,13,4,7,1,1,1313,1,rule follower,85,2,1,2,2,0.375,low
101,14,4,4,1,1,1100,1,rule follower,86,2,2,1,2,0.375,low
101,15,4,8,1,1,781,1,prototype,87,2,2,2,2,0.375,low
101,16,4,8,1,1,504,1,prototype,88,2,2,2,2,0.375,low
101,17,4,2,0,0,579,1,rule follower,89,1,2,1,1,0.375,low
101,18,4,3,0,1,727,0,rule follower,90,2,1,1,1,0.375,low
101,19,4,1,0,0,940,1,prototype,91,1,1,1,1,0.375,low
101,20,4,8,1,1,888,1,prototype,92,2,2,2,2,0.375,low
101,21,4,1,0,0,815,1,prototype,93,1,1,1,1,0.375,low
101,22,4,4,1,1,775,1,rule follower,94,2,2,1,2,0.375,low
101,23,4,7,1,1,707,1,rule follower,95,2,1,2,2,0.375,low
101,24,4,8,1,1,763,1,prototype,96,2,2,2,2,0.375,low
101,1,5,6,0,0,714,1,exception,97,1,2,2,1,0.375,low
101,2,5,1,0,0,474,1,prototype,98,1,1,1,1,0.375,low
101,3,5,8,1,1,712,1,prototype,99,2,2,2,2,0.375,low
101,4,5,4,1,1,750,1,rule follower,100,2,2,1,2,0.375,low
101,5,5,6,0,0,743,1,exception,101,1,2,2,1,0.375,low
101,6,5,3,0,1,605,0,rule follower,102,2,1,1,1,0.375,low
101,7,5,8,1,1,735,1,prototype,103,2,2,2,2,0.375,low
101,8,5,2,0,0,491,1,rule follower,104,1,2,1,1,0.375,low
101,9,5,7,1,0,1122,0,rule follower,105,2,1,2,2,0.375,low
101,10,5,8,1,1,1261,1,prototype,106,2,2,2,2,0.375,low
101,11,5,4,1,1,718,1,rule follower,107,2,2,1,2,0.375,low
101,12,5,2,0,0,714,1,rule follower,108,1,2,1,1,0.375,low
101,13,5,8,1,1,791,1,prototype,109,2,2,2,2,0.375,low
101,14,5,5,1,0,730,0,exception,110,1,1,2,2,0.375,low
101,15,5,1,0,0,734,1,prototype,111,1,1,1,1,0.375,low
101,16,5,3,0,1,763,0,rule follower,112,2,1,1,1,0.375,low
101,17,5,1,0,0,763,1,prototype,113,1,1,1,1,0.375,low
101,18,5,8,1,1,642,1,prototype,114,2,2,2,2,0.375,low
101,19,5,1,0,0,857,1,prototype,115,1,1,1,1,0.375,low
101,20,5,8,1,1,676,1,prototype,116,2,2,2,2,0.375,low
101,21,5,1,0,0,543,1,prototype,117,1,1,1,1,0.375,low
101,22,5,1,0,0,1279,1,prototype,118,1,1,1,1,0.375,low
101,23,5,5,1,0,521,0,exception,119,1,1,2,2,0.375,low
101,24,5,7,1,1,600,1,rule follower,120,2,1,2,2,0.375,low
101,1,6,7,1,1,686,1,rule follower,121,2,1,2,2,0.375,low
101,2,6,1,0,0,709,1,prototype,122,1,1,1,1,0.375,low
101,3,6,8,1,1,533,1,prototype,123,2,2,2,2,0.375,low
101,4,6,1,0,0,523,1,prototype,124,1,1,1,1,0.375,low
101,5,6,5,1,0,725,0,exception,125,1,1,2,2,0.375,low
101,6,6,6,0,1,637,0,exception,126,1,2,2,1,0.375,low
101,7,6,6,0,0,549,1,exception,127,1,2,2,1,0.375,low
101,8,6,3,0,1,594,0,rule follower,128,2,1,1,1,0.375,low
101,9,6,8,1,1,585,1,prototype,129,2,2,2,2,0.375,low
101,10,6,8,1,1,649,1,prototype,130,2,2,2,2,0.375,low
101,11,6,2,0,0,651,1,rule follower,131,1,2,1,1,0.375,low
101,12,6,7,1,1,515,1,rule follower,132,2,1,2,2,0.375,low
101,13,6,8,1,1,521,1,prototype,133,2,2,2,2,0.375,low
101,14,6,1,0,0,815,1,prototype,134,1,1,1,1,0.375,low
101,15,6,1,0,1,523,0,prototype,135,1,1,1,1,0.375,low
101,16,6,8,1,0,487,0,prototype,136,2,2,2,2,0.375,low
101,17,6,5,1,0,685,0,exception,137,1,1,2,2,0.375,low
101,18,6,1,0,0,664,1,prototype,138,1,1,1,1,0.375,low
101,19,6,1,0,0,2130,1,prototype,139,1,1,1,1,0.375,low
101,20,6,2,0,0,1162,1,rule follower,140,1,2,1,1,0.375,low
101,21,6,4,1,1,990,1,rule follower,141,2,2,1,2,0.375,low
101,22,6,3,0,1,620,0,rule follower,142,2,1,1,1,0.375,low
101,23,6,4,1,1,893,1,rule follower,143,2,2,1,2,0.375,low
101,24,6,8,1,1,831,1,prototype,144,2,2,2,2,0.375,low
102,1,1,2,0,NA,NA,0,rule follower,1,1,2,1,1,0.5,med
102,2,1,6,0,1,1261,0,exception,2,1,2,2,1,0.5,med
102,3,1,5,1,0,771,0,exception,3,1,1,2,2,0.5,med
102,4,1,8,1,0,941,0,prototype,4,2,2,2,2,0.5,med
102,5,1,8,1,NA,NA,0,prototype,5,2,2,2,2,0.5,med
102,6,1,6,0,0,1797,1,exception,6,1,2,2,1,0.5,med
102,7,1,5,1,1,1591,1,exception,7,1,1,2,2,0.5,med
102,8,1,4,1,0,2569,0,rule follower,8,2,2,1,2,0.5,med
102,9,1,1,0,0,1820,1,prototype,9,1,1,1,1,0.5,med
102,10,1,2,0,1,2455,0,rule follower,10,1,2,1,1,0.5,med
102,11,1,8,1,1,2172,1,prototype,11,2,2,2,2,0.5,med
102,12,1,1,0,1,1750,0,prototype,12,1,1,1,1,0.5,med
102,13,1,8,1,1,1357,1,prototype,13,2,2,2,2,0.5,med
102,14,1,1,0,0,1168,1,prototype,14,1,1,1,1,0.5,med
102,15,1,3,0,0,905,1,rule follower,15,2,1,1,1,0.5,med
102,16,1,7,1,0,1027,0,rule follower,16,2,1,2,2,0.5,med
102,17,1,7,1,1,2019,1,rule follower,17,2,1,2,2,0.5,med
102,18,1,8,1,1,1182,1,prototype,18,2,2,2,2,0.5,med
102,19,1,3,0,1,1301,0,rule follower,19,2,1,1,1,0.5,med
102,20,1,1,0,0,1569,1,prototype,20,1,1,1,1,0.5,med
102,21,1,4,1,1,922,1,rule follower,21,2,2,1,2,0.5,med
102,22,1,1,0,0,1764,1,prototype,22,1,1,1,1,0.5,med
102,23,1,8,1,1,1107,1,prototype,23,2,2,2,2,0.5,med
102,24,1,1,0,1,1813,0,prototype,24,1,1,1,1,0.5,med
102,1,2,6,0,1,1284,0,exception,25,1,2,2,1,0.5,med
102,2,2,8,1,1,1116,1,prototype,26,2,2,2,2,0.5,med
102,3,2,8,1,1,1430,1,prototype,27,2,2,2,2,0.5,med
102,4,2,4,1,1,931,1,rule follower,28,2,2,1,2,0.5,med
102,5,2,8,1,1,1021,1,prototype,29,2,2,2,2,0.5,med
102,6,2,3,0,0,1885,1,rule follower,30,2,1,1,1,0.5,med
102,7,2,8,1,1,1049,1,prototype,31,2,2,2,2,0.5,med
102,8,2,4,1,1,1044,1,rule follower,32,2,2,1,2,0.5,med
102,9,2,5,1,0,1637,0,exception,33,1,1,2,2,0.5,med
102,10,2,6,0,0,2260,1,exception,34,1,2,2,1,0.5,med
102,11,2,7,1,1,1242,1,rule follower,35,2,1,2,2,0.5,med
102,12,2,1,0,0,1307,1,prototype,36,1,1,1,1,0.5,med
102,13,2,1,0,0,1277,1,prototype,37,1,1,1,1,0.5,med
102,14,2,3,0,1,708,0,rule follower,38,2,1,1,1,0.5,med
102,15,2,1,0,0,979,1,prototype,39,1,1,1,1,0.5,med
102,16,2,2,0,1,1888,0,rule follower,40,1,2,1,1,0.5,med
102,17,2,1,0,0,1076,1,prototype,41,1,1,1,1,0.5,med
102,18,2,2,0,1,2060,0,rule follower,42,1,2,1,1,0.5,med
102,19,2,5,1,0,1280,0,exception,43,1,1,2,2,0.5,med
102,20,2,8,1,1,904,1,prototype,44,2,2,2,2,0.5,med
102,21,2,7,1,0,2032,0,rule follower,45,2,1,2,2,0.5,med
102,22,2,8,1,1,1115,1,prototype,46,2,2,2,2,0.5,med
102,23,2,1,0,0,2020,1,prototype,47,1,1,1,1,0.5,med
102,24,2,1,0,0,1020,1,prototype,48,1,1,1,1,0.5,med
102,1,3,1,0,1,2515,0,prototype,49,1,1,1,1,0.5,med
102,2,3,8,1,1,650,1,prototype,50,2,2,2,2,0.5,med
102,3,3,8,1,1,705,1,prototype,51,2,2,2,2,0.5,med
102,4,3,4,1,1,602,1,rule follower,52,2,2,1,2,0.5,med
102,5,3,6,0,0,820,1,exception,53,1,2,2,1,0.5,med
102,6,3,8,1,1,810,1,prototype,54,2,2,2,2,0.5,med
102,7,3,7,1,1,814,1,rule follower,55,2,1,2,2,0.5,med
102,8,3,5,1,0,885,0,exception,56,1,1,2,2,0.5,med
102,9,3,3,0,0,2049,1,rule follower,57,2,1,1,1,0.5,med
102,10,3,1,0,0,1087,1,prototype,58,1,1,1,1,0.5,med
102,11,3,4,1,1,849,1,rule follower,59,2,2,1,2,0.5,med
102,12,3,1,0,0,1771,1,prototype,60,1,1,1,1,0.5,med
102,13,3,6,0,1,2129,0,exception,61,1,2,2,1,0.5,med
102,14,3,1,0,0,1397,1,prototype,62,1,1,1,1,0.5,med
102,15,3,8,1,1,847,1,prototype,63,2,2,2,2,0.5,med
102,16,3,7,1,0,2454,0,rule follower,64,2,1,2,2,0.5,med
102,17,3,8,1,1,1097,1,prototype,65,2,2,2,2,0.5,med
102,18,3,3,0,1,1505,0,rule follower,66,2,1,1,1,0.5,med
102,19,3,2,0,0,1396,1,rule follower,67,1,2,1,1,0.5,med
102,20,3,2,0,1,2028,0,rule follower,68,1,2,1,1,0.5,med
102,21,3,5,1,0,1972,0,exception,69,1,1,2,2,0.5,med
102,22,3,1,0,0,1268,1,prototype,70,1,1,1,1,0.5,med
102,23,3,8,1,1,820,1,prototype,71,2,2,2,2,0.5,med
102,24,3,1,0,0,1110,1,prototype,72,1,1,1,1,0.5,med
102,1,4,8,1,1,812,1,prototype,73,2,2,2,2,0.5,med
102,2,4,8,1,1,772,1,prototype,74,2,2,2,2,0.5,med
102,3,4,8,1,1,539,1,prototype,75,2,2,2,2,0.5,med
102,4,4,1,0,0,805,1,prototype,76,1,1,1,1,0.5,med
102,5,4,3,0,1,2100,0,rule follower,77,2,1,1,1,0.5,med
102,6,4,6,0,0,943,1,exception,78,1,2,2,1,0.5,med
102,7,4,6,0,0,1021,1,exception,79,1,2,2,1,0.5,med
102,8,4,1,0,1,1927,0,prototype,80,1,1,1,1,0.5,med
102,9,4,5,1,0,1514,0,exception,81,1,1,2,2,0.5,med
102,10,4,1,0,0,2198,1,prototype,82,1,1,1,1,0.5,med
102,11,4,1,0,0,858,1,prototype,83,1,1,1,1,0.5,med
102,12,4,1,0,0,865,1,prototype,84,1,1,1,1,0.5,med
102,13,4,7,1,0,2360,0,rule follower,85,2,1,2,2,0.5,med
102,14,4,4,1,1,720,1,rule follower,86,2,2,1,2,0.5,med
102,15,4,7,1,1,1686,1,rule follower,87,2,1,2,2,0.5,med
102,16,4,5,1,0,1284,0,exception,88,1,1,2,2,0.5,med
102,17,4,8,1,1,851,1,prototype,89,2,2,2,2,0.5,med
102,18,4,8,1,1,637,1,prototype,90,2,2,2,2,0.5,med
102,19,4,4,1,1,599,1,rule follower,91,2,2,1,2,0.5,med
102,20,4,2,0,0,1909,1,rule follower,92,1,2,1,1,0.5,med
