sbj,runtrial,run,stimx,answer,response,rt,correct,type,trial,f1,f2,f3,c,endacc,learner
105,22,6,7,1,1,701,1,rule follower,142,2,2,1,2,0.125,low
105,23,6,4,1,0,2160,0,rule follower,143,1,2,2,2,0.125,low
105,24,6,3,0,1,1484,0,rule follower,144,1,2,1,1,0.125,low
107,1,1,1,0,NA,NA,0,prototype,1,1,1,1,1,0.625,high
107,2,1,3,0,1,811,0,rule follower,2,1,1,2,1,0.625,high
107,3,1,7,1,0,546,0,rule follower,3,2,1,2,2,0.625,high
107,4,1,5,1,1,779,1,exception,4,2,1,1,2,0.625,high
107,5,1,1,0,0,872,1,prototype,5,1,1,1,1,0.625,high
107,6,1,1,0,0,542,1,prototype,6,1,1,1,1,0.625,high
107,7,1,2,0,0,553,1,rule follower,7,1,2,1,1,0.625,high
107,8,1,1,0,0,828,1,prototype,8,1,1,1,1,0.625,high
107,9,1,8,1,1,762,1,prototype,9,2,2,2,2,0.625,high
107,10,1,8,1,1,514,1,prototype,10,2,2,2,2,0.625,high
107,11,1,8,1,1,687,1,prototype,11,2,2,2,2,0.625,high
107,12,1,5,1,1,531,1,exception,12,2,1,1,2,0.625,high
107,13,1,4,1,0,485,0,rule follower,13,1,2,2,2,0.625,high
107,14,1,7,1,0,697,0,rule follower,14,2,1,2,2,0.625,high
107,15,1,6,0,1,865,0,exception,15,2,2,1,1,0.625,high
107,16,1,8,1,0,853,0,prototype,16,2,2,2,2,0.625,high
107,17,1,2,0,0,1114,1,rule follower,17,1,2,1,1,0.625,high
107,18,1,1,0,0,822,1,prototype,18,1,1,1,1,0.625,high
107,19,1,1,0,0,693,1,prototype,19,1,1,1,1,0.625,high
107,20,1,8,1,1,998,1,prototype,20,2,2,2,2,0.625,high
107,21,1,3,0,0,806,1,rule follower,21,1,1,2,1,0.625,high
107,22,1,4,1,0,1125,0,rule follower,22,1,2,2,2,0.625,high
107,23,1,6,0,1,912,0,exception,23,2,2,1,1,0.625,high
107,24,1,8,1,1,985,1,prototype,24,2,2,2,2,0.625,high
107,1,2,6,0,1,2659,0,exception,25,2,2,1,1,0.625,high
107,2,2,6,0,1,1188,0,exception,26,2,2,1,1,0.625,high
107,3,2,8,1,0,957,0,prototype,27,2,2,2,2,0.625,high
107,4,2,8,1,1,1146,1,prototype,28,2,2,2,2,0.625,high
107,5,2,1,0,0,807,1,prototype,29,1,1,1,1,0.625,high
107,6,2,2,0,0,1226,1,rule follower,30,1,2,1,1,0.625,high
107,7,2,1,0,0,761,1,prototype,31,1,1,1,1,0.625,high
107,8,2,7,1,1,787,1,rule follower,32,2,1,2,2,0.625,high
107,9,2,5,1,1,707,1,exception,33,2,1,1,2,0.625,high
107,10,2,3,0,0,927,1,rule follower,34,1,1,2,1,0.625,high
107,11,2,8,1,1,1192,1,prototype,35,2,2,2,2,0.625,high
107,12,2,2,0,0,617,1,rule follower,36,1,2,1,1,0.625,high
107,13,2,4,1,0,607,0,rule follower,37,1,2,2,2,0.625,high
107,14,2,8,1,0,850,0,prototype,38,2,2,2,2,0.625,high
107,15,2,7,1,0,889,0,rule follower,39,2,1,2,2,0.625,high
107,16,2,1,0,0,563,1,prototype,40,1,1,1,1,0.625,high
107,17,2,8,1,1,736,1,prototype,41,2,2,2,2,0.625,high
107,18,2,8,1,1,1092,1,prototype,42,2,2,2,2,0.625,high
107,19,2,3,0,0,654,1,rule follower,43,1,1,2,1,0.625,high
107,20,2,4,1,0,555,0,rule follower,44,1,2,2,2,0.625,high
107,21,2,5,1,1,785,1,exception,45,2,1,1,2,0.625,high
107,22,2,1,0,0,717,1,prototype,46,1,1,1,1,0.625,high
107,23,2,1,0,0,492,1,prototype,47,1,1,1,1,0.625,high
107,24,2,1,0,0,526,1,prototype,48,1,1,1,1,0.625,high
107,1,3,2,0,NA,NA,0,rule follower,49,1,2,1,1,0.625,high
107,2,3,1,0,0,586,1,prototype,50,1,1,1,1,0.625,high
107,3,3,1,0,0,1009,1,prototype,51,1,1,1,1,0.625,high
107,4,3,5,1,1,449,1,exception,52,2,1,1,2,0.625,high
107,5,3,1,0,0,1819,1,prototype,53,1,1,1,1,0.625,high
107,6,3,1,0,0,625,1,prototype,54,1,1,1,1,0.625,high
107,7,3,3,0,0,553,1,rule follower,55,1,1,2,1,0.625,high
107,8,3,5,1,1,881,1,exception,56,2,1,1,2,0.625,high
107,9,3,1,0,0,631,1,prototype,57,1,1,1,1,0.625,high
107,10,3,6,0,1,1329,0,exception,58,2,2,1,1,0.625,high
107,11,3,8,1,1,833,1,prototype,59,2,2,2,2,0.625,high
107,12,3,1,0,0,562,1,prototype,60,1,1,1,1,0.625,high
107,13,3,8,1,1,678,1,prototype,61,2,2,2,2,0.625,high
107,14,3,4,1,0,552,0,rule follower,62,1,2,2,2,0.625,high
107,15,3,8,1,1,407,1,prototype,63,2,2,2,2,0.625,high
107,16,3,3,0,0,552,1,rule follower,64,1,1,2,1,0.625,high
107,17,3,8,1,1,508,1,prototype,65,2,2,2,2,0.625,high
107,18,3,8,1,1,1022,1,prototype,66,2,2,2,2,0.625,high
107,19,3,7,1,1,450,1,rule follower,67,2,1,2,2,0.625,high
107,20,3,8,1,1,639,1,prototype,68,2,2,2,2,0.625,high
107,21,3,6,0,1,1877,0,exception,69,2,2,1,1,0.625,high
107,22,3,7,1,1,523,1,rule follower,70,2,1,2,2,0.625,high
107,23,3,4,1,1,1211,1,rule follower,71,1,2,2,2,0.625,high
107,24,3,2,0,0,618,1,rule follower,72,1,2,1,1,0.625,high
107,1,4,3,0,1,815,0,rule follower,73,1,1,2,1,0.625,high
107,2,4,5,1,1,607,1,exception,74,2,1,1,2,0.625,high
107,3,4,6,0,1,786,0,exception,75,2,2,1,1,0.625,high
107,4,4,1,0,1,983,0,prototype,76,1,1,1,1,0.625,high
107,5,4,1,0,0,577,1,prototype,77,1,1,1,1,0.625,high
107,6,4,8,1,1,601,1,prototype,78,2,2,2,2,0.625,high
107,7,4,8,1,1,709,1,prototype,79,2,2,2,2,0.625,high
107,8,4,6,0,1,573,0,exception,80,2,2,1,1,0.625,high
107,9,4,7,1,1,982,1,rule follower,81,2,1,2,2,0.625,high
107,10,4,1,0,0,734,1,prototype,82,1,1,1,1,0.625,high
107,11,4,4,1,0,703,0,rule follower,83,1,2,2,2,0.625,high
107,12,4,3,0,0,949,1,rule follower,84,1,1,2,1,0.625,high
107,13,4,7,1,NA,NA,0,rule follower,85,2,1,2,2,0.625,high
107,14,4,4,1,0,550,0,rule follower,86,1,2,2,2,0.625,high
107,15,4,8,1,1,585,1,prototype,87,2,2,2,2,0.625,high
107,16,4,8,1,1,432,1,prototype,88,2,2,2,2,0.625,high
107,17,4,8,1,0,1749,0,prototype,89,2,2,2,2,0.625,high
107,18,4,8,1,1,891,1,prototype,90,2,2,2,2,0.625,high
107,19,4,1,0,1,830,0,prototype,91,1,1,1,1,0.625,high
107,20,4,2,0,0,766,1,rule follower,92,1,2,1,1,0.625,high
107,21,4,1,0,0,979,1,prototype,93,1,1,1,1,0.625,high
107,22,4,1,0,0,1088,1,prototype,94,1,1,1,1,0.625,high
107,23,4,5,1,1,522,1,exception,95,2,1,1,2,0.625,high
107,24,4,2,0,0,568,1,rule follower,96,1,2,1,1,0.625,high
107,1,5,1,0,0,746,1,prototype,97,1,1,1,1,0.625,high
107,2,5,1,0,0,777,1,prototype,98,1,1,1,1,0.625,high
107,3,5,8,1,1,742,1,prototype,99,2,2,2,2,0.625,high
107,4,5,8,1,1,540,1,prototype,100,2,2,2,2,0.625,high
107,5,5,1,0,0,591,1,prototype,101,1,1,1,1,0.625,high
107,6,5,7,1,1,717,1,rule follower,102,2,1,2,2,0.625,high
107,7,5,3,0,0,632,1,rule follower,103,1,1,2,1,0.625,high
107,8,5,2,0,0,722,1,rule follower,104,1,2,1,1,0.625,high
107,9,5,6,0,1,566,0,exception,105,2,2,1,1,0.625,high
107,10,5,1,0,0,652,1,prototype,106,1,1,1,1,0.625,high
107,11,5,7,1,1,1259,1,rule follower,107,2,1,2,2,0.625,high
107,12,5,8,1,1,844,1,prototype,108,2,2,2,2,0.625,high
107,13,5,2,0,0,1374,1,rule follower,109,1,2,1,1,0.625,high
107,14,5,1,0,0,1808,1,prototype,110,1,1,1,1,0.625,high
107,15,5,6,0,1,499,0,exception,111,2,2,1,1,0.625,high
107,16,5,5,1,1,1310,1,exception,112,2,1,1,2,0.625,high
107,17,5,4,1,0,1353,0,rule follower,113,1,2,2,2,0.625,high
107,18,5,5,1,1,1186,1,exception,114,2,1,1,2,0.625,high
107,19,5,4,1,0,579,0,rule follower,115,1,2,2,2,0.625,high
107,20,5,3,0,0,726,1,rule follower,116,1,1,2,1,0.625,high
107,21,5,8,1,1,994,1,prototype,117,2,2,2,2,0.625,high
107,22,5,1,0,0,1216,1,prototype,118,1,1,1,1,0.625,high
107,23,5,8,1,1,547,1,prototype,119,2,2,2,2,0.625,high
107,24,5,8,1,1,1143,1,prototype,120,2,2,2,2,0.625,high
107,1,6,3,0,0,663,1,rule follower,121,1,1,2,1,0.625,high
107,2,6,8,1,1,679,1,prototype,122,2,2,2,2,0.625,high
107,3,6,3,0,0,567,1,rule follower,123,1,1,2,1,0.625,high
107,4,6,5,1,1,542,1,exception,124,2,1,1,2,0.625,high
107,5,6,8,1,1,2250,1,prototype,125,2,2,2,2,0.625,high
107,6,6,4,1,0,781,0,rule follower,126,1,2,2,2,0.625,high
107,7,6,2,0,0,606,1,rule follower,127,1,2,1,1,0.625,high
107,8,6,6,0,0,1036,1,exception,128,2,2,1,1,0.625,high
107,9,6,1,0,0,1977,1,prototype,129,1,1,1,1,0.625,high
107,10,6,1,0,0,677,1,prototype,130,1,1,1,1,0.625,high
107,11,6,8,1,1,1036,1,prototype,131,2,2,2,2,0.625,high
107,12,6,1,0,0,794,1,prototype,132,1,1,1,1,0.625,high
107,13,6,1,0,0,685,1,prototype,133,1,1,1,1,0.625,high
107,14,6,8,1,1,634,1,prototype,134,2,2,2,2,0.625,high
107,15,6,6,0,0,588,1,exception,135,2,2,1,1,0.625,high
107,16,6,1,0,0,629,1,prototype,136,1,1,1,1,0.625,high
107,17,6,4,1,1,566,1,rule follower,137,1,2,2,2,0.625,high
107,18,6,8,1,1,561,1,prototype,138,2,2,2,2,0.625,high
107,19,6,2,0,0,843,1,rule follower,139,1,2,1,1,0.625,high
107,20,6,7,1,1,774,1,rule follower,140,2,1,2,2,0.625,high
107,21,6,7,1,1,530,1,rule follower,141,2,1,2,2,0.625,high
107,22,6,8,1,1,743,1,prototype,142,2,2,2,2,0.625,high
107,23,6,5,1,0,849,0,exception,143,2,1,1,2,0.625,high
107,24,6,1,0,0,742,1,prototype,144,1,1,1,1,0.625,high
108,1,2,7,1,NA,NA,0,rule follower,25,2,2,1,2,0.125,low
108,2,2,2,0,1,1278,0,rule follower,26,1,1,2,1,0.125,low
108,3,2,4,1,0,197,0,rule follower,27,2,1,2,2,0.125,low
108,4,2,3,0,1,324,0,rule follower,28,2,1,1,1,0.125,low
108,5,2,8,1,1,666,1,prototype,29,2,2,2,2,0.125,low
108,6,2,5,1,0,89,0,exception,30,1,2,1,2,0.125,low
108,7,2,6,0,NA,NA,0,exception,31,1,2,2,1,0.125,low
108,8,2,1,0,1,607,0,prototype,32,1,1,1,1,0.125,low
108,9,2,5,1,0,2234,0,exception,33,1,2,1,2,0.125,low
108,10,2,6,0,1,287,0,exception,34,1,2,2,1,0.125,low
108,11,2,1,0,1,606,0,prototype,35,1,1,1,1,0.125,low
108,12,2,8,1,NA,NA,0,prototype,36,2,2,2,2,0.125,low
108,13,2,1,0,1,701,0,prototype,37,1,1,1,1,0.125,low
108,14,2,8,1,NA,NA,0,prototype,38,2,2,2,2,0.125,low
108,15,2,8,1,1,1282,1,prototype,39,2,2,2,2,0.125,low
108,16,2,1,0,1,442,0,prototype,40,1,1,1,1,0.125,low
108,17,2,8,1,1,771,1,prototype,41,2,2,2,2,0.125,low
108,18,2,1,0,NA,NA,0,prototype,42,1,1,1,1,0.125,low
108,19,2,4,1,NA,NA,0,rule follower,43,2,1,2,2,0.125,low
108,20,2,3,0,1,2036,0,rule follower,44,2,1,1,1,0.125,low
108,21,2,7,1,0,365,0,rule follower,45,2,2,1,2,0.125,low
108,22,2,1,0,0,2400,1,prototype,46,1,1,1,1,0.125,low
108,23,2,2,0,0,329,1,rule follower,47,1,1,2,1,0.125,low
108,24,2,8,1,1,2370,1,prototype,48,2,2,2,2,0.125,low
108,1,3,7,1,1,843,1,rule follower,49,2,2,1,2,0.125,low
108,2,3,8,1,1,1089,1,prototype,50,2,2,2,2,0.125,low
108,3,3,8,1,1,964,1,prototype,51,2,2,2,2,0.125,low
108,4,3,1,0,0,328,1,prototype,52,1,1,1,1,0.125,low
108,5,3,4,1,1,2410,1,rule follower,53,2,1,2,2,0.125,low
108,6,3,3,0,0,1158,1,rule follower,54,2,1,1,1,0.125,low
108,7,3,7,1,1,1563,1,rule follower,55,2,2,1,2,0.125,low
108,8,3,5,1,0,1056,0,exception,56,1,2,1,2,0.125,low
108,9,3,6,0,NA,NA,0,exception,57,1,2,2,1,0.125,low
108,10,3,1,0,1,1584,0,prototype,58,1,1,1,1,0.125,low
108,11,3,1,0,0,1282,1,prototype,59,1,1,1,1,0.125,low
108,12,3,1,0,0,925,1,prototype,60,1,1,1,1,0.125,low
108,13,3,4,1,NA,NA,0,rule follower,61,2,1,2,2,0.125,low
108,14,3,8,1,1,1710,1,prototype,62,2,2,2,2,0.125,low
108,15,3,8,1,1,643,1,prototype,63,2,2,2,2,0.125,low
108,16,3,1,0,0,714,1,prototype,64,1,1,1,1,0.125,low
108,17,3,5,1,1,1031,1,exception,65,1,2,1,2,0.125,low
108,18,3,8,1,0,949,0,prototype,66,2,2,2,2,0.125,low
108,19,3,3,0,NA,NA,0,rule follower,67,2,1,1,1,0.125,low
108,20,3,6,0,NA,NA,0,exception,68,1,2,2,1,0.125,low
108,21,3,8,1,0,663,0,prototype,69,2,2,2,2,0.125,low
108,22,3,2,0,1,1708,0,rule follower,70,1,1,2,1,0.125,low
108,23,3,2,0,1,1680,0,rule follower,71,1,1,2,1,0.125,low
108,24,3,1,0,0,916,1,prototype,72,1,1,1,1,0.125,low
108,1,4,6,0,1,1526,0,exception,73,1,2,2,1,0.125,low
108,2,4,5,1,0,711,0,exception,74,1,2,1,2,0.125,low
108,3,4,3,0,0,1205,1,rule follower,75,2,1,1,1,0.125,low
108,4,4,1,0,0,1433,1,prototype,76,1,1,1,1,0.125,low
108,5,4,4,1,NA,NA,0,rule follower,77,2,1,2,2,0.125,low
108,6,4,8,1,1,1522,1,prototype,78,2,2,2,2,0.125,low
108,7,4,8,1,1,639,1,prototype,79,2,2,2,2,0.125,low
108,8,4,7,1,1,1755,1,rule follower,80,2,2,1,2,0.125,low
108,9,4,1,0,0,762,1,prototype,81,1,1,1,1,0.125,low
108,10,4,6,0,0,1043,1,exception,82,1,2,2,1,0.125,low
108,11,4,2,0,0,628,1,rule follower,83,1,1,2,1,0.125,low
108,12,4,1,0,0,615,1,prototype,84,1,1,1,1,0.125,low
108,13,4,8,1,NA,NA,0,prototype,85,2,2,2,2,0.125,low
108,14,4,7,1,1,507,1,rule follower,86,2,2,1,2,0.125,low
108,15,4,2,0,0,742,1,rule follower,87,1,1,2,1,0.125,low
108,16,4,5,1,0,677,0,exception,88,1,2,1,2,0.125,low
108,17,4,1,0,0,1072,1,prototype,89,1,1,1,1,0.125,low
108,18,4,8,1,NA,NA,0,prototype,90,2,2,2,2,0.125,low
108,19,4,1,0,0,556,1,prototype,91,1,1,1,1,0.125,low
108,20,4,8,1,1,638,1,prototype,92,2,2,2,2,0.125,low
108,21,4,8,1,1,561,1,prototype,93,2,2,2,2,0.125,low
108,22,4,4,1,1,570,1,rule follower,94,2,1,2,2,0.125,low
108,23,4,1,0,0,518,1,prototype,95,1,1,1,1,0.125,low
108,24,4,3,0,1,595,0,rule follower,96,2,1,1,1,0.125,low
108,1,5,1,0,1,981,0,prototype,97,1,1,1,1,0.125,low
108,2,5,8,1,1,611,1,prototype,98,2,2,2,2,0.125,low
108,3,5,1,0,0,904,1,prototype,99,1,1,1,1,0.125,low
108,4,5,5,1,0,1138,0,exception,100,1,2,1,2,0.125,low
108,5,5,6,0,1,1032,0,exception,101,1,2,2,1,0.125,low
108,6,5,3,0,0,1519,1,rule follower,102,2,1,1,1,0.125,low
108,7,5,1,0,1,1677,0,prototype,103,1,1,1,1,0.125,low
108,8,5,8,1,1,783,1,prototype,104,2,2,2,2,0.125,low
108,9,5,7,1,1,890,1,rule follower,105,2,2,1,2,0.125,low
108,10,5,7,1,1,1503,1,rule follower,106,2,2,1,2,0.125,low
108,11,5,1,0,0,1138,1,prototype,107,1,1,1,1,0.125,low
108,12,5,8,1,1,859,1,prototype,108,2,2,2,2,0.125,low
108,13,5,1,0,NA,NA,0,prototype,109,1,1,1,1,0.125,low
108,14,5,8,1,1,728,1,prototype,110,2,2,2,2,0.125,low
108,15,5,1,0,0,601,1,prototype,111,1,1,1,1,0.125,low
108,16,5,8,1,1,848,1,prototype,112,2,2,2,2,0.125,low
108,17,5,8,1,1,720,1,prototype,113,2,2,2,2,0.125,low
108,18,5,4,1,1,857,1,rule follower,114,2,1,2,2,0.125,low
108,19,5,3,0,1,654,0,rule follower,115,2,1,1,1,0.125,low
108,20,5,6,0,1,1054,0,exception,116,1,2,2,1,0.125,low
108,21,5,2,0,0,738,1,rule follower,117,1,1,2,1,0.125,low
108,22,5,4,1,1,664,1,rule follower,118,2,1,2,2,0.125,low
108,23,5,5,1,0,1001,0,exception,119,1,2,1,2,0.125,low
108,24,5,2,0,0,1128,1,rule follower,120,1,1,2,1,0.125,low
108,1,6,1,0,0,793,1,prototype,121,1,1,1,1,0.125,low
108,2,6,2,0,0,722,1,rule follower,122,1,1,2,1,0.125,low
108,3,6,7,1,1,666,1,rule follower,123,2,2,1,2,0.125,low
108,4,6,8,1,1,1004,1,prototype,124,2,2,2,2,0.125,low
108,5,6,6,0,0,887,1,exception,125,1,2,2,1,0.125,low
108,6,6,7,1,1,2179,1,rule follower,126,2,2,1,2,0.125,low
108,7,6,5,1,NA,NA,0,exception,127,1,2,1,2,0.125,low
108,8,6,6,0,1,1281,0,exception,128,1,2,2,1,0.125,low
108,9,6,5,1,0,1781,0,exception,129,1,2,1,2,0.125,low
108,10,6,3,0,0,1176,1,rule follower,130,2,1,1,1,0.125,low
108,11,6,4,1,0,1298,0,rule follower,131,2,1,2,2,0.125,low
108,12,6,1,0,NA,NA,0,prototype,132,1,1,1,1,0.125,low
108,13,6,1,0,1,1271,0,prototype,133,1,1,1,1,0.125,low
108,14,6,1,0,0,786,1,prototype,134,1,1,1,1,0.125,low
108,15,6,2,0,0,716,1,rule follower,135,1,1,2,1,0.125,low
108,16,6,1,0,0,865,1,prototype,136,1,1,1,1,0.125,low
108,17,6,8,1,1,589,1,prototype,137,2,2,2,2,0.125,low
108,18,6,8,1,1,780,1,prototype,138,2,2,2,2,0.125,low
108,19,6,3,0,NA,NA,0,rule follower,139,2,1,1,1,0.125,low
108,20,6,8,1,1,956,1,prototype,140,2,2,2,2,0.125,low
108,21,6,8,1,1,1163,1,prototype,141,2,2,2,2,0.125,low
108,22,6,1,0,0,812,1,prototype,142,1,1,1,1,0.125,low
108,23,6,4,1,1,1136,1,rule follower,143,2,1,2,2,0.125,low
108,24,6,8,1,1,1103,1,prototype,144,2,2,2,2,0.125,low
109,1,1,6,0,1,893,0,exception,1,1,2,2,1,0.375,low
109,2,1,4,1,0,376,0,rule follower,2,2,1,2,2,0.375,low
109,3,1,8,1,1,1015,1,prototype,3,2,2,2,2,0.375,low
109,4,1,8,1,0,880,0,prototype,4,2,2,2,2,0.375,low
109,5,1,1,0,0,897,1,prototype,5,1,1,1,1,0.375,low
109,6,1,3,0,1,489,0,rule follower,6,2,1,1,1,0.375,low
109,7,1,1,0,0,696,1,prototype,7,1,1,1,1,0.375,low
109,8,1,2,0,0,549,1,rule follower,8,1,1,2,1,0.375,low
109,9,1,8,1,1,636,1,prototype,9,2,2,2,2,0.375,low
109,10,1,1,0,0,703,1,prototype,10,1,1,1,1,0.375,low
109,11,1,8,1,1,970,1,prototype,11,2,2,2,2,0.375,low
109,12,1,5,1,0,574,0,exception,12,1,2,1,2,0.375,low
109,13,1,4,1,1,1176,1,rule follower,13,2,1,2,2,0.375,low
109,14,1,5,1,0,554,0,exception,14,1,2,1,2,0.375,low
109,15,1,6,0,1,725,0,exception,15,1,2,2,1,0.375,low
109,16,1,1,0,1,662,0,prototype,16,1,1,1,1,0.375,low
109,17,1,8,1,1,710,1,prototype,17,2,2,2,2,0.375,low
109,18,1,3,0,1,698,0,rule follower,18,2,1,1,1,0.375,low
109,19,1,7,1,0,1110,0,rule follower,19,2,2,1,2,0.375,low
109,20,1,2,0,1,909,0,rule follower,20,1,1,2,1,0.375,low
109,21,1,1,0,0,584,1,prototype,21,1,1,1,1,0.375,low
109,22,1,7,1,1,679,1,rule follower,22,2,2,1,2,0.375,low
109,23,1,1,0,0,525,1,prototype,23,1,1,1,1,0.375,low
109,24,1,8,1,1,742,1,prototype,24,2,2,2,2,0.375,low
109,1,2,4,1,1,669,1,rule follower,25,2,1,2,2,0.375,low
109,2,2,1,0,0,449,1,prototype,26,1,1,1,1,0.375,low
109,3,2,1,0,0,494,1,prototype,27,1,1,1,1,0.375,low
109,4,2,1,0,0,492,1,prototype,28,1,1,1,1,0.375,low
109,5,2,6,0,0,470,1,exception,29,1,2,2,1,0.375,low
109,6,2,2,0,0,341,1,rule follower,30,1,1,2,1,0.375,low
109,7,2,1,0,0,452,1,prototype,31,1,1,1,1,0.375,low
109,8,2,8,1,1,537,1,prototype,32,2,2,2,2,0.375,low
109,9,2,2,0,0,542,1,rule follower,33,1,1,2,1,0.375,low
109,10,2,8,1,1,406,1,prototype,34,2,2,2,2,0.375,low
109,11,2,3,0,1,664,0,rule follower,35,2,1,1,1,0.375,low
109,12,2,4,1,0,664,0,rule follower,36,2,1,2,2,0.375,low
109,13,2,1,0,0,554,1,prototype,37,1,1,1,1,0.375,low
109,14,2,8,1,1,616,1,prototype,38,2,2,2,2,0.375,low
109,15,2,6,0,0,537,1,exception,39,1,2,2,1,0.375,low
109,16,2,8,1,0,745,0,prototype,40,2,2,2,2,0.375,low
109,17,2,8,1,1,713,1,prototype,41,2,2,2,2,0.375,low
109,18,2,7,1,1,574,1,rule follower,42,2,2,1,2,0.375,low
109,19,2,5,1,0,555,0,exception,43,1,2,1,2,0.375,low
109,20,2,1,0,0,640,1,prototype,44,1,1,1,1,0.375,low
109,21,2,8,1,1,778,1,prototype,45,2,2,2,2,0.375,low
109,22,2,3,0,1,616,0,rule follower,46,2,1,1,1,0.375,low
109,23,2,7,1,1,697,1,rule follower,47,2,2,1,2,0.375,low
109,24,2,5,1,0,759,0,exception,48,1,2,1,2,0.375,low
109,1,3,1,0,0,605,1,prototype,49,1,1,1,1,0.375,low
109,2,3,2,0,0,673,1,rule follower,50,1,1,2,1,0.375,low
109,3,3,8,1,1,589,1,prototype,51,2,2,2,2,0.375,low
109,4,3,7,1,1,478,1,rule follower,52,2,2,1,2,0.375,low
109,5,3,3,0,0,593,1,rule follower,53,2,1,1,1,0.375,low
109,6,3,8,1,1,474,1,prototype,54,2,2,2,2,0.375,low
109,7,3,7,1,1,562,1,rule follower,55,2,2,1,2,0.375,low
109,8,3,1,0,0,635,1,prototype,56,1,1,1,1,0.375,low
109,9,3,1,0,0,489,1,prototype,57,1,1,1,1,0.375,low
109,10,3,5,1,0,463,0,exception,58,1,2,1,2,0.375,low
109,11,3,6,0,1,443,0,exception,59,1,2,2,1,0.375,low
109,12,3,8,1,1,694,1,prototype,60,2,2,2,2,0.375,low
109,13,3,6,0,1,549,0,exception,61,1,2,2,1,0.375,low
109,14,3,8,1,1,603,1,prototype,62,2,2,2,2,0.375,low
109,15,3,1,0,0,551,1,prototype,63,1,1,1,1,0.375,low
109,16,3,8,1,1,1042,1,prototype,64,2,2,2,2,0.375,low
109,17,3,3,0,0,613,1,rule follower,65,2,1,1,1,0.375,low
109,18,3,1,0,0,596,1,prototype,66,1,1,1,1,0.375,low
109,19,3,8,1,1,584,1,prototype,67,2,2,2,2,0.375,low
109,20,3,2,0,0,523,1,rule follower,68,1,1,2,1,0.375,low
109,21,3,1,0,0,490,1,prototype,69,1,1,1,1,0.375,low
109,22,3,4,1,0,811,0,rule follower,70,2,1,2,2,0.375,low
109,23,3,4,1,0,614,0,rule follower,71,2,1,2,2,0.375,low
109,24,3,5,1,1,866,1,exception,72,1,2,1,2,0.375,low
109,1,4,6,0,0,551,1,exception,73,1,2,2,1,0.375,low
109,2,4,1,0,0,591,1,prototype,74,1,1,1,1,0.375,low
109,3,4,8,1,1,565,1,prototype,75,2,2,2,2,0.375,low
109,4,4,8,1,1,608,1,prototype,76,2,2,2,2,0.375,low
109,5,4,8,1,1,581,1,prototype,77,2,2,2,2,0.375,low
109,6,4,1,0,0,579,1,prototype,78,1,1,1,1,0.375,low
109,7,4,3,0,1,546,0,rule follower,79,2,1,1,1,0.375,low
109,8,4,6,0,1,712,0,exception,80,1,2,2,1,0.375,low
109,9,4,4,1,1,724,1,rule follower,81,2,1,2,2,0.375,low
109,10,4,5,1,0,605,0,exception,82,1,2,1,2,0.375,low
109,11,4,4,1,0,838,0,rule follower,83,2,1,2,2,0.375,low
109,12,4,1,0,0,834,1,prototype,84,1,1,1,1,0.375,low
109,13,4,3,0,0,761,1,rule follower,85,2,1,1,1,0.375,low
109,14,4,5,1,0,546,0,exception,86,1,2,1,2,0.375,low
109,15,4,7,1,0,752,0,rule follower,87,2,2,1,2,0.375,low
109,16,4,7,1,1,485,1,rule follower,88,2,2,1,2,0.375,low
109,17,4,8,1,1,503,1,prototype,89,2,2,2,2,0.375,low
109,18,4,1,0,0,595,1,prototype,90,1,1,1,1,0.375,low
109,19,4,1,0,0,530,1,prototype,91,1,1,1,1,0.375,low
109,20,4,1,0,0,504,1,prototype,92,1,1,1,1,0.375,low
109,21,4,8,1,1,814,1,prototype,93,2,2,2,2,0.375,low
109,22,4,2,0,0,521,1,rule follower,94,1,1,2,1,0.375,low
109,23,4,2,0,0,548,1,rule follower,95,1,1,2,1,0.375,low
109,24,4,8,1,1,533,1,prototype,96,2,2,2,2,0.375,low
109,1,5,4,1,1,659,1,rule follower,97,2,1,2,2,0.375,low
109,2,5,6,0,0,835,1,exception,98,1,2,2,1,0.375,low
109,3,5,8,1,1,406,1,prototype,99,2,2,2,2,0.375,low
109,4,5,6,0,0,770,1,exception,100,1,2,2,1,0.375,low
109,5,5,1,0,0,550,1,prototype,101,1,1,1,1,0.375,low
109,6,5,3,0,1,548,0,rule follower,102,2,1,1,1,0.375,low
109,7,5,8,1,1,474,1,prototype,103,2,2,2,2,0.375,low
109,8,5,2,0,0,549,1,rule follower,104,1,1,2,1,0.375,low
109,9,5,5,1,0,579,0,exception,105,1,2,1,2,0.375,low
109,10,5,1,0,0,587,1,prototype,106,1,1,1,1,0.375,low
109,11,5,1,0,0,671,1,prototype,107,1,1,1,1,0.375,low
109,12,5,4,1,0,746,0,rule follower,108,2,1,2,2,0.375,low
109,13,5,8,1,1,907,1,prototype,109,2,2,2,2,0.375,low
109,14,5,5,1,0,722,0,exception,110,1,2,1,2,0.375,low
109,15,5,3,0,0,687,1,rule follower,111,2,1,1,1,0.375,low
109,16,5,8,1,1,583,1,prototype,112,2,2,2,2,0.375,low
109,17,5,2,0,0,587,1,rule follower,113,1,1,2,1,0.375,low
109,18,5,7,1,1,753,1,rule follower,114,2,2,1,2,0.375,low
109,19,5,7,1,1,567,1,rule follower,115,2,2,1,2,0.375,low
