,Unnamed: 0,node_name,peak_value,parameter,roi,network
0,0,v_Intercept,0.0942728895221298,v,1,VisualCentral
1,1,"v_C(type, Treatment('prototype'))[T.exception]",0.10376659748367613,v,1,VisualCentral
2,2,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.043797636545323086,v,1,VisualCentral
3,3,v_roi1,-0.2621168596166764,v,1,VisualCentral
4,4,"v_roi1:C(type, Treatment('prototype'))[T.exception]",-0.0015135303713667005,v,1,VisualCentral
5,5,"v_roi1:C(type, Treatment('prototype'))[T.rule follower]",-0.010860199821195682,v,1,VisualCentral
6,6,a_Intercept,1.6088610950925168,a,1,VisualCentral
7,7,"a_C(type, Treatment('prototype'))[T.exception]",0.029987179472467207,a,1,VisualCentral
8,8,"a_C(type, Treatment('prototype'))[T.rule follower]",0.016325798116928525,a,1,VisualCentral
9,9,a_roi1,0.8741263902838816,a,1,VisualCentral
10,10,"a_roi1:C(type, Treatment('prototype'))[T.exception]",0.21527202583820426,a,1,VisualCentral
11,11,"a_roi1:C(type, Treatment('prototype'))[T.rule follower]",0.07434497854782329,a,1,VisualCentral
12,12,t_Intercept,0.3774258466211484,t,1,VisualCentral
13,13,"t_C(type, Treatment('prototype'))[T.exception]",0.020993599181041683,t,1,VisualCentral
14,14,"t_C(type, Treatment('prototype'))[T.rule follower]",0.01952672905413512,t,1,VisualCentral
15,15,t_roi1,-0.13606801407223773,t,1,VisualCentral
16,16,"t_roi1:C(type, Treatment('prototype'))[T.exception]",-0.03039776872139472,t,1,VisualCentral
17,17,"t_roi1:C(type, Treatment('prototype'))[T.rule follower]",0.04186821758808978,t,1,VisualCentral
18,18,v_Intercept,0.07016061953126199,v,2,VisualCentral
19,19,"v_C(type, Treatment('prototype'))[T.exception]",0.10500883693106487,v,2,VisualCentral
20,20,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.053442815598071625,v,2,VisualCentral
21,21,v_roi2,-0.07182356989193528,v,2,VisualCentral
22,22,"v_roi2:C(type, Treatment('prototype'))[T.exception]",-0.08044753371161317,v,2,VisualCentral
23,23,"v_roi2:C(type, Treatment('prototype'))[T.rule follower]",0.03364039039793565,v,2,VisualCentral
24,24,a_Intercept,1.5643759102159789,a,2,VisualCentral
25,25,"a_C(type, Treatment('prototype'))[T.exception]",0.0853756765791073,a,2,VisualCentral
26,26,"a_C(type, Treatment('prototype'))[T.rule follower]",0.026595179732503416,a,2,VisualCentral
27,27,a_roi2,0.5924059178172479,a,2,VisualCentral
28,28,"a_roi2:C(type, Treatment('prototype'))[T.exception]",-0.182627940191747,a,2,VisualCentral
29,29,"a_roi2:C(type, Treatment('prototype'))[T.rule follower]",0.04472331425582854,a,2,VisualCentral
30,30,t_Intercept,0.3725598595270846,t,2,VisualCentral
31,31,"t_C(type, Treatment('prototype'))[T.exception]",0.019447472667670933,t,2,VisualCentral
32,32,"t_C(type, Treatment('prototype'))[T.rule follower]",0.013344382550103605,t,2,VisualCentral
33,33,t_roi2,-0.060691768422076575,t,2,VisualCentral
34,34,"t_roi2:C(type, Treatment('prototype'))[T.exception]",0.030364618706150762,t,2,VisualCentral
35,35,"t_roi2:C(type, Treatment('prototype'))[T.rule follower]",0.0370249592589966,t,2,VisualCentral
36,36,v_Intercept,0.023945738659134463,v,8,limbic
37,37,"v_C(type, Treatment('prototype'))[T.exception]",0.11934233580417725,v,8,limbic
38,38,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.04144301818581561,v,8,limbic
39,39,v_roi8,-0.38162036514706377,v,8,limbic
40,40,"v_roi8:C(type, Treatment('prototype'))[T.exception]",0.061960467738365166,v,8,limbic
41,41,"v_roi8:C(type, Treatment('prototype'))[T.rule follower]",0.22813196572496475,v,8,limbic
42,42,a_Intercept,1.827376394430775,a,8,limbic
43,43,"a_C(type, Treatment('prototype'))[T.exception]",0.10174280414226786,a,8,limbic
44,44,"a_C(type, Treatment('prototype'))[T.rule follower]",0.056786699287987685,a,8,limbic
45,45,a_roi8,0.7345945889887967,a,8,limbic
46,46,"a_roi8:C(type, Treatment('prototype'))[T.exception]",0.24036266676278265,a,8,limbic
47,47,"a_roi8:C(type, Treatment('prototype'))[T.rule follower]",-0.11725015600966204,a,8,limbic
48,48,t_Intercept,0.3454120053596728,t,8,limbic
49,49,"t_C(type, Treatment('prototype'))[T.exception]",0.01646539402169423,t,8,limbic
50,50,"t_C(type, Treatment('prototype'))[T.rule follower]",0.03449680622495422,t,8,limbic
51,51,t_roi8,-0.0749016805842734,t,8,limbic
52,52,"t_roi8:C(type, Treatment('prototype'))[T.exception]",0.028827484235999287,t,8,limbic
53,53,"t_roi8:C(type, Treatment('prototype'))[T.rule follower]",0.07112184699678918,t,8,limbic
54,54,v_Intercept,0.07114272095627949,v,14,DorsalAttention
55,55,"v_C(type, Treatment('prototype'))[T.exception]",0.07293691147918757,v,14,DorsalAttention
56,56,"v_C(type, Treatment('prototype'))[T.rule follower]",0.0017100780946790186,v,14,DorsalAttention
57,57,v_roi14,-0.6409608394469846,v,14,DorsalAttention
58,58,"v_roi14:C(type, Treatment('prototype'))[T.exception]",0.2941401513671127,v,14,DorsalAttention
59,59,"v_roi14:C(type, Treatment('prototype'))[T.rule follower]",-0.4046723525869471,v,14,DorsalAttention
60,60,a_Intercept,1.7367502172912397,a,14,DorsalAttention
61,61,"a_C(type, Treatment('prototype'))[T.exception]",0.11370718661482206,a,14,DorsalAttention
62,62,"a_C(type, Treatment('prototype'))[T.rule follower]",0.029623807252841663,a,14,DorsalAttention
63,63,a_roi14,1.0171534574268284,a,14,DorsalAttention
64,64,"a_roi14:C(type, Treatment('prototype'))[T.exception]",0.13293557645220488,a,14,DorsalAttention
65,65,"a_roi14:C(type, Treatment('prototype'))[T.rule follower]",1.0893659576809118,a,14,DorsalAttention
66,66,t_Intercept,0.3630573692936025,t,14,DorsalAttention
67,67,"t_C(type, Treatment('prototype'))[T.exception]",0.00682363192337905,t,14,DorsalAttention
68,68,"t_C(type, Treatment('prototype'))[T.rule follower]",0.025323616044147262,t,14,DorsalAttention
69,69,t_roi14,0.10562387792462584,t,14,DorsalAttention
70,70,"t_roi14:C(type, Treatment('prototype'))[T.exception]",-0.08558440415021717,t,14,DorsalAttention
71,71,"t_roi14:C(type, Treatment('prototype'))[T.rule follower]",-0.3928642038590781,t,14,DorsalAttention
72,72,v_Intercept,0.04202642935407555,v,15,DorsalAttention
73,73,"v_C(type, Treatment('prototype'))[T.exception]",0.10798041266564247,v,15,DorsalAttention
74,74,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.046184327824130095,v,15,DorsalAttention
75,75,v_roi15,-0.1498248022026636,v,15,DorsalAttention
76,76,"v_roi15:C(type, Treatment('prototype'))[T.exception]",0.9513635628363236,v,15,DorsalAttention
77,77,"v_roi15:C(type, Treatment('prototype'))[T.rule follower]",0.3038173283320196,v,15,DorsalAttention
78,78,a_Intercept,1.7476310279946599,a,15,DorsalAttention
79,79,"a_C(type, Treatment('prototype'))[T.exception]",0.12257395968846085,a,15,DorsalAttention
80,80,"a_C(type, Treatment('prototype'))[T.rule follower]",0.05937528086886485,a,15,DorsalAttention
81,81,a_roi15,-0.7883825390507043,a,15,DorsalAttention
82,82,"a_roi15:C(type, Treatment('prototype'))[T.exception]",0.3407763184342021,a,15,DorsalAttention
83,83,"a_roi15:C(type, Treatment('prototype'))[T.rule follower]",0.00243522208786362,a,15,DorsalAttention
84,84,t_Intercept,0.3604236051292882,t,15,DorsalAttention
85,85,"t_C(type, Treatment('prototype'))[T.exception]",0.012962384843730579,t,15,DorsalAttention
86,86,"t_C(type, Treatment('prototype'))[T.rule follower]",0.022568647457181644,t,15,DorsalAttention
87,87,t_roi15,-0.08757012392528153,t,15,DorsalAttention
88,88,"t_roi15:C(type, Treatment('prototype'))[T.exception]",0.11083077094615752,t,15,DorsalAttention
89,89,"t_roi15:C(type, Treatment('prototype'))[T.rule follower]",0.05728804125162424,t,15,DorsalAttention
90,90,v_Intercept,0.054986450643076334,v,16,DorsalAttention
91,91,"v_C(type, Treatment('prototype'))[T.exception]",0.08621164989108299,v,16,DorsalAttention
92,92,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.030484543812186408,v,16,DorsalAttention
93,93,v_roi16,-0.10387916182511857,v,16,DorsalAttention
94,94,"v_roi16:C(type, Treatment('prototype'))[T.exception]",-0.05461085551379563,v,16,DorsalAttention
95,95,"v_roi16:C(type, Treatment('prototype'))[T.rule follower]",-0.091665602291097,v,16,DorsalAttention
96,96,a_Intercept,1.7254482313715036,a,16,DorsalAttention
97,97,"a_C(type, Treatment('prototype'))[T.exception]",0.07804076139761153,a,16,DorsalAttention
98,98,"a_C(type, Treatment('prototype'))[T.rule follower]",0.02137964226540576,a,16,DorsalAttention
99,99,a_roi16,1.0200123516644577,a,16,DorsalAttention
100,100,"a_roi16:C(type, Treatment('prototype'))[T.exception]",0.1435429989097763,a,16,DorsalAttention
101,101,"a_roi16:C(type, Treatment('prototype'))[T.rule follower]",0.5303942542898279,a,16,DorsalAttention
102,102,t_Intercept,0.3622197053119622,t,16,DorsalAttention
103,103,"t_C(type, Treatment('prototype'))[T.exception]",0.016638708728284546,t,16,DorsalAttention
104,104,"t_C(type, Treatment('prototype'))[T.rule follower]",0.0264367879841201,t,16,DorsalAttention
105,105,t_roi16,0.02246930365659386,t,16,DorsalAttention
106,106,"t_roi16:C(type, Treatment('prototype'))[T.exception]",-0.11228574801982304,t,16,DorsalAttention
107,107,"t_roi16:C(type, Treatment('prototype'))[T.rule follower]",-0.16282164605439695,t,16,DorsalAttention
108,108,v_Intercept,0.05387966435289826,v,17,DorsalAttention
109,109,"v_C(type, Treatment('prototype'))[T.exception]",0.11542708617847287,v,17,DorsalAttention
110,110,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.046460310775758656,v,17,DorsalAttention
111,111,v_roi17,0.046733973503772064,v,17,DorsalAttention
112,112,"v_roi17:C(type, Treatment('prototype'))[T.exception]",-0.7066233163082007,v,17,DorsalAttention
113,113,"v_roi17:C(type, Treatment('prototype'))[T.rule follower]",-0.3362444635741257,v,17,DorsalAttention
114,114,a_Intercept,1.7535063367040014,a,17,DorsalAttention
115,115,"a_C(type, Treatment('prototype'))[T.exception]",0.11475501614247878,a,17,DorsalAttention
116,116,"a_C(type, Treatment('prototype'))[T.rule follower]",0.056250600092138725,a,17,DorsalAttention
117,117,a_roi17,1.1230664584564605,a,17,DorsalAttention
118,118,"a_roi17:C(type, Treatment('prototype'))[T.exception]",-0.05017374615619597,a,17,DorsalAttention
119,119,"a_roi17:C(type, Treatment('prototype'))[T.rule follower]",-0.032286080870290834,a,17,DorsalAttention
120,120,t_Intercept,0.354442942590781,t,17,DorsalAttention
121,121,"t_C(type, Treatment('prototype'))[T.exception]",0.01685423538794545,t,17,DorsalAttention
122,122,"t_C(type, Treatment('prototype'))[T.rule follower]",0.03660256600970435,t,17,DorsalAttention
123,123,t_roi17,-0.06433859745181379,t,17,DorsalAttention
124,124,"t_roi17:C(type, Treatment('prototype'))[T.exception]",-0.06450347781723552,t,17,DorsalAttention
125,125,"t_roi17:C(type, Treatment('prototype'))[T.rule follower]",0.14828336493504612,t,17,DorsalAttention
126,126,v_Intercept,0.0290849555570451,v,18,DorsalAttention
127,127,"v_C(type, Treatment('prototype'))[T.exception]",0.08975863995189684,v,18,DorsalAttention
128,128,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.049504394111096715,v,18,DorsalAttention
129,129,v_roi18,-0.4322918366721913,v,18,DorsalAttention
130,130,"v_roi18:C(type, Treatment('prototype'))[T.exception]",0.4070162896409082,v,18,DorsalAttention
131,131,"v_roi18:C(type, Treatment('prototype'))[T.rule follower]",0.047980461897976216,v,18,DorsalAttention
132,132,a_Intercept,1.8048281254250576,a,18,DorsalAttention
133,133,"a_C(type, Treatment('prototype'))[T.exception]",0.06367447645259247,a,18,DorsalAttention
134,134,"a_C(type, Treatment('prototype'))[T.rule follower]",0.0184950724961441,a,18,DorsalAttention
135,135,a_roi18,0.8425092286909869,a,18,DorsalAttention
136,136,"a_roi18:C(type, Treatment('prototype'))[T.exception]",-0.1998951622898157,a,18,DorsalAttention
137,137,"a_roi18:C(type, Treatment('prototype'))[T.rule follower]",-0.3389664015339872,a,18,DorsalAttention
138,138,t_Intercept,0.3474816295329229,t,18,DorsalAttention
139,139,"t_C(type, Treatment('prototype'))[T.exception]",0.023782002079692305,t,18,DorsalAttention
140,140,"t_C(type, Treatment('prototype'))[T.rule follower]",0.05124132839136649,t,18,DorsalAttention
141,141,t_roi18,-0.10959243741910102,t,18,DorsalAttention
142,142,"t_roi18:C(type, Treatment('prototype'))[T.exception]",0.19264556955089385,t,18,DorsalAttention
143,143,"t_roi18:C(type, Treatment('prototype'))[T.rule follower]",0.3515981199363957,t,18,DorsalAttention
144,144,v_Intercept,0.03858240918461109,v,20,DorsalAttention
145,145,"v_C(type, Treatment('prototype'))[T.exception]",0.10579387488269973,v,20,DorsalAttention
146,146,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.05673286258779198,v,20,DorsalAttention
147,147,v_roi20,-0.4948109816910421,v,20,DorsalAttention
148,148,"v_roi20:C(type, Treatment('prototype'))[T.exception]",0.07859385920659179,v,20,DorsalAttention
149,149,"v_roi20:C(type, Treatment('prototype'))[T.rule follower]",-0.2743672319283954,v,20,DorsalAttention
150,150,a_Intercept,1.7902923087493985,a,20,DorsalAttention
151,151,"a_C(type, Treatment('prototype'))[T.exception]",0.127456872080869,a,20,DorsalAttention
152,152,"a_C(type, Treatment('prototype'))[T.rule follower]",0.0812135255339465,a,20,DorsalAttention
153,153,a_roi20,0.951355401754354,a,20,DorsalAttention
154,154,"a_roi20:C(type, Treatment('prototype'))[T.exception]",0.19084645873397754,a,20,DorsalAttention
155,155,"a_roi20:C(type, Treatment('prototype'))[T.rule follower]",0.6766914122451344,a,20,DorsalAttention
156,156,t_Intercept,0.3709251940397734,t,20,DorsalAttention
157,157,"t_C(type, Treatment('prototype'))[T.exception]",-0.005438390276163718,t,20,DorsalAttention
158,158,"t_C(type, Treatment('prototype'))[T.rule follower]",0.015989323851124754,t,20,DorsalAttention
159,159,t_roi20,0.19624803005455044,t,20,DorsalAttention
160,160,"t_roi20:C(type, Treatment('prototype'))[T.exception]",-0.2015856386888457,t,20,DorsalAttention
161,161,"t_roi20:C(type, Treatment('prototype'))[T.rule follower]",-0.0823040935614392,t,20,DorsalAttention
162,162,v_Intercept,0.05390314455479875,v,23,salience
163,163,"v_C(type, Treatment('prototype'))[T.exception]",0.0860620785906421,v,23,salience
164,164,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.0627423362822227,v,23,salience
165,165,v_roi23,-1.3019369325991526,v,23,salience
166,166,"v_roi23:C(type, Treatment('prototype'))[T.exception]",1.4751050907073486,v,23,salience
167,167,"v_roi23:C(type, Treatment('prototype'))[T.rule follower]",-0.36582765814986784,v,23,salience
168,168,a_Intercept,1.7759912849037929,a,23,salience
169,169,"a_C(type, Treatment('prototype'))[T.exception]",0.11127223104017084,a,23,salience
170,170,"a_C(type, Treatment('prototype'))[T.rule follower]",0.04958220566484717,a,23,salience
171,171,a_roi23,1.0344510926869648,a,23,salience
172,172,"a_roi23:C(type, Treatment('prototype'))[T.exception]",-0.3997117415523879,a,23,salience
173,173,"a_roi23:C(type, Treatment('prototype'))[T.rule follower]",-0.026864963089975102,a,23,salience
174,174,t_Intercept,0.3496557987556744,t,23,salience
175,175,"t_C(type, Treatment('prototype'))[T.exception]",0.007926899615987117,t,23,salience
176,176,"t_C(type, Treatment('prototype'))[T.rule follower]",0.032724447441882534,t,23,salience
177,177,t_roi23,-0.10741863655656707,t,23,salience
178,178,"t_roi23:C(type, Treatment('prototype'))[T.exception]",-0.012580472376024944,t,23,salience
179,179,"t_roi23:C(type, Treatment('prototype'))[T.rule follower]",0.12813260864059933,t,23,salience
180,180,v_Intercept,0.04275804819593529,v,24,salience
181,181,"v_C(type, Treatment('prototype'))[T.exception]",0.17583030594181376,v,24,salience
182,182,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.02455345608595261,v,24,salience
183,183,v_roi24,-0.017636802734270596,v,24,salience
184,184,"v_roi24:C(type, Treatment('prototype'))[T.exception]",1.8353201937100907,v,24,salience
185,185,"v_roi24:C(type, Treatment('prototype'))[T.rule follower]",0.5400303821264816,v,24,salience
186,186,a_Intercept,1.7592627138701062,a,24,salience
187,187,"a_C(type, Treatment('prototype'))[T.exception]",0.061303749147671865,a,24,salience
188,188,"a_C(type, Treatment('prototype'))[T.rule follower]",0.026388164069825776,a,24,salience
189,189,a_roi24,-0.37511687153000906,a,24,salience
190,190,"a_roi24:C(type, Treatment('prototype'))[T.exception]",-0.5046582654343621,a,24,salience
191,191,"a_roi24:C(type, Treatment('prototype'))[T.rule follower]",-0.6667970833237065,a,24,salience
192,192,t_Intercept,0.3527196943469941,t,24,salience
193,193,"t_C(type, Treatment('prototype'))[T.exception]",0.031336071406227545,t,24,salience
194,194,"t_C(type, Treatment('prototype'))[T.rule follower]",0.03212160598604062,t,24,salience
195,195,t_roi24,-0.09457387879912788,t,24,salience
196,196,"t_roi24:C(type, Treatment('prototype'))[T.exception]",-0.050543452671482525,t,24,salience
197,197,"t_roi24:C(type, Treatment('prototype'))[T.rule follower]",0.1420895378957166,t,24,salience
198,198,v_Intercept,0.038988885265976464,v,25,salience
199,199,"v_C(type, Treatment('prototype'))[T.exception]",0.07072658510582583,v,25,salience
200,200,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.06850890889211644,v,25,salience
201,201,v_roi25,-0.149026653561259,v,25,salience
202,202,"v_roi25:C(type, Treatment('prototype'))[T.exception]",-0.8246107097383475,v,25,salience
203,203,"v_roi25:C(type, Treatment('prototype'))[T.rule follower]",-0.5229750836169773,v,25,salience
204,204,a_Intercept,1.8033914484042641,a,25,salience
205,205,"a_C(type, Treatment('prototype'))[T.exception]",0.08628703184383019,a,25,salience
206,206,"a_C(type, Treatment('prototype'))[T.rule follower]",0.04371809278842005,a,25,salience
207,207,a_roi25,1.126242879802032,a,25,salience
208,208,"a_roi25:C(type, Treatment('prototype'))[T.exception]",-0.5388453473985682,a,25,salience
209,209,"a_roi25:C(type, Treatment('prototype'))[T.rule follower]",0.15574307882729865,a,25,salience
210,210,t_Intercept,0.3570339808923797,t,25,salience
211,211,"t_C(type, Treatment('prototype'))[T.exception]",0.0118693225106501,t,25,salience
212,212,"t_C(type, Treatment('prototype'))[T.rule follower]",0.028088428559777338,t,25,salience
213,213,t_roi25,0.040481116364715575,t,25,salience
214,214,"t_roi25:C(type, Treatment('prototype'))[T.exception]",0.03328304212329568,t,25,salience
215,215,"t_roi25:C(type, Treatment('prototype'))[T.rule follower]",-0.01977877703062364,t,25,salience
216,216,v_Intercept,0.05003413921701815,v,28,limbic
217,217,"v_C(type, Treatment('prototype'))[T.exception]",0.07964289839463283,v,28,limbic
218,218,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.06609274827095851,v,28,limbic
219,219,v_roi28,0.4810927347281677,v,28,limbic
220,220,"v_roi28:C(type, Treatment('prototype'))[T.exception]",0.026684550721511442,v,28,limbic
221,221,"v_roi28:C(type, Treatment('prototype'))[T.rule follower]",-0.30123104353243324,v,28,limbic
222,222,a_Intercept,1.7334554499537334,a,28,limbic
223,223,"a_C(type, Treatment('prototype'))[T.exception]",0.09314128283521277,a,28,limbic
224,224,"a_C(type, Treatment('prototype'))[T.rule follower]",0.06318615406230225,a,28,limbic
225,225,a_roi28,-2.133060579306292,a,28,limbic
226,226,"a_roi28:C(type, Treatment('prototype'))[T.exception]",0.6254396508781981,a,28,limbic
227,227,"a_roi28:C(type, Treatment('prototype'))[T.rule follower]",0.9214600207459274,a,28,limbic
228,228,t_Intercept,0.3554501300893256,t,28,limbic
229,229,"t_C(type, Treatment('prototype'))[T.exception]",0.005167741606359869,t,28,limbic
230,230,"t_C(type, Treatment('prototype'))[T.rule follower]",0.027566935679483318,t,28,limbic
231,231,t_roi28,0.2269197127452436,t,28,limbic
232,232,"t_roi28:C(type, Treatment('prototype'))[T.exception]",-0.18273677756820814,t,28,limbic
233,233,"t_roi28:C(type, Treatment('prototype'))[T.rule follower]",-0.2327891318133841,t,28,limbic
234,234,v_Intercept,0.040286725532451495,v,29,limbic
235,235,"v_C(type, Treatment('prototype'))[T.exception]",0.13434728897715315,v,29,limbic
236,236,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.03101681644820237,v,29,limbic
237,237,v_roi29,0.00824210190089536,v,29,limbic
238,238,"v_roi29:C(type, Treatment('prototype'))[T.exception]",2.0342988258379298,v,29,limbic
239,239,"v_roi29:C(type, Treatment('prototype'))[T.rule follower]",1.313943102283197,v,29,limbic
240,240,a_Intercept,1.7489020383349307,a,29,limbic
241,241,"a_C(type, Treatment('prototype'))[T.exception]",0.09847423556581393,a,29,limbic
242,242,"a_C(type, Treatment('prototype'))[T.rule follower]",0.00905144080718398,a,29,limbic
243,243,a_roi29,-2.4173807009940864,a,29,limbic
244,244,"a_roi29:C(type, Treatment('prototype'))[T.exception]",1.4748791329093192,a,29,limbic
245,245,"a_roi29:C(type, Treatment('prototype'))[T.rule follower]",-1.8520117729325247,a,29,limbic
246,246,t_Intercept,0.35518126884532475,t,29,limbic
247,247,"t_C(type, Treatment('prototype'))[T.exception]",0.013582573997431985,t,29,limbic
248,248,"t_C(type, Treatment('prototype'))[T.rule follower]",0.03317422018072631,t,29,limbic
249,249,t_roi29,0.4944362685111306,t,29,limbic
250,250,"t_roi29:C(type, Treatment('prototype'))[T.exception]",-0.16718749829287582,t,29,limbic
251,251,"t_roi29:C(type, Treatment('prototype'))[T.rule follower]",-0.3244358347816674,t,29,limbic
252,252,v_Intercept,0.06935385917438874,v,31,control
253,253,"v_C(type, Treatment('prototype'))[T.exception]",0.12365306862388392,v,31,control
254,254,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.0620641236768478,v,31,control
255,255,v_roi31,-0.17767442474670914,v,31,control
256,256,"v_roi31:C(type, Treatment('prototype'))[T.exception]",-0.4823161829440532,v,31,control
257,257,"v_roi31:C(type, Treatment('prototype'))[T.rule follower]",0.1045232113709077,v,31,control
258,258,a_Intercept,1.747123437778458,a,31,control
259,259,"a_C(type, Treatment('prototype'))[T.exception]",0.10462618294517648,a,31,control
260,260,"a_C(type, Treatment('prototype'))[T.rule follower]",-0.0090061141297694,a,31,control
261,261,a_roi31,0.7999588974355849,a,31,control
262,262,"a_roi31:C(type, Treatment('prototype'))[T.exception]",-0.10414820333929577,a,31,control
263,263,"a_roi31:C(type, Treatment('prototype'))[T.rule follower]",0.5428002764255693,a,31,control
264,264,t_Intercept,0.3580674880553021,t,31,control
265,265,"t_C(type, Treatment('prototype'))[T.exception]",0.006416617754743045,t,31,control
266,266,"t_C(type, Treatment('prototype'))[T.rule follower]",0.03377540593965355,t,31,control
267,267,t_roi31,0.04550022658150893,t,31,control
268,268,"t_roi31:C(type, Treatment('prototype'))[T.exception]",0.0061712514467158214,t,31,control
269,269,"t_roi31:C(type, Treatment('prototype'))[T.rule follower]",-0.1277844753840281,t,31,control
270,270,v_Intercept,0.03654321271143568,v,32,control
271,271,"v_C(type, Treatment('prototype'))[T.exception]",0.10507163524777402,v,32,control
272,272,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.055094468020549216,v,32,control
273,273,v_roi32,0.19314515459542314,v,32,control
274,274,"v_roi32:C(type, Treatment('prototype'))[T.exception]",-1.6019055668699635,v,32,control
275,275,"v_roi32:C(type, Treatment('prototype'))[T.rule follower]",-0.9714021247260098,v,32,control
276,276,a_Intercept,1.7812785619260023,a,32,control
277,277,"a_C(type, Treatment('prototype'))[T.exception]",0.09826239984757584,a,32,control
278,278,"a_C(type, Treatment('prototype'))[T.rule follower]",0.05509907013929377,a,32,control
279,279,a_roi32,0.15769436417945892,a,32,control
280,280,"a_roi32:C(type, Treatment('prototype'))[T.exception]",0.44630450238812136,a,32,control
281,281,"a_roi32:C(type, Treatment('prototype'))[T.rule follower]",0.9333555149877348,a,32,control
282,282,t_Intercept,0.3569149559201389,t,32,control
283,283,"t_C(type, Treatment('prototype'))[T.exception]",0.0097798623435641,t,32,control
284,284,"t_C(type, Treatment('prototype'))[T.rule follower]",0.032056062556666584,t,32,control
285,285,t_roi32,0.07931912455595946,t,32,control
286,286,"t_roi32:C(type, Treatment('prototype'))[T.exception]",-0.2519764812587544,t,32,control
287,287,"t_roi32:C(type, Treatment('prototype'))[T.rule follower]",-0.09170957177277116,t,32,control
288,288,v_Intercept,0.054087797910275286,v,33,control
289,289,"v_C(type, Treatment('prototype'))[T.exception]",0.10105331996432657,v,33,control
290,290,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.05236639772614904,v,33,control
291,291,v_roi33,-0.2446138599416728,v,33,control
292,292,"v_roi33:C(type, Treatment('prototype'))[T.exception]",-0.5372461248204154,v,33,control
293,293,"v_roi33:C(type, Treatment('prototype'))[T.rule follower]",-0.5825196247276809,v,33,control
294,294,a_Intercept,1.7853997292990589,a,33,control
295,295,"a_C(type, Treatment('prototype'))[T.exception]",0.08707961460794905,a,33,control
296,296,"a_C(type, Treatment('prototype'))[T.rule follower]",0.02766873533505898,a,33,control
297,297,a_roi33,1.1043052573780217,a,33,control
298,298,"a_roi33:C(type, Treatment('prototype'))[T.exception]",0.0599751762438312,a,33,control
299,299,"a_roi33:C(type, Treatment('prototype'))[T.rule follower]",0.5484067276238813,a,33,control
300,300,t_Intercept,0.3523432616355197,t,33,control
301,301,"t_C(type, Treatment('prototype'))[T.exception]",0.009952208504390644,t,33,control
302,302,"t_C(type, Treatment('prototype'))[T.rule follower]",0.04174173914815223,t,33,control
303,303,t_roi33,-0.046227345178803995,t,33,control
304,304,"t_roi33:C(type, Treatment('prototype'))[T.exception]",-0.06982595724883855,t,33,control
305,305,"t_roi33:C(type, Treatment('prototype'))[T.rule follower]",-0.03190521794090888,t,33,control
306,306,v_Intercept,0.052058157437197584,v,34,control
307,307,"v_C(type, Treatment('prototype'))[T.exception]",0.07380247329602138,v,34,control
308,308,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.04690998451690157,v,34,control
309,309,v_roi34,0.002497320586877905,v,34,control
310,310,"v_roi34:C(type, Treatment('prototype'))[T.exception]",-0.23149684848977306,v,34,control
311,311,"v_roi34:C(type, Treatment('prototype'))[T.rule follower]",-0.4052243176483019,v,34,control
312,312,a_Intercept,1.7316048113373677,a,34,control
313,313,"a_C(type, Treatment('prototype'))[T.exception]",0.1520154629743568,a,34,control
314,314,"a_C(type, Treatment('prototype'))[T.rule follower]",0.056556616276968785,a,34,control
315,315,a_roi34,-1.7394670547651008,a,34,control
316,316,"a_roi34:C(type, Treatment('prototype'))[T.exception]",1.3281815922566138,a,34,control
317,317,"a_roi34:C(type, Treatment('prototype'))[T.rule follower]",0.6873928530827431,a,34,control
318,318,t_Intercept,0.357359131392848,t,34,control
319,319,"t_C(type, Treatment('prototype'))[T.exception]",0.004067524751463936,t,34,control
320,320,"t_C(type, Treatment('prototype'))[T.rule follower]",0.026028584303266367,t,34,control
321,321,t_roi34,0.20162908487390285,t,34,control
322,322,"t_roi34:C(type, Treatment('prototype'))[T.exception]",-0.2884424764085812,t,34,control
323,323,"t_roi34:C(type, Treatment('prototype'))[T.rule follower]",-0.1977562973956969,t,34,control
324,324,v_Intercept,0.05173791665859687,v,35,control
325,325,"v_C(type, Treatment('prototype'))[T.exception]",0.13664735182205776,v,35,control
326,326,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.06175841487056182,v,35,control
327,327,v_roi35,-0.0232895521286417,v,35,control
328,328,"v_roi35:C(type, Treatment('prototype'))[T.exception]",-0.9277373598780044,v,35,control
