,Unnamed: 0,node_name,peak_value,parameter,roi,network
329,329,"v_roi35:C(type, Treatment('prototype'))[T.rule follower]",0.0044097266711120575,v,35,control
330,330,a_Intercept,1.7839534480344754,a,35,control
331,331,"a_C(type, Treatment('prototype'))[T.exception]",0.06830133348104461,a,35,control
332,332,"a_C(type, Treatment('prototype'))[T.rule follower]",0.031789242159331293,a,35,control
333,333,a_roi35,0.5354420352708273,a,35,control
334,334,"a_roi35:C(type, Treatment('prototype'))[T.exception]",0.07682980297444275,a,35,control
335,335,"a_roi35:C(type, Treatment('prototype'))[T.rule follower]",0.510919000072338,a,35,control
336,336,t_Intercept,0.35398873264526065,t,35,control
337,337,"t_C(type, Treatment('prototype'))[T.exception]",0.004177700142027341,t,35,control
338,338,"t_C(type, Treatment('prototype'))[T.rule follower]",0.035072437926269656,t,35,control
339,339,t_roi35,-0.02366523760443566,t,35,control
340,340,"t_roi35:C(type, Treatment('prototype'))[T.exception]",0.034506856849446536,t,35,control
341,341,"t_roi35:C(type, Treatment('prototype'))[T.rule follower]",-0.058608583572454125,t,35,control
342,342,v_Intercept,0.07365404384002268,v,38,DMN
343,343,"v_C(type, Treatment('prototype'))[T.exception]",0.04442834703168577,v,38,DMN
344,344,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.09165430892133293,v,38,DMN
345,345,v_roi38,0.5891559486167933,v,38,DMN
346,346,"v_roi38:C(type, Treatment('prototype'))[T.exception]",-1.2916104692849235,v,38,DMN
347,347,"v_roi38:C(type, Treatment('prototype'))[T.rule follower]",-0.7835255828108967,v,38,DMN
348,348,a_Intercept,1.7287033653894617,a,38,DMN
349,349,"a_C(type, Treatment('prototype'))[T.exception]",0.07429239325909716,a,38,DMN
350,350,"a_C(type, Treatment('prototype'))[T.rule follower]",0.05507173520458036,a,38,DMN
351,351,a_roi38,-0.8976152238756759,a,38,DMN
352,352,"a_roi38:C(type, Treatment('prototype'))[T.exception]",0.0286393758376986,a,38,DMN
353,353,"a_roi38:C(type, Treatment('prototype'))[T.rule follower]",-0.008639289601994895,a,38,DMN
354,354,t_Intercept,0.3638400788125033,t,38,DMN
355,355,"t_C(type, Treatment('prototype'))[T.exception]",0.009695511910034676,t,38,DMN
356,356,"t_C(type, Treatment('prototype'))[T.rule follower]",0.019889925206559286,t,38,DMN
357,357,t_roi38,0.186981874250632,t,38,DMN
358,358,"t_roi38:C(type, Treatment('prototype'))[T.exception]",-0.06530686960363248,t,38,DMN
359,359,"t_roi38:C(type, Treatment('prototype'))[T.rule follower]",-0.1582934318037416,t,38,DMN
360,360,v_Intercept,0.0896482611109338,v,39,DMN
361,361,"v_C(type, Treatment('prototype'))[T.exception]",0.006867897941260748,v,39,DMN
362,362,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.02440052197516996,v,39,DMN
363,363,v_roi39,0.7153999382834944,v,39,DMN
364,364,"v_roi39:C(type, Treatment('prototype'))[T.exception]",-1.5173805150565902,v,39,DMN
365,365,"v_roi39:C(type, Treatment('prototype'))[T.rule follower]",0.438908203164224,v,39,DMN
366,366,a_Intercept,1.7276436420115944,a,39,DMN
367,367,"a_C(type, Treatment('prototype'))[T.exception]",0.0927798163489208,a,39,DMN
368,368,"a_C(type, Treatment('prototype'))[T.rule follower]",0.02547301766493616,a,39,DMN
369,369,a_roi39,-0.948315640368283,a,39,DMN
370,370,"a_roi39:C(type, Treatment('prototype'))[T.exception]",0.15919534698951845,a,39,DMN
371,371,"a_roi39:C(type, Treatment('prototype'))[T.rule follower]",-0.7143937324276761,a,39,DMN
372,372,t_Intercept,0.3573909333687613,t,39,DMN
373,373,"t_C(type, Treatment('prototype'))[T.exception]",0.015459072898774372,t,39,DMN
374,374,"t_C(type, Treatment('prototype'))[T.rule follower]",0.027214092253122584,t,39,DMN
375,375,t_roi39,0.0604754083413725,t,39,DMN
376,376,"t_roi39:C(type, Treatment('prototype'))[T.exception]",0.1022255772717667,t,39,DMN
377,377,"t_roi39:C(type, Treatment('prototype'))[T.rule follower]",0.06211029238970073,t,39,DMN
378,378,v_Intercept,0.0953253849612935,v,40,DMN
379,379,"v_C(type, Treatment('prototype'))[T.exception]",0.08825278309890505,v,40,DMN
380,380,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.04470066969681291,v,40,DMN
381,381,v_roi40,0.5201942121416654,v,40,DMN
382,382,"v_roi40:C(type, Treatment('prototype'))[T.exception]",-0.01087089125850027,v,40,DMN
383,383,"v_roi40:C(type, Treatment('prototype'))[T.rule follower]",-0.2061829334015808,v,40,DMN
384,384,a_Intercept,1.6714140940660682,a,40,DMN
385,385,"a_C(type, Treatment('prototype'))[T.exception]",0.1082254271006377,a,40,DMN
386,386,"a_C(type, Treatment('prototype'))[T.rule follower]",-0.012233439035433752,a,40,DMN
387,387,a_roi40,-1.4266475171579138,a,40,DMN
388,388,"a_roi40:C(type, Treatment('prototype'))[T.exception]",0.2693566304949482,a,40,DMN
389,389,"a_roi40:C(type, Treatment('prototype'))[T.rule follower]",-0.559271709717333,a,40,DMN
390,390,t_Intercept,0.3606748613688297,t,40,DMN
391,391,"t_C(type, Treatment('prototype'))[T.exception]",0.00964652147250819,t,40,DMN
392,392,"t_C(type, Treatment('prototype'))[T.rule follower]",0.04052501021153816,t,40,DMN
393,393,t_roi40,0.1077009315415681,t,40,DMN
394,394,"t_roi40:C(type, Treatment('prototype'))[T.exception]",0.10380727759779013,t,40,DMN
395,395,"t_roi40:C(type, Treatment('prototype'))[T.rule follower]",-0.011518365028261812,t,40,DMN
396,396,v_Intercept,0.09121493541820573,v,41,DMN
397,397,"v_C(type, Treatment('prototype'))[T.exception]",0.020404117633615937,v,41,DMN
398,398,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.02587111536977033,v,41,DMN
399,399,v_roi41,1.4771613460583997,v,41,DMN
400,400,"v_roi41:C(type, Treatment('prototype'))[T.exception]",-1.7823276966789106,v,41,DMN
401,401,"v_roi41:C(type, Treatment('prototype'))[T.rule follower]",0.3170664153330178,v,41,DMN
402,402,a_Intercept,1.7202806050231747,a,41,DMN
403,403,"a_C(type, Treatment('prototype'))[T.exception]",0.0662943986256272,a,41,DMN
404,404,"a_C(type, Treatment('prototype'))[T.rule follower]",-0.00580500600835826,a,41,DMN
405,405,a_roi41,-1.6580282626689629,a,41,DMN
406,406,"a_roi41:C(type, Treatment('prototype'))[T.exception]",-0.3089594210999622,a,41,DMN
407,407,"a_roi41:C(type, Treatment('prototype'))[T.rule follower]",-0.9598851095538404,a,41,DMN
408,408,t_Intercept,0.3586897214850371,t,41,DMN
409,409,"t_C(type, Treatment('prototype'))[T.exception]",0.025617250564091858,t,41,DMN
410,410,"t_C(type, Treatment('prototype'))[T.rule follower]",0.03193547390613144,t,41,DMN
411,411,t_roi41,0.1084752652189418,t,41,DMN
412,412,"t_roi41:C(type, Treatment('prototype'))[T.exception]",0.4170062891694949,t,41,DMN
413,413,"t_roi41:C(type, Treatment('prototype'))[T.rule follower]",0.045933677368501236,t,41,DMN
414,414,v_Intercept,0.049071115768848636,v,42,DMN
415,415,"v_C(type, Treatment('prototype'))[T.exception]",0.08714031170296907,v,42,DMN
416,416,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.047121624618034964,v,42,DMN
417,417,v_roi42,0.17803649075462644,v,42,DMN
418,418,"v_roi42:C(type, Treatment('prototype'))[T.exception]",0.2053541766740694,v,42,DMN
419,419,"v_roi42:C(type, Treatment('prototype'))[T.rule follower]",0.19941275250655546,v,42,DMN
420,420,a_Intercept,1.7417550366432542,a,42,DMN
421,421,"a_C(type, Treatment('prototype'))[T.exception]",0.08056922374175965,a,42,DMN
422,422,"a_C(type, Treatment('prototype'))[T.rule follower]",0.04308350515952234,a,42,DMN
423,423,a_roi42,-0.8664886240925319,a,42,DMN
424,424,"a_roi42:C(type, Treatment('prototype'))[T.exception]",0.07935232172597884,a,42,DMN
425,425,"a_roi42:C(type, Treatment('prototype'))[T.rule follower]",-0.1010270188274649,a,42,DMN
426,426,t_Intercept,0.35483614699489524,t,42,DMN
427,427,"t_C(type, Treatment('prototype'))[T.exception]",0.016176301044864803,t,42,DMN
428,428,"t_C(type, Treatment('prototype'))[T.rule follower]",0.02949934436341605,t,42,DMN
429,429,t_roi42,0.004723897306556535,t,42,DMN
430,430,"t_roi42:C(type, Treatment('prototype'))[T.exception]",-0.04730736487661796,t,42,DMN
431,431,"t_roi42:C(type, Treatment('prototype'))[T.rule follower]",0.03012931130138635,t,42,DMN
432,432,v_Intercept,0.07196891650474825,v,43,DMN
433,433,"v_C(type, Treatment('prototype'))[T.exception]",0.02562533076927273,v,43,DMN
434,434,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.038464207857358435,v,43,DMN
435,435,v_roi43,0.3415212991854346,v,43,DMN
436,436,"v_roi43:C(type, Treatment('prototype'))[T.exception]",-0.9723932256374472,v,43,DMN
437,437,"v_roi43:C(type, Treatment('prototype'))[T.rule follower]",0.1426241352690888,v,43,DMN
438,438,a_Intercept,1.7166297040022391,a,43,DMN
439,439,"a_C(type, Treatment('prototype'))[T.exception]",0.11456164858717476,a,43,DMN
440,440,"a_C(type, Treatment('prototype'))[T.rule follower]",0.06183639758871089,a,43,DMN
441,441,a_roi43,-0.8851760550549477,a,43,DMN
442,442,"a_roi43:C(type, Treatment('prototype'))[T.exception]",-0.04071955598972865,a,43,DMN
443,443,"a_roi43:C(type, Treatment('prototype'))[T.rule follower]",0.06216884355261796,a,43,DMN
444,444,t_Intercept,0.3611709360677422,t,43,DMN
445,445,"t_C(type, Treatment('prototype'))[T.exception]",0.014044058416110505,t,43,DMN
446,446,"t_C(type, Treatment('prototype'))[T.rule follower]",0.025178311572501645,t,43,DMN
447,447,t_roi43,0.13115406796163004,t,43,DMN
448,448,"t_roi43:C(type, Treatment('prototype'))[T.exception]",0.031042202018149057,t,43,DMN
449,449,"t_roi43:C(type, Treatment('prototype'))[T.rule follower]",-0.07070587460684996,t,43,DMN
450,450,v_Intercept,0.09754646959116986,v,44,DMN
451,451,"v_C(type, Treatment('prototype'))[T.exception]",0.007019125425333839,v,44,DMN
452,452,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.02889502891263176,v,44,DMN
453,453,v_roi44,0.6133382015512419,v,44,DMN
454,454,"v_roi44:C(type, Treatment('prototype'))[T.exception]",-0.7773859061134598,v,44,DMN
455,455,"v_roi44:C(type, Treatment('prototype'))[T.rule follower]",-0.055842605594470296,v,44,DMN
456,456,a_Intercept,1.7157178471825123,a,44,DMN
457,457,"a_C(type, Treatment('prototype'))[T.exception]",0.0445653045126585,a,44,DMN
458,458,"a_C(type, Treatment('prototype'))[T.rule follower]",0.01228553026262244,a,44,DMN
459,459,a_roi44,-1.0193826481376809,a,44,DMN
460,460,"a_roi44:C(type, Treatment('prototype'))[T.exception]",-0.26688009876027485,a,44,DMN
461,461,"a_roi44:C(type, Treatment('prototype'))[T.rule follower]",-0.3747308465035695,a,44,DMN
462,462,t_Intercept,0.3587918144552082,t,44,DMN
463,463,"t_C(type, Treatment('prototype'))[T.exception]",0.04249122542984818,t,44,DMN
464,464,"t_C(type, Treatment('prototype'))[T.rule follower]",0.03605276754972113,t,44,DMN
465,465,t_roi44,0.0633615876140882,t,44,DMN
466,466,"t_roi44:C(type, Treatment('prototype'))[T.exception]",0.26651384185270577,t,44,DMN
467,467,"t_roi44:C(type, Treatment('prototype'))[T.rule follower]",0.04457947929217127,t,44,DMN
468,468,v_Intercept,0.08868259527400707,v,48,DMN
469,469,"v_C(type, Treatment('prototype'))[T.exception]",0.030327738468016674,v,48,DMN
470,470,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.054636873843768224,v,48,DMN
471,471,v_roi48,0.8178493049612205,v,48,DMN
472,472,"v_roi48:C(type, Treatment('prototype'))[T.exception]",-1.336324837778769,v,48,DMN
473,473,"v_roi48:C(type, Treatment('prototype'))[T.rule follower]",0.1682195480092099,v,48,DMN
474,474,a_Intercept,1.7224390413302983,a,48,DMN
475,475,"a_C(type, Treatment('prototype'))[T.exception]",0.13491484820640146,a,48,DMN
476,476,"a_C(type, Treatment('prototype'))[T.rule follower]",0.06447907740331618,a,48,DMN
477,477,a_roi48,-1.020183019417137,a,48,DMN
478,478,"a_roi48:C(type, Treatment('prototype'))[T.exception]",0.0030896601810130875,a,48,DMN
479,479,"a_roi48:C(type, Treatment('prototype'))[T.rule follower]",-0.09258260017622688,a,48,DMN
480,480,t_Intercept,0.3730722127197461,t,48,DMN
481,481,"t_C(type, Treatment('prototype'))[T.exception]",-0.0015507847531620186,t,48,DMN
482,482,"t_C(type, Treatment('prototype'))[T.rule follower]",0.012898898152106042,t,48,DMN
483,483,t_roi48,0.17903314425919836,t,48,DMN
484,484,"t_roi48:C(type, Treatment('prototype'))[T.exception]",-0.00787915203540468,t,48,DMN
485,485,"t_roi48:C(type, Treatment('prototype'))[T.rule follower]",-0.1602183527954298,t,48,DMN
486,486,v_Intercept,0.07262061883973125,v,51,VisualCentral
487,487,"v_C(type, Treatment('prototype'))[T.exception]",0.16688991088497826,v,51,VisualCentral
488,488,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.105457096124712,v,51,VisualCentral
489,489,v_roi51,-0.2625124436414734,v,51,VisualCentral
490,490,"v_roi51:C(type, Treatment('prototype'))[T.exception]",-0.2859697946290183,v,51,VisualCentral
491,491,"v_roi51:C(type, Treatment('prototype'))[T.rule follower]",0.2996315668852165,v,51,VisualCentral
492,492,a_Intercept,1.6091837295813525,a,51,VisualCentral
493,493,"a_C(type, Treatment('prototype'))[T.exception]",0.06474001703869645,a,51,VisualCentral
494,494,"a_C(type, Treatment('prototype'))[T.rule follower]",0.06885833812442849,a,51,VisualCentral
495,495,a_roi51,1.3420319323030048,a,51,VisualCentral
496,496,"a_roi51:C(type, Treatment('prototype'))[T.exception]",0.1534580744220202,a,51,VisualCentral
497,497,"a_roi51:C(type, Treatment('prototype'))[T.rule follower]",-0.21994842141563886,a,51,VisualCentral
498,498,t_Intercept,0.3656772301556249,t,51,VisualCentral
499,499,"t_C(type, Treatment('prototype'))[T.exception]",0.03095574407707952,t,51,VisualCentral
500,500,"t_C(type, Treatment('prototype'))[T.rule follower]",0.027259049298341,t,51,VisualCentral
501,501,t_roi51,-0.10346635563845527,t,51,VisualCentral
502,502,"t_roi51:C(type, Treatment('prototype'))[T.exception]",-0.15053609291679734,t,51,VisualCentral
503,503,"t_roi51:C(type, Treatment('prototype'))[T.rule follower]",-0.020788731166220764,t,51,VisualCentral
504,504,v_Intercept,0.10848748114663108,v,52,VisualCentral
505,505,"v_C(type, Treatment('prototype'))[T.exception]",0.19619133742355405,v,52,VisualCentral
506,506,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.0920103762073466,v,52,VisualCentral
507,507,v_roi52,-0.2268300431335626,v,52,VisualCentral
508,508,"v_roi52:C(type, Treatment('prototype'))[T.exception]",-0.2207463804723161,v,52,VisualCentral
509,509,"v_roi52:C(type, Treatment('prototype'))[T.rule follower]",0.1412799528309091,v,52,VisualCentral
510,510,a_Intercept,1.5724423893370147,a,52,VisualCentral
511,511,"a_C(type, Treatment('prototype'))[T.exception]",0.25550826813835537,a,52,VisualCentral
512,512,"a_C(type, Treatment('prototype'))[T.rule follower]",0.07111868323132764,a,52,VisualCentral
513,513,a_roi52,0.6101685022339325,a,52,VisualCentral
514,514,"a_roi52:C(type, Treatment('prototype'))[T.exception]",-0.4696468273944564,a,52,VisualCentral
515,515,"a_roi52:C(type, Treatment('prototype'))[T.rule follower]",-0.139045178684851,a,52,VisualCentral
516,516,t_Intercept,0.38112469869430776,t,52,VisualCentral
517,517,"t_C(type, Treatment('prototype'))[T.exception]",-0.014419880750916741,t,52,VisualCentral
518,518,"t_C(type, Treatment('prototype'))[T.rule follower]",0.005266451688911322,t,52,VisualCentral
519,519,t_roi52,-0.09020347461527324,t,52,VisualCentral
520,520,"t_roi52:C(type, Treatment('prototype'))[T.exception]",0.09068296129350427,t,52,VisualCentral
521,521,"t_roi52:C(type, Treatment('prototype'))[T.rule follower]",0.09393423250104907,t,52,VisualCentral
522,522,v_Intercept,0.033279117231138244,v,53,VisualCentral
523,523,"v_C(type, Treatment('prototype'))[T.exception]",0.2319722315845983,v,53,VisualCentral
524,524,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.11294470237900185,v,53,VisualCentral
525,525,v_roi53,0.0053757902055141535,v,53,VisualCentral
526,526,"v_roi53:C(type, Treatment('prototype'))[T.exception]",-0.8199922494377742,v,53,VisualCentral
527,527,"v_roi53:C(type, Treatment('prototype'))[T.rule follower]",0.32624369430518163,v,53,VisualCentral
528,528,a_Intercept,1.6389541374215195,a,53,VisualCentral
529,529,"a_C(type, Treatment('prototype'))[T.exception]",0.10702818328565923,a,53,VisualCentral
530,530,"a_C(type, Treatment('prototype'))[T.rule follower]",0.055715077564108484,a,53,VisualCentral
531,531,a_roi53,0.9638818344524084,a,53,VisualCentral
532,532,"a_roi53:C(type, Treatment('prototype'))[T.exception]",-0.08694496612049496,a,53,VisualCentral
533,533,"a_roi53:C(type, Treatment('prototype'))[T.rule follower]",-0.04302017343502251,a,53,VisualCentral
534,534,t_Intercept,0.3637903821428406,t,53,VisualCentral
535,535,"t_C(type, Treatment('prototype'))[T.exception]",0.01308912561210731,t,53,VisualCentral
536,536,"t_C(type, Treatment('prototype'))[T.rule follower]",0.025207072435474855,t,53,VisualCentral
537,537,t_roi53,-0.004856052126439636,t,53,VisualCentral
538,538,"t_roi53:C(type, Treatment('prototype'))[T.exception]",-0.004783471038608211,t,53,VisualCentral
539,539,"t_roi53:C(type, Treatment('prototype'))[T.rule follower]",0.002801499963152209,t,53,VisualCentral
540,540,v_Intercept,0.03708656542045982,v,60,limbic
541,541,"v_C(type, Treatment('prototype'))[T.exception]",0.09619249540775117,v,60,limbic
542,542,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.02946045776763637,v,60,limbic
543,543,v_roi60,-0.07266204472528147,v,60,limbic
544,544,"v_roi60:C(type, Treatment('prototype'))[T.exception]",-0.18437730183588694,v,60,limbic
545,545,"v_roi60:C(type, Treatment('prototype'))[T.rule follower]",-0.1069115909911964,v,60,limbic
546,546,a_Intercept,1.7347869656824342,a,60,limbic
547,547,"a_C(type, Treatment('prototype'))[T.exception]",0.11386129165841373,a,60,limbic
548,548,"a_C(type, Treatment('prototype'))[T.rule follower]",0.05125836814120927,a,60,limbic
549,549,a_roi60,-0.93336151952264,a,60,limbic
550,550,"a_roi60:C(type, Treatment('prototype'))[T.exception]",0.07017684686305238,a,60,limbic
551,551,"a_roi60:C(type, Treatment('prototype'))[T.rule follower]",-0.11763094195185307,a,60,limbic
552,552,t_Intercept,0.3625893624419712,t,60,limbic
553,553,"t_C(type, Treatment('prototype'))[T.exception]",0.004317492496654578,t,60,limbic
554,554,"t_C(type, Treatment('prototype'))[T.rule follower]",0.02290324110631088,t,60,limbic
555,555,t_roi60,0.2292979213888994,t,60,limbic
556,556,"t_roi60:C(type, Treatment('prototype'))[T.exception]",-0.060454187258345275,t,60,limbic
557,557,"t_roi60:C(type, Treatment('prototype'))[T.rule follower]",-0.1006103777124111,t,60,limbic
558,558,v_Intercept,0.055982464250841364,v,61,limbic
559,559,"v_C(type, Treatment('prototype'))[T.exception]",0.11102554497544356,v,61,limbic
560,560,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.0859939524329818,v,61,limbic
561,561,v_roi61,-0.03884159508770702,v,61,limbic
562,562,"v_roi61:C(type, Treatment('prototype'))[T.exception]",0.4112266661067903,v,61,limbic
563,563,"v_roi61:C(type, Treatment('prototype'))[T.rule follower]",-0.6456967830483435,v,61,limbic
564,564,a_Intercept,1.7209523265301399,a,61,limbic
565,565,"a_C(type, Treatment('prototype'))[T.exception]",0.08651737068236343,a,61,limbic
566,566,"a_C(type, Treatment('prototype'))[T.rule follower]",0.02930314089861347,a,61,limbic
567,567,a_roi61,-0.9085084782728748,a,61,limbic
568,568,"a_roi61:C(type, Treatment('prototype'))[T.exception]",-0.2344959695972515,a,61,limbic
569,569,"a_roi61:C(type, Treatment('prototype'))[T.rule follower]",-0.1432285172406993,a,61,limbic
570,570,t_Intercept,0.35305921815149954,t,61,limbic
571,571,"t_C(type, Treatment('prototype'))[T.exception]",0.020944647972005542,t,61,limbic
572,572,"t_C(type, Treatment('prototype'))[T.rule follower]",0.029286999088345325,t,61,limbic
573,573,t_roi61,-0.11721258616690505,t,61,limbic
574,574,"t_roi61:C(type, Treatment('prototype'))[T.exception]",0.24271377483812584,t,61,limbic
575,575,"t_roi61:C(type, Treatment('prototype'))[T.rule follower]",0.004224947029149662,t,61,limbic
576,576,v_Intercept,0.03342596047806705,v,65,DorsalAttention
577,577,"v_C(type, Treatment('prototype'))[T.exception]",0.10911383596708828,v,65,DorsalAttention
578,578,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.04072666486150284,v,65,DorsalAttention
579,579,v_roi65,-0.03897159020777352,v,65,DorsalAttention
580,580,"v_roi65:C(type, Treatment('prototype'))[T.exception]",-0.27113942692716275,v,65,DorsalAttention
581,581,"v_roi65:C(type, Treatment('prototype'))[T.rule follower]",-0.2609256266112916,v,65,DorsalAttention
582,582,a_Intercept,1.6791077046541258,a,65,DorsalAttention
583,583,"a_C(type, Treatment('prototype'))[T.exception]",0.14837744285108634,a,65,DorsalAttention
584,584,"a_C(type, Treatment('prototype'))[T.rule follower]",0.03592100546298549,a,65,DorsalAttention
585,585,a_roi65,1.3467718846454957,a,65,DorsalAttention
586,586,"a_roi65:C(type, Treatment('prototype'))[T.exception]",-0.5217333257301351,a,65,DorsalAttention
587,587,"a_roi65:C(type, Treatment('prototype'))[T.rule follower]",0.13893571387124104,a,65,DorsalAttention
588,588,t_Intercept,0.3623049518029126,t,65,DorsalAttention
589,589,"t_C(type, Treatment('prototype'))[T.exception]",-0.005747119555940525,t,65,DorsalAttention
590,590,"t_C(type, Treatment('prototype'))[T.rule follower]",0.014617477655273575,t,65,DorsalAttention
591,591,t_roi65,-0.16296380556819634,t,65,DorsalAttention
592,592,"t_roi65:C(type, Treatment('prototype'))[T.exception]",0.2393856596118425,t,65,DorsalAttention
593,593,"t_roi65:C(type, Treatment('prototype'))[T.rule follower]",0.13647791943152132,t,65,DorsalAttention
594,594,v_Intercept,0.026642583490580185,v,67,DorsalAttention
595,595,"v_C(type, Treatment('prototype'))[T.exception]",0.14388077948554429,v,67,DorsalAttention
596,596,"v_C(type, Treatment('prototype'))[T.rule follower]",-0.0400389202807947,v,67,DorsalAttention
597,597,v_roi67,0.0901355613629724,v,67,DorsalAttention
598,598,"v_roi67:C(type, Treatment('prototype'))[T.exception]",-0.26943697018079793,v,67,DorsalAttention
599,599,"v_roi67:C(type, Treatment('prototype'))[T.rule follower]",-0.20698849150229906,v,67,DorsalAttention
600,600,a_Intercept,1.6677207568496373,a,67,DorsalAttention
601,601,"a_C(type, Treatment('prototype'))[T.exception]",0.08399288349431097,a,67,DorsalAttention
602,602,"a_C(type, Treatment('prototype'))[T.rule follower]",0.021439464848461376,a,67,DorsalAttention
603,603,a_roi67,1.2594545841686424,a,67,DorsalAttention
604,604,"a_roi67:C(type, Treatment('prototype'))[T.exception]",0.120601934287782,a,67,DorsalAttention
605,605,"a_roi67:C(type, Treatment('prototype'))[T.rule follower]",0.25260591478772043,a,67,DorsalAttention
606,606,t_Intercept,0.3645355340808009,t,67,DorsalAttention
607,607,"t_C(type, Treatment('prototype'))[T.exception]",0.028554723475184562,t,67,DorsalAttention
608,608,"t_C(type, Treatment('prototype'))[T.rule follower]",0.027879735840417662,t,67,DorsalAttention
609,609,t_roi67,-0.12452880222584092,t,67,DorsalAttention
610,610,"t_roi67:C(type, Treatment('prototype'))[T.exception]",-0.091697437728556,t,67,DorsalAttention
611,611,"t_roi67:C(type, Treatment('prototype'))[T.rule follower]",0.0710942805505709,t,67,DorsalAttention
612,612,v_Intercept,0.049119943952572576,v,68,DorsalAttention
