"","proto_slopes","rulefollower_slopes","exception_slopes","proto_rf","rf_excep","proto_excep"
"1",-1.0188247596335,-1.33451692509279,-0.7579670344229,0.315692165459288,-0.576549890669885,-0.260857725210597
"2",-0.966932437280104,-1.21706905488861,-0.424336986409659,0.250136617608506,-0.792732068478951,-0.542595450870445
"3",-1.20845254417929,-1.35126430850384,-0.60459894247095,0.142811764324553,-0.746665366032889,-0.603853601708335
"4",-1.10351190911736,-1.71064753158537,-0.657771648096899,0.607135622468009,-1.05287588348847,-0.445740261020458
"5",-1.2364193255946,-1.58313042823073,-1.30087036705939,0.346711102636131,-0.282260061171343,0.0644510414647885
"6",-1.00226370052034,-1.5110135001915,-0.677615328160335,0.508749799671167,-0.833398172031169,-0.324648372360003
"7",-0.972991298897459,-1.38196607705378,-0.793211246416252,0.408974778156325,-0.588754830637532,-0.179780052481207
"8",-1.13626166958522,-1.31257182551543,-0.20105673481549,0.176310155930208,-1.11151509069994,-0.935204934769732
"9",-1.133491478022,-1.55657702325001,-1.58038404015502,0.423085545228013,0.0238070169050018,0.446892562133014
"10",-0.820230914179889,-1.72186272239313,-0.53882137810507,0.901631808213246,-1.18304134428806,-0.281409536074819
"11",-0.668822353033332,-1.82209810223476,-0.694779690175254,1.15327574920143,-1.12731841205951,0.0259573371419221
"12",-0.580863498821952,-1.7066932380245,-0.871718666157984,1.12582973920254,-0.834974571866512,0.290855167336031
"13",-0.583530986545649,-1.54569555022804,-0.655273904017236,0.96216456368239,-0.890421646210804,0.0717429174715868
"14",-0.634803998452285,-1.62498873155103,-0.587606759128953,0.990184733098742,-1.03738197242207,-0.0471972393233324
"15",-0.816748045513096,-1.397085036426,-0.573227499378246,0.580336990912909,-0.823857537047759,-0.24352054613485
"16",-0.962016672767373,-1.4621968627493,-1.08893875290661,0.500180189981931,-0.373258109842692,0.126922080139239
"17",-0.792273300488703,-1.91976618396156,-0.588853427863672,1.12749288347285,-1.33091275609788,-0.203419872625031
"18",-0.469990437243593,-1.62596527788938,-2.04145489911179,1.15597484064578,0.41548962122242,1.5714644618682
"19",-0.502706928771326,-1.10035884522762,-1.39282433453674,0.597651916456294,0.292465489309123,0.890117405765417
"20",-0.817274825378053,-1.32906286845288,-1.06399471864661,0.511788043074828,-0.265068149806272,0.246719893268556
"21",-0.883040429131109,-1.65336369085793,-1.26370157725207,0.770323261726817,-0.389662113605859,0.380661148120958
"22",-1.07546736924614,-1.82732241828117,-1.21500531870086,0.751855049035036,-0.612317099580315,0.139537949454721
"23",-1.03453699498912,-2.57969068042714,-0.977448225706514,1.54515368543802,-1.60224245472063,-0.0570887692826043
"24",-0.640024995995309,-1.87778700748349,-0.595149447955609,1.23776201148818,-1.28263755952789,-0.0448755480397006
"25",-0.830099510534345,-2.05758014398048,-0.809362547135249,1.22748063344613,-1.24821759684523,-0.0207369633990964
"26",-0.850655678264006,-2.20095903687109,-0.847916784161846,1.35030335860709,-1.35304225270925,-0.00273889410215966
"27",-0.571190199735288,-2.02194594727029,-0.891605758294248,1.450755747535,-1.13034018897604,0.32041555855896
"28",-0.619373092447831,-1.84218159212308,-0.794283828324219,1.22280849967525,-1.04789776379887,0.174910735876388
"29",-0.64193114420495,-1.27693548881875,-1.1791788441256,0.635004344613796,-0.0977566446931448,0.537247699920651
