,proto_slopes,rulefollower_slopes,exception_slopes,proto_rf,rf_excep,proto_excep
1,0.746688053,0.523998279,0.552002482,0.222689774,-0.028004203,0.194685572
2,0.622861405,0.230623175,0.446650209,0.39223823,-0.216027033,0.176211197
3,0.568230086,0.533350961,0.309901964,0.034879125,0.223448997,0.258328122
4,0.635988289,0.441161518,0.22319287,0.194826771,0.217968648,0.412795419
5,0.546911056,0.563823741,0.301536358,-0.016912685,0.262287383,0.245374698
6,0.585463615,0.672058918,0.478000778,-0.086595303,0.19405814,0.107462837
7,0.689657708,0.596860598,0.382658537,0.09279711,0.214202061,0.306999171
8,0.611469755,0.532249973,0.501026178,0.079219782,0.031223795,0.110443576
9,0.673744174,0.747619694,0.803032921,-0.073875519,-0.055413228,-0.129288747
10,0.732587346,0.693969946,0.69741097,0.0386174,-0.003441024,0.035176376
11,0.681268171,0.597110049,0.584445683,0.084158122,0.012664365,0.096822487
12,0.680101191,0.434452728,0.506416123,0.245648464,-0.071963395,0.173685068
13,0.575555313,0.470034279,0.365548755,0.105521034,0.104485524,0.210006558
14,0.604140347,0.528014184,0.592642763,0.076126164,-0.064628579,0.011497585
15,0.607623948,0.50221107,0.457498618,0.105412878,0.044712452,0.15012533
16,0.652776812,0.576280882,0.391824977,0.07649593,0.184455905,0.260951835
17,0.582486175,0.453298325,0.596542833,0.12918785,-0.143244508,-0.014056658
18,0.566918277,0.514027089,0.634698518,0.052891188,-0.120671429,-0.067780241
19,0.562316369,0.43360345,0.690142108,0.128712918,-0.256538657,-0.127825739
20,0.608887696,0.518837023,0.760052091,0.090050674,-0.241215068,-0.151164395
21,0.607473407,0.473282521,0.617872521,0.134190885,-0.14459,-0.010399114
22,0.582949846,0.432083212,0.518303816,0.150866634,-0.086220604,0.064646029
23,0.561227707,0.44842743,0.537291645,0.112800276,-0.088864215,0.023936062
24,0.509015504,0.77599776,0.39681837,-0.266982257,0.379179391,0.112197134
25,0.47878086,0.756298965,0.562322575,-0.277518104,0.19397639,-0.083541715
